Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (65 a 69 anos + 70 a 74 anos + 75 a 79 anos + 80 a 89 anos + 90 a 99 anos + 100 anos ou mais);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Bairro;
1400100039;Nova Cidade - Boa Vista (RR);160
1400100040;Pintolândia - Boa Vista (RR);328
1400100041;Dr. Silvio Botelho - Boa Vista (RR);220
1400100042;Santa Luzia - Boa Vista (RR);262
1400100043;Senador Hélio Campos - Boa Vista (RR);310
1400100044;Piscicultura - Boa Vista (RR);39
1400100045;Raiar do Sol - Boa Vista (RR);145
1400100046;Santa Tereza - Boa Vista (RR);302
1400100047;União - Boa Vista (RR);104
1400100048;Jardim Caranã - Boa Vista (RR);119
1400100049;Cidade Satélite - Boa Vista (RR);90
1400100050;Olímpico - Boa Vista (RR);17
1400100051;Doutor Airton Rocha - Boa Vista (RR);3
1400100052;Laura Moreira - Boa Vista (RR);91
1400100053;Murilo Teixeira Cidade - Boa Vista (RR);6
1400100054;5 de Outubro - Boa Vista (RR);42
1400100055;São Bento - Boa Vista (RR);91
1500107001;Centro - Abaetetuba (PA);723
1500107002;São José - Abaetetuba (PA);314
1500107003;São Lourenço - Abaetetuba (PA);690
1500107004;Aviação - Abaetetuba (PA);264
1500107005;Santa Rosa - Abaetetuba (PA);219
1500107006;Algodoal - Abaetetuba (PA);588
1500107007;São João - Abaetetuba (PA);192
1500107008;Francilândia - Abaetetuba (PA);341
1500107009;Cristo Redentor - Abaetetuba (PA);158
1500107010;São Sebastião - Abaetetuba (PA);201
1500107011;São Domingos da Angélica - Abaetetuba (PA);156
1500107012;Mutirão - Abaetetuba (PA);82
1500107013;Castanhal - Abaetetuba (PA);37
1500107014;Santa Clara - Abaetetuba (PA);30
1500305001;Capim Marinho - Afuá (PA);130
1500602001;Centro - Altamira (PA);621
1500602002;Esplanada do Xingu - Altamira (PA);237
1500602003;Jardim Uirapuru - Altamira (PA);161
1500602004;Jardim Independente II - Altamira (PA);124
1500602005;Brasília - Altamira (PA);403
1500602006;Liberdade - Altamira (PA);86
1500602007;Boa Esperança - Altamira (PA);564
1500602008;Colinas - Altamira (PA);110
1500602009;Sudam I - Altamira (PA);66
1500602010;Premem - Altamira (PA);132
1500602011;Sudam II - Altamira (PA);118
1500602012;Jardim Independente I - Altamira (PA);270
1500602013;Ibiza - Altamira (PA);65
1500602014;Bela Vista - Altamira (PA);118
1500602015;Multirão - Altamira (PA);239
1500602016;Jardim Altamira - Altamira (PA);124
1500602017;Aparecida - Altamira (PA);85
1500602018;Alberto Soares - Altamira (PA);1
1500602019;Nova Altamira - Altamira (PA);81
1501402001;Batista Campos - Belém (PA);2466
1501402002;Canudos - Belém (PA);1251
1501402003;Cidade Velha - Belém (PA);1286
1501402004;Condor - Belém (PA);2644
1501402005;Cremação - Belém (PA);2767
1501402006;Guamá - Belém (PA);6002
1501402007;Jurunas - Belém (PA);4457
1501402008;Marambaia - Belém (PA);4915
1501402009;Marco - Belém (PA);5888
1501402010;Fátima - Belém (PA);1032
1501402011;Nazaré - Belém (PA);2998
1501402012;Pedreira - Belém (PA);5528
1501402013;Reduto - Belém (PA);850
1501402014;Sacramenta - Belém (PA);2855
1501402015;São Bras - Belém (PA);2495
1501402016;Souza - Belém (PA);896
1501402017;Telégrafo - Belém (PA);3306
1501402018;Montese (Terra Firme) - Belém (PA);2678
1501402019;Campina - Belém (PA);808
1501402020;Umarizal - Belém (PA);3617
1501402021;Barreiro - Belém (PA);1027
1501402022;Maracangalha - Belém (PA);1476
1501402023;Miramar - Belém (PA);13
1501402024;Curió-Utinga - Belém (PA);1129
1501402025;Val-de-Cães - Belém (PA);519
1501402026;Mangueirão - Belém (PA);1441
1501402027;Universitário - Belém (PA);79
1501402028;Castanheira - Belém (PA);1739
1501402029;Guanabara - Belém (PA);83
1501402030;Águas Lindas - Belém (PA);521
1501402031;Aurá - Belém (PA);56
1501402032;Bengui - Belém (PA);1386
1501402033;Cabanagem - Belém (PA);962
1501402034;Coqueiro - Belém (PA);2657
1501402035;Parque Verde - Belém (PA);1458
1501402036;Pratinha - Belém (PA);768
1501402037;São Clemente - Belém (PA);166
1501402038;Tapanã - Belém (PA);2390
1501402039;Una - Belém (PA);258
1501402040;Águas Negras - Belém (PA);285
1501402041;Agulha - Belém (PA);863
1501402042;Campina de Icoaraci - Belém (PA);1595
1501402043;Cruzeiro - Belém (PA);816
1501402044;Maracacuera - Belém (PA);383
1501402045;Paracuri - Belém (PA);295
1501402046;Parque Guajará - Belém (PA);971
1501402047;Ponta Grossa - Belém (PA);852
1501402048;Tenoné - Belém (PA);810
1501402049;São João do Outeiro - Belém (PA);590
1501402050;Itaiteua - Belém (PA);106
1501402051;Brasília - Belém (PA);293
1501402052;Água Boa - Belém (PA);399
1501402053;Aeroporto - Belém (PA);84
1501402054;Arirambá - Belém (PA);102
1501402055;Carananduba - Belém (PA);327
1501402056;Caruara - Belém (PA);33
1501402057;Farol - Belém (PA);82
1501402058;Mangueiras - Belém (PA);165
1501402059;Maracajá - Belém (PA);210
1501402060;Natal do Murubira - Belém (PA);73
1501402061;Porto Arthur - Belém (PA);18
1501402062;São Francisco - Belém (PA);149
1501402063;Sucurijuquara - Belém (PA);40
1501402064;Vila - Belém (PA);289
1501402065;Praia Grande - Belém (PA);50
1501402066;Chapéu Virado - Belém (PA);70
1501402067;Murubira - Belém (PA);71
1501402068;Bonfim - Belém (PA);32
1501402069;Marahú - Belém (PA);-
1501402070;Paraíso - Belém (PA);30
1501402071;Baía do Sol - Belém (PA);184
1501709001;Centro - Bragança (PA);183
1501709002;Riozinho - Bragança (PA);629
1501709003;Alegre - Bragança (PA);320
1501709004;Cereja - Bragança (PA);142
1501709005;Padre Luis - Bragança (PA);315
1501709006;Aldeia - Bragança (PA);318
1501709007;Morro - Bragança (PA);163
1501709008;Samaumapara - Bragança (PA);280
1501709009;Vila Nova - Bragança (PA);216
1501709010;Taíra - Bragança (PA);273
1501709011;Vila Sinhá - Bragança (PA);449
1501709012;Perpétuo Socorro - Bragança (PA);541
1501782001;Novo Horizonte - Breu Branco (PA);296
1501782002;Japonês - Breu Branco (PA);25
1501782003;Centro - Breu Branco (PA);102
1501782004;Bela Vista - Breu Branco (PA);81
1501782005;Novo Paraíso - Breu Branco (PA);35
1501782006;Continental - Breu Branco (PA);43
1501782007;Felicidade - Breu Branco (PA);27
1501782008;Liberdade - Breu Branco (PA);141
1501782009;Conquista - Breu Branco (PA);150
1502707005;Emerêncio - Conceição do Araguaia (PA);162
1502707009;Jardim Petrópolis - Conceição do Araguaia (PA);10
1502707010;Olaria Norte - Conceição do Araguaia (PA);7
1502707011;Giovamira - Conceição do Araguaia (PA);20
1502707012;Morada do Sol - Conceição do Araguaia (PA);58
1502707013;Vila Real - Conceição do Araguaia (PA);47
1502707014;Canudinho - Conceição do Araguaia (PA);91
1502707015;Universitário - Conceição do Araguaia (PA);88
1502707016;Vila Amizade - Conceição do Araguaia (PA);123
1502707017;Novo Araguaia - Conceição do Araguaia (PA);139
1502707018;Tancredo Neves - Conceição do Araguaia (PA);118
1502707019;Centro - Conceição do Araguaia (PA);444
1502707020;São Luiz I - Conceição do Araguaia (PA);125
1502707021;São Luiz II - Conceição do Araguaia (PA);168
1502707022;Capelinha - Conceição do Araguaia (PA);146
1502707023;Dos Pescadores - Conceição do Araguaia (PA);65
1502707024;Vila Nova - Conceição do Araguaia (PA);148
1502707025;Cruzeiro - Conceição do Araguaia (PA);185
1502855001;Centro - Curuá (PA);72
1502855002;Curuá Velho - Curuá (PA);7
1502855003;Nossa Senhora do Carmo - Curuá (PA);33
1502855004;Nova Floresta - Curuá (PA);34
1502855005;Planalto - Curuá (PA);21
1502855006;Cidade Nova - Curuá (PA);13
1502855007;Santa Terezinha - Curuá (PA);8
1502855008;Santa Maria Goretti - Curuá (PA);41
1502855009;Ribeirinho - Curuá (PA);13
1503002001;Porto de Cima - Faro (PA);70
1503002002;Centro da Cidade - Faro (PA);70
1503002003;Campina - Faro (PA);70
1503002004;Nossa Senhora de Aparecida - Faro (PA);26
1503002005;Morumbi - Faro (PA);31
1504802001;Cidade Baixa - Monte Alegre (PA);21
1504802002;Papagaio - Monte Alegre (PA);25
1504802003;Serra Oriental - Monte Alegre (PA);62
1504802004;Curaxi - Monte Alegre (PA);260
1504802005;Serra Ocidental - Monte Alegre (PA);179
1504802006;Turu - Monte Alegre (PA);45
1504802007;Pajuçara - Monte Alegre (PA);153
1504802008;Planalto - Monte Alegre (PA);140
1505064001;Parque Vale do Sol - Novo Repartimento (PA);196
1505064002;Parque Morumbi - Novo Repartimento (PA);72
1505064003;Parque Vila Nova - Novo Repartimento (PA);68
1505064004;Parque da Ladeira - Novo Repartimento (PA);57
1505064005;Parque Uirapuru - Novo Repartimento (PA);51
1505064006;Parque Vila Tucuruí - Novo Repartimento (PA);211
1505064007;Parque Espigão - Novo Repartimento (PA);89
1505106001;Centro - Óbidos (PA);286
1505106002;Lourdes - Óbidos (PA);195
1505106003;Fátima - Óbidos (PA);126
1505106004;Santa Terezinha - Óbidos (PA);430
1505106005;Cidade Nova - Óbidos (PA);420
1505106006;São Francisco - Óbidos (PA);172
1505106007;Bela Vista - Óbidos (PA);56
1505106008;Perpétuo Socorro - Óbidos (PA);84
1506302001;Centro - Salvaterra (PA);219
1506302002;Coqueirinho - Salvaterra (PA);44
1506302003;Marabá - Salvaterra (PA);113
1506302004;Paes de Carvalho - Salvaterra (PA);95
1506302005;Cajú - Salvaterra (PA);49
1506807001;Aldeia - Santarém (PA);519
1506807002;Fátima - Santarém (PA);245
1506807003;Aparecida - Santarém (PA);645
1506807004;Santa Clara - Santarém (PA);482
1506807005;Santíssimo - Santarém (PA);486
1506807006;Prainha - Santarém (PA);468
1506807007;Aeroporto Velho - Santarém (PA);411
1506807008;Rodagem - Santarém (PA);...
1506807009;Esperança - Santarém (PA);290
1506807010;Liberdade - Santarém (PA);405
1506807011;Caranazal - Santarém (PA);499
1506807012;Centro - Santarém (PA);164
1506807013;Salé - Santarém (PA);74
1506807014;Santana - Santarém (PA);545
1506807015;Diamantino - Santarém (PA);381
1506807016;Jardim Santarém - Santarém (PA);390
1506807017;Alvorada - Santarém (PA);42
1506807018;Amparo - Santarém (PA);106
1506807019;Área Verde - Santarém (PA);100
1506807020;Cambuquira - Santarém (PA);10
1506807021;Floresta - Santarém (PA);140
1506807022;Interventoria - Santarém (PA);388
1506807023;Ipanema - Santarém (PA);50
1506807024;Jaderlândia - Santarém (PA);88
1506807025;Jutaí - Santarém (PA);102
1506807026;Laguinho - Santarém (PA);192
1506807027;Livramento - Santarém (PA);245
1506807028;Maicá - Santarém (PA);70
1506807029;Mapiri - Santarém (PA);144
1506807030;Maracanã - Santarém (PA);143
1506807031;Maracanã I - Santarém (PA);92
1506807032;Mararú - Santarém (PA);86
1506807033;Matinha - Santarém (PA);182
1506807034;Nova República - Santarém (PA);314
1506807035;Nova Vitória - Santarém (PA);68
1506807036;Novo Horizonte - Santarém (PA);31
1506807037;Pérola do Maicá - Santarém (PA);51
1506807038;Santarenzinho - Santarém (PA);415
1506807039;Santo André - Santarém (PA);124
1506807040;São Cristóvão - Santarém (PA);63
1506807041;São Francisco - Santarém (PA);79
1506807042;São José Operário - Santarém (PA);211
1506807043;Uruará - Santarém (PA);322
1506807044;Urumanduba - Santarém (PA);36
1506807045;Urumari - Santarém (PA);84
1506807046;Vigia - Santarém (PA);25
1506807047;Vitória Régia - Santarém (PA);211
1506807048;Conquista - Santarém (PA);61
1506807049;Elcione Barbalho - Santarém (PA);103
1507904001;Central - Soure (PA);232
1507904002;São Pedro - Soure (PA);121
1507904003;Matinha - Soure (PA);126
1507904004;Umirizal - Soure (PA);199
1507904005;Pacoval - Soure (PA);130
1507904006;Macacheira - Soure (PA);154
1507904007;Novo - Soure (PA);285
1507904008;Tucumanaúba - Soure (PA);95
1507979001;Juvenil - Terra Santa (PA);114
1507979002;Centro - Terra Santa (PA);188
1507979003;Aparecida - Terra Santa (PA);107
1507979004;São Francisco - Terra Santa (PA);154
1507979005;Santa Clara - Terra Santa (PA);69
1600303001;Central - Macapá (AP);1532
1600303002;Trem - Macapá (AP);565
1600303003;Beirol - Macapá (AP);487
1600303004;Laguinho - Macapá (AP);604
1600303005;Jesus de Nazaré - Macapá (AP);230
1600303006;Santa Rita - Macapá (AP);715
1600303007;Pacoval - Macapá (AP);581
1600303008;Perpétuo Socorro - Macapá (AP);554
1600303009;Santa Inês - Macapá (AP);311
1600303010;Congos - Macapá (AP);435
1600303011;Nova Esperança - Macapá (AP);166
1600303012;Buritizal - Macapá (AP);1016
1600303013;Alvorada - Macapá (AP);76
1600303014;São Lázaro - Macapá (AP);610
1600303015;Pedrinhas - Macapá (AP);127
1600303016;Jardim Felicidade - Macapá (AP);466
1600303017;Araxá - Macapá (AP);235
1600303018;Brasil Novo - Macapá (AP);322
1600303019;Boné Azul - Macapá (AP);37
1600303020;Cabralzinho - Macapá (AP);37
1600303021;Jardim Equatorial - Macapá (AP);33
1600303022;Marco Zero - Macapá (AP);292
1600303023;Novo Horizonte - Macapá (AP);597
1600303025;Infraero - Macapá (AP);206
1600303026;Universidade - Macapá (AP);295
1600303027;Cidade Nova - Macapá (AP);411
1600303028;Novo Buritizal - Macapá (AP);682
1600303029;Zerão - Macapá (AP);320
1600600001;Central - Santana (AP);544
1600600002;Nova Brasília - Santana (AP);294
1600600003;Provedor - Santana (AP);150
1600600004;Dos Remédios - Santana (AP);406
1600600005;Vila Amazonas - Santana (AP);107
1600600006;Daniel - Santana (AP);62
1600600007;Novo Horizonte - Santana (AP);82
1600600008;Hospitalidade - Santana (AP);357
1600600009;Comercial - Santana (AP);411
1600600010;Paraíso - Santana (AP);540
1600600011;Fonte Nova - Santana (AP);319
1600600012;Igarapé da Fortaleza - Santana (AP);143
1600600013;Elesbão - Santana (AP);152
2106607001;Centro - Matões (MA);215
2106607002;Bela Vista - Matões (MA);72
2106607003;Alto da Seriema - Matões (MA);105
2106607004;Lagoa - Matões (MA);72
2106607005;Oiteiro da Cruz - Matões (MA);41
2106607006;Taioba - Matões (MA);122
2106607007;Matadouro - Matões (MA);121
2106607008;Rubelândia - Matões (MA);68
2106607009;Antônio Alves - Matões (MA);10
2106607010;Mangueira - Matões (MA);75
2106607011;Alto Alegre - Matões (MA);61
2112209001;Centro - Timon (MA);464
2112209002;Mangueira - Timon (MA);212
2112209003;Santo Antônio - Timon (MA);315
2112209004;Formosa - Timon (MA);172
2112209005;Planalto Formosa - Timon (MA);74
2112209006;Parque Aliança - Timon (MA);82
2112209007;Mateuzinho - Timon (MA);96
2112209008;Cajueiro - Timon (MA);27
2112209009;Parque Alvorada - Timon (MA);598
2112209010;Sete Estrelas - Timon (MA);125
2112209011;Glória - Timon (MA);64
2112209012;Planalto Boa Esperança - Timon (MA);4
2112209013;Jóia - Timon (MA);101
2112209014;Vila Bandeirante - Timon (MA);188
2112209015;Cidade Nova - Timon (MA);338
2112209016;Multirão - Timon (MA);195
2112209017;Flores - Timon (MA);246
2112209018;Bela Vista - Timon (MA);79
2112209019;Marimar - Timon (MA);52
2112209020;Boa Esperança - Timon (MA);42
2112209021;Mangal - Timon (MA);11
2112209022;Parque São Francisco - Timon (MA);157
2112209023;Boa Vista - Timon (MA);276
2112209024;Parque União - Timon (MA);208
2112209025;São Francisco II - Timon (MA);640
2112209026;Parque Piauí - Timon (MA);1530
2112209027;São Benedito - Timon (MA);673
2112209028;Vila Angélica - Timon (MA);193
2112209029;Pedro Patrício - Timon (MA);146
2112209030;São Marcos - Timon (MA);251
2200400001;Centro - Altos (PI);520
2200400002;São Luiz - Altos (PI);192
2200400003;Matadouro - Altos (PI);157
2200400004;Bacurizeiro - Altos (PI);185
2200400005;Carrasco - Altos (PI);39
2200400006;Tranqueira - Altos (PI);300
2200400008;Boca de Barro - Altos (PI);166
2200400009;Maravilha - Altos (PI);273
2200400010;Batalhão - Altos (PI);63
2200400011;Leite - Altos (PI);55
2200400012;Ciana - Altos (PI);59
2200400013;Boa Fé - Altos (PI);73
2200400014;São Sebastião - Altos (PI);43
2200400015;Santa Inês - Altos (PI);72
2200400016;Santo Antônio - Altos (PI);51
2200400017;Baixão do São José - Altos (PI);29
2200400018;Baixão dos Paivas - Altos (PI);32
2201200001;Centro - Barras (PI);251
2201200002;Riachinho - Barras (PI);50
2201200003;Boa Vista - Barras (PI);181
2201200004;Piquizeiro - Barras (PI);138
2201200005;Matadouro - Barras (PI);106
2201200006;Curujal - Barras (PI);80
2201200007;Xique Xique - Barras (PI);172
2201200008;de Fátima - Barras (PI);84
2201200009;Pedrinhas - Barras (PI);95
2201200010;Santinho - Barras (PI);320
2201200011;Vila França - Barras (PI);76
2201200012;Galdinal - Barras (PI);58
2201200013;São Cristóvão - Barras (PI);167
2201200014;Floresta - Barras (PI);37
2201200015;Residencial São Francisco - Barras (PI);18
2201903001;Centro - Bom Jesus (PI);147
2201903002;Miramar - Bom Jesus (PI);118
2201903003;Rodoviária - Bom Jesus (PI);22
2201903004;Morro do Frei - Bom Jesus (PI);36
2201903005;São Pedro - Bom Jesus (PI);126
2201903006;Penitenciária - Bom Jesus (PI);45
2201903007;Aeroporto - Bom Jesus (PI);76
2201903008;Hugo Piauilino - Bom Jesus (PI);42
2201903009;Josué Parente - Bom Jesus (PI);38
2201903010;Vicente Brandão - Bom Jesus (PI);28
2202208001;Centro - Campo Maior (PI);752
2202208002;Nossa Senhora de Lourdes - Campo Maior (PI);134
2202208003;São João - Campo Maior (PI);217
2202208004;Recreio - Campo Maior (PI);92
2202208005;Santa Rita - Campo Maior (PI);54
2202208006;Flores - Campo Maior (PI);33
2202208007;Evereste - Campo Maior (PI);43
2202208008;Alto da Olaria - Campo Maior (PI);49
2202208009;Califórnia - Campo Maior (PI);23
2202208010;Cariri - Campo Maior (PI);168
2202208011;Santa Izabel - Campo Maior (PI);..
2202208012;Matadouro - Campo Maior (PI);119
2202208013;Estação - Campo Maior (PI);100
2202208014;Paulo VI - Campo Maior (PI);63
2202208015;Santa Cruz - Campo Maior (PI);189
2202208016;Fripisa - Campo Maior (PI);59
2202208017;Parque das Estrelas - Campo Maior (PI);37
2202208018;Nossa Senhora de Fátima - Campo Maior (PI);262
2202208019;Mucuripe - Campo Maior (PI);9
2202208020;Cidade Nova - Campo Maior (PI);135
2202208021;São Luis - Campo Maior (PI);197
2202703001;Centro - Cocal (PI);117
2202703002;Santa Luzia - Cocal (PI);167
2202703003;Dos Ulisses - Cocal (PI);59
2202703004;São Francisco - Cocal (PI);64
2202703005;São Pedro - Cocal (PI);201
2202703006;José da Cunha Frota - Cocal (PI);107
2202703007;Santa Teresinha - Cocal (PI);66
2202901001;Nova Corrente - Corrente (PI);39
2203503001;Centro - Elesbão Veloso (PI);209
2203503002;Volta - Elesbão Veloso (PI);54
2203503003;Matias - Elesbão Veloso (PI);81
2203503004;Matadouro - Elesbão Veloso (PI);99
2203503005;Sambaíba - Elesbão Veloso (PI);12
2203503006;Santa Clara - Elesbão Veloso (PI);53
2203503007;Várzea Alegre - Elesbão Veloso (PI);25
2203503008;Fátima - Elesbão Veloso (PI);223
2203503009;Eufrasino Moura - Elesbão Veloso (PI);34
2203503010;Vermelha - Elesbão Veloso (PI);35
2203503011;Piçarra - Elesbão Veloso (PI);143
2203503012;Do Fio - Elesbão Veloso (PI);80
2203503013;Cirino - Elesbão Veloso (PI);68
2203503014;Capitão Mundoco - Elesbão Veloso (PI);92
2203503015;Grota do Feijão - Elesbão Veloso (PI);24
2203909001;Centro - Floriano (PI);447
2203909002;Bosque Santa Teresinha - Floriano (PI);70
2203909003;Ibiapaba - Floriano (PI);146
2203909004;Sambaíba Velha - Floriano (PI);252
2203909005;Sambaíba Nova - Floriano (PI);209
2203909006;Cancela - Floriano (PI);84
2203909007;Catumbi - Floriano (PI);199
2203909008;Curador - Floriano (PI);172
2203909009;Pau Ferrado - Floriano (PI);133
2203909010;Caixa D'Água - Floriano (PI);242
2203909011;Manguinha - Floriano (PI);267
2203909012;Irapuã I - Floriano (PI);251
2203909013;Malária - Floriano (PI);178
2203909014;Matadouro - Floriano (PI);45
2203909015;Juá - Floriano (PI);33
2203909016;Alto da Cruz - Floriano (PI);82
2203909017;Riacho Fundo - Floriano (PI);50
2203909018;Planalto Sambaíba - Floriano (PI);39
2203909019;Vila Leão - Floriano (PI);26
2203909020;Canoas - Floriano (PI);12
2203909021;Bom Lugar - Floriano (PI);66
2203909022;Tiberão - Floriano (PI);85
2203909023;Curtume - Floriano (PI);15
2203909024;Nossa Senhora da Guia - Floriano (PI);20
2203909025;Alto da Guia - Floriano (PI);17
2203909026;Santa Rita - Floriano (PI);..
2203909027;Viazul - Floriano (PI);42
2203909028;Tamboril - Floriano (PI);96
2203909029;São Borja - Floriano (PI);55
2203909030;Meladão - Floriano (PI);38
2203909031;Campo Velho - Floriano (PI);32
2203909032;Morro do Tiro - Floriano (PI);30
2203909033;Hermes Pacheco - Floriano (PI);24
