"Tabela 2031 - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência por posição na ocupação e categoria do emprego no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade ocupadas na semana de referência (Pessoas)"
"Cód.","Município","Ano x Posição na ocupação e categoria do emprego no trabalho principal"
"Cód.","Município","2010"
"Cód.","Município","Total","Empregado - com carteira de trabalho assinada","Empregado - militar e funcionário público estatutário","Empregado - outro sem carteira de trabalho assinada","Não remunerado em ajuda a membro do domicílio","Trabalhador na produção para o próprio consumo","Empregador","Conta própria"
"4113502","Loanda (PR)","11035","4880","436","2441","267","122","387","2502"
"4113601","Lobato (PR)","2350","1287","159","376","3","37","47","441"
"4113700","Londrina (PR)","261930","146415","10244","37862","3358","1272","10172","52608"
"4113734","Luiziana (PR)","3264","1139","207","906","116","221","21","654"
"4113759","Lunardelli (PR)","2596","554","107","910","30","291","41","662"
"4113809","Lupionópolis (PR)","2298","1168","79","556","89","49","26","332"
"4113908","Mallet (PR)","6594","2029","198","981","128","610","147","2501"
"4114005","Mamborê (PR)","6354","2277","175","1380","232","322","161","1806"
"4114104","Mandaguaçu (PR)","10038","5949","419","1733","57","111","170","1599"
"4114203","Mandaguari (PR)","17487","9128","405","3498","316","173","660","3307"
"4114302","Mandirituba (PR)","10946","4130","502","1527","105","865","48","3770"
"4114351","Manfrinópolis (PR)","1698","304","69","277","251","278","-","519"
"4114401","Mangueirinha (PR)","8065","2529","575","1819","339","775","187","1841"
"4114500","Manoel Ribas (PR)","7425","1422","264","1879","319","336","259","2945"
"4114609","Marechal Cândido Rondon (PR)","26594","12918","971","3657","313","794","1312","6630"
"4114708","Maria Helena (PR)","3068","1098","150","904","44","110","52","709"
"4114807","Marialva (PR)","17301","7526","484","4239","72","89","651","4240"
"4114906","Marilândia do Sul (PR)","4190","1438","47","1352","120","150","37","1046"
"4115002","Marilena (PR)","3288","1414","50","1000","23","89","33","679"
"4115101","Mariluz (PR)","4399","1829","197","1048","96","127","66","1036"
"4115200","Maringá (PR)","195136","105153","10731","26599","1570","387","10565","40131"
"4115309","Mariópolis (PR)","3215","1134","96","640","274","72","94","906"
"4115358","Maripá (PR)","3498","1034","103","485","167","162","36","1510"
"4115408","Marmeleiro (PR)","7989","2377","217","1362","445","321","236","3031"
"4115457","Marquinho (PR)","2973","281","80","620","241","722","5","1023"
"4115507","Marumbi (PR)","2627","1277","21","768","74","90","7","391"
"4115606","Matelândia (PR)","8590","3412","403","1634","343","120","101","2577"
"4115705","Matinhos (PR)","14107","5047","1326","2683","268","115","581","4086"
"4115739","Mato Rico (PR)","2234","312","88","487","370","592","3","382"
"4115754","Mauá da Serra (PR)","3672","1809","25","914","65","144","54","662"
"4115804","Medianeira (PR)","23796","12122","877","3917","381","264","1095","5140"
"4115853","Mercedes (PR)","2945","881","154","391","34","369","46","1069"
"4115903","Mirador (PR)","910","489","100","194","7","4","-","115"
"4116000","Miraselva (PR)","949","549","5","202","-","16","6","170"
"4116059","Missal (PR)","5519","1659","336","934","170","568","176","1675"
"4116109","Moreira Sales (PR)","5809","2377","409","1381","144","392","74","1032"
"4116208","Morretes (PR)","7172","2771","138","1265","229","529","101","2140"
"4116307","Munhoz de Melo (PR)","1961","806","116","517","-","39","6","477"
"4116406","Nossa Senhora das Graças (PR)","1816","1221","38","273","3","32","26","224"
"4116505","Nova Aliança do Ivaí (PR)","701","311","94","174","5","21","11","84"
"4116604","Nova América da Colina (PR)","1636","772","25","553","8","27","15","236"
"4116703","Nova Aurora (PR)","5808","2094","175","1330","171","356","138","1544"
"4116802","Nova Cantu (PR)","3644","777","10","1075","282","153","47","1300"
"4116901","Nova Esperança (PR)","13785","6046","712","3135","60","209","448","3175"
"4116950","Nova Esperança do Sudoeste (PR)","3130","862","183","550","255","408","27","846"
"4117008","Nova Fátima (PR)","3903","1413","144","1326","60","119","156","686"
"4117057","Nova Laranjeiras (PR)","5732","750","161","1094","364","1192","62","2108"
"4117107","Nova Londrina (PR)","6711","2967","385","1606","160","128","319","1147"
"4117206","Nova Olímpia (PR)","3032","1284","158","793","65","75","43","614"
"4117214","Nova Santa Bárbara (PR)","1667","380","123","654","2","45","18","445"
"4117222","Nova Santa Rosa (PR)","4814","1363","168","954","296","170","104","1759"
"4117255","Nova Prata do Iguaçu (PR)","6169","1462","269","1322","120","771","184","2041"
"4117271","Nova Tebas (PR)","3827","653","77","852","331","643","74","1197"
"4117297","Novo Itacolomi (PR)","1539","352","38","418","73","38","10","609"
"4117305","Ortigueira (PR)","11600","2860","180","2701","1227","1604","124","2903"
"4117404","Ourizona (PR)","1789","915","85","422","29","15","24","299"
"4117453","Ouro Verde do Oeste (PR)","2799","1496","20","506","101","38","10","629"
"4117503","Paiçandu (PR)","18656","11722","651","2620","37","130","216","3279"
"4117602","Palmas (PR)","18718","10245","468","3623","508","291","394","3189"
"4117701","Palmeira (PR)","15168","5366","985","2441","327","1687","342","4020"
"4117800","Palmital (PR)","7562","1505","169","1984","482","832","121","2468"
"4117909","Palotina (PR)","16724","7865","725","3027","561","408","377","3761"
"4118006","Paraíso do Norte (PR)","6330","3828","215","1085","70","75","276","779"
"4118105","Paranacity (PR)","5021","3030","196","863","28","12","4","888"
"4118204","Paranaguá (PR)","60828","33490","2050","10403","813","688","1250","12134"
"4118303","Paranapoema (PR)","1334","809","55","292","27","-","7","144"
"4118402","Paranavaí (PR)","41266","18799","1782","8440","666","346","1973","9259"
"4118451","Pato Bragado (PR)","2907","1294","220","359","76","43","75","838"
"4118501","Pato Branco (PR)","38620","21674","1391","5368","584","376","1235","7993"
"4118600","Paula Freitas (PR)","2268","759","30","599","31","309","33","507"
"4118709","Paulo Frontin (PR)","3754","723","33","522","62","540","57","1816"
"4118808","Peabiru (PR)","6259","2920","133","1168","39","116","83","1800"
"4118857","Perobal (PR)","2791","1360","137","566","12","274","19","423"
"4118907","Pérola (PR)","5868","2728","118","1281","51","56","165","1467"
"4119004","Pérola d'Oeste (PR)","4151","650","259","582","141","145","82","2293"
"4119103","Piên (PR)","6113","2284","105","713","286","315","52","2359"
"4119152","Pinhais (PR)","58737","37264","1798","7412","574","87","1161","10442"
"4119202","Pinhalão (PR)","3183","612","90","1100","173","71","55","1083"
"4119251","Pinhal de São Bento (PR)","1553","254","99","233","88","49","18","814"
"4119301","Pinhão (PR)","15245","4683","360","3705","661","2358","238","3241"
"4119400","Piraí do Sul (PR)","9147","4170","107","2486","142","377","160","1705"
"4119509","Piraquara (PR)","41804","25367","1499","6609","644","217","413","7055"
"4119608","Pitanga (PR)","17465","4464","417","3731","617","1840","610","5786"
"4119657","Pitangueiras (PR)","1524","652","96","398","30","-","5","343"
"4119707","Planaltina do Paraná (PR)","2062","660","160","705","14","59","31","433"
"4119806","Planalto (PR)","8599","1700","370","1318","408","948","127","3729"
"4119905","Ponta Grossa (PR)","139096","80625","5164","18820","1078","1144","4499","27768"
"4119954","Pontal do Paraná (PR)","9545","2749","682","2251","148","68","295","3353"
"4120002","Porecatu (PR)","6889","4790","132","1050","28","87","71","731"
"4120101","Porto Amazonas (PR)","2244","1244","50","393","61","100","73","323"
"4120150","Porto Barreiro (PR)","2336","318","3","421","102","327","3","1163"
"4120200","Porto Rico (PR)","1269","342","142","512","2","42","15","214"
"4120309","Porto Vitória (PR)","2037","782","7","442","58","153","55","540"
"4120333","Prado Ferreira (PR)","1653","985","27","277","12","19","38","295"
"4120358","Pranchita (PR)","3310","890","244","698","153","208","61","1057"
"4120408","Presidente Castelo Branco (PR)","2344","1382","197","309","13","13","27","402"
"4120507","Primeiro de Maio (PR)","4853","1958","94","1377","35","62","82","1244"
"4120606","Prudentópolis (PR)","28009","6597","514","4011","1354","3261","550","11723"
"4120655","Quarto Centenário (PR)","2226","995","67","567","21","67","13","497"
"4120705","Quatiguá (PR)","3456","1505","126","942","32","40","69","742"
"4120804","Quatro Barras (PR)","9942","5951","667","1493","101","130","103","1498"
"4120853","Quatro Pontes (PR)","2249","804","157","306","75","47","42","819"
"4120903","Quedas do Iguaçu (PR)","15347","5332","482","2475","488","2581","248","3742"
"4121000","Querência do Norte (PR)","6154","1386","291","1669","277","408","141","1981"
"4121109","Quinta do Sol (PR)","2648","1201","97","657","45","195","74","380"
"4121208","Quitandinha (PR)","7571","1985","222","1144","119","622","78","3400"
"4121257","Ramilândia (PR)","1781","678","28","291","17","113","11","644"
"4121307","Rancho Alegre (PR)","1833","787","5","444","44","156","86","310"
"4121356","Rancho Alegre D'Oeste (PR)","1310","427","106","329","30","41","28","348"
"4121406","Realeza (PR)","9275","3274","333","2415","205","356","413","2279"
"4121505","Rebouças (PR)","6452","1818","149","1140","265","750","65","2265"
"4121604","Renascença (PR)","4061","880","161","745","345","316","98","1515"
"4121703","Reserva (PR)","11165","3625","60","3349","1079","407","106","2540"
"4121752","Reserva do Iguaçu (PR)","2990","1127","108","599","45","299","68","743"
"4121802","Ribeirão Claro (PR)","4775","2352","87","1043","46","146","113","987"
"4121901","Ribeirão do Pinhal (PR)","6370","2252","109","2153","153","455","210","1039"
"4122008","Rio Azul (PR)","7860","1314","274","1016","464","789","82","3920"
"4122107","Rio Bom (PR)","1531","585","15","334","29","14","-","555"
"4122156","Rio Bonito do Iguaçu (PR)","8103","1072","48","888","1259","1226","56","3555"
"4122172","Rio Branco do Ivaí (PR)","1793","456","158","485","174","185","24","310"
"4122206","Rio Branco do Sul (PR)","13962","7371","122","2359","447","351","114","3198"
"4122305","Rio Negro (PR)","15109","7474","581","1895","114","500","378","4166"
"4122404","Rolândia (PR)","30817","19385","570","4093","218","159","698","5694"
"4122503","Roncador (PR)","5768","1482","127","1647","403","812","104","1193"
"4122602","Rondon (PR)","5039","2770","128","1191","45","52","139","715"
"4122651","Rosário do Ivaí (PR)","2619","574","86","638","127","557","-","638"
"4122701","Sabáudia (PR)","3344","1565","81","748","57","156","53","684"
"4122800","Salgado Filho (PR)","2510","421","185","455","25","153","48","1222"
"4122909","Salto do Itararé (PR)","2760","739","70","690","108","333","27","791"
"4123006","Salto do Lontra (PR)","7660","2637","183","1252","594","294","72","2629"
"4123105","Santa Amélia (PR)","1713","731","32","478","3","36","28","406"
"4123204","Santa Cecília do Pavão (PR)","1669","605","17","445","44","30","11","517"
"4123303","Santa Cruz de Monte Castelo (PR)","4636","1392","213","1436","183","180","104","1129"
"4123402","Santa Fé (PR)","5705","2710","264","1400","22","63","129","1117"
"4123501","Santa Helena (PR)","12977","4694","542","2222","350","762","401","4007"
"4123600","Santa Inês (PR)","811","420","43","205","5","12","7","119"
"4123709","Santa Isabel do Ivaí (PR)","4459","1703","172","1256","83","107","119","1019"
"4123808","Santa Izabel do Oeste (PR)","6107","1735","347","1288","35","356","53","2294"
"4123824","Santa Lúcia (PR)","2066","495","216","544","14","91","9","697"
"4123857","Santa Maria do Oeste (PR)","5561","931","62","1398","318","843","10","1999"
"4123907","Santa Mariana (PR)","5588","2688","135","1286","146","218","112","1003"
"4123956","Santa Mônica (PR)","1850","558","221","324","46","38","22","641"
"4124004","Santana do Itararé (PR)","2114","526","82","665","69","112","17","644"
"4124020","Santa Tereza do Oeste (PR)","5021","2581","156","1117","30","82","90","964"
"4124053","Santa Terezinha de Itaipu (PR)","10229","4236","436","2454","130","274","259","2442"
"4124103","Santo Antônio da Platina (PR)","20660","10893","434","3943","163","274","660","4294"
"4124202","Santo Antônio do Caiuá (PR)","1169","716","62","280","-","39","3","69"
"4124301","Santo Antônio do Paraíso (PR)","1046","408","62","250","40","8","17","261"
"4124400","Santo Antônio do Sudoeste (PR)","9349","2950","406","2240","398","440","206","2709"
"4124509","Santo Inácio (PR)","2649","1202","202","495","16","37","99","599"
"4124608","São Carlos do Ivaí (PR)","3130","1749","28","847","3","3","37","462"
"4124707","São Jerônimo da Serra (PR)","4688","991","71","1431","119","323","46","1706"
"4124806","São João (PR)","5469","1761","316","1071","244","297","130","1648"
"4124905","São João do Caiuá (PR)","2539","1267","167","625","11","67","67","334"
"4125001","São João do Ivaí (PR)","5431","2046","265","1608","149","228","103","1031"
"4125100","São João do Triunfo (PR)","6813","1135","105","1324","314","673","62","3200"
"4125209","São Jorge d'Oeste (PR)","5069","1923","13","888","91","375","98","1680"
"4125308","São Jorge do Ivaí (PR)","2792","1245","120","663","12","28","42","682"
"4125357","São Jorge do Patrocínio (PR)","3644","1188","40","1231","38","92","49","1006"
"4125407","São José da Boa Vista (PR)","3233","807","81","943","151","219","56","975"
"4125456","São José das Palmeiras (PR)","1833","669","65","377","56","39","33","594"
"4125506","São José dos Pinhais (PR)","139494","86951","4717","15121","1567","937","2652","27549"
"4125555","São Manoel do Paraná (PR)","1156","380","186","314","12","59","15","191"
"4125605","São Mateus do Sul (PR)","20603","8678","517","2973","800","1589","350","5695"
"4125704","São Miguel do Iguaçu (PR)","12788","4916","425","2599","295","761","451","3340"
"4125753","São Pedro do Iguaçu (PR)","3233","1227","27","693","342","130","15","800"
"4125803","São Pedro do Ivaí (PR)","5472","3110","51","1014","285","5","98","908"
"4125902","São Pedro do Paraná (PR)","1186","543","22","348","11","8","21","232"
"4126009","São Sebastião da Amoreira (PR)","3928","1900","137","1060","21","77","35","698"
"4126108","São Tomé (PR)","2774","1555","288","410","29","16","12","465"
"4126207","Sapopema (PR)","3474","918","174","1001","120","481","50","730"
"4126256","Sarandi (PR)","40797","25125","625","6502","345","191","296","7712"
"4126272","Saudade do Iguaçu (PR)","2716","797","88","723","178","261","83","585"
"4126306","Sengés (PR)","7244","3541","310","1530","227","579","139","918"
"4126355","Serranópolis do Iguaçu (PR)","3003","674","173","440","19","280","72","1344"
"4126405","Sertaneja (PR)","2721","1286","44","768","7","6","109","501"
"4126504","Sertanópolis (PR)","7971","4227","78","1604","53","76","133","1799"
"4126603","Siqueira Campos (PR)","9076","4622","257","1802","20","112","250","2014"
"4126652","Sulina (PR)","1583","290","95","419","-","86","-","693"
"4126678","Tamarana (PR)","5599","1560","172","1932","77","407","79","1371"
"4126702","Tamboara (PR)","2337","1173","108","575","4","36","37","404"
"4126801","Tapejara (PR)","6713","4365","96","1070","60","20","107","994"
"4126900","Tapira (PR)","3154","957","233","841","68","289","94","671"
"4127007","Teixeira Soares (PR)","4859","1445","248","615","255","467","34","1795"
"4127106","Telêmaco Borba (PR)","29510","19193","801","3825","131","476","678","4406"
"4127205","Terra Boa (PR)","8547","5084","210","1548","33","125","237","1309"
"4127304","Terra Rica (PR)","7614","3577","363","1693","119","169","202","1491"
"4127403","Terra Roxa (PR)","9532","3963","392","1926","220","570","207","2254"
"4127502","Tibagi (PR)","7824","3387","187","2003","157","518","109","1462"
"4127601","Tijucas do Sul (PR)","7287","2314","201","1454","106","875","63","2273"
"4127700","Toledo (PR)","66967","37763","2563","8437","1346","1260","2538","13060"
"4127809","Tomazina (PR)","4531","1181","137","1384","217","314","46","1253"
"4127858","Três Barras do Paraná (PR)","6579","948","363","1528","228","719","74","2721"
"4127882","Tunas do Paraná (PR)","2414","1444","171","305","4","97","22","370"
"4127908","Tuneiras do Oeste (PR)","3947","1790","51","1126","4","29","1","947"
"4127957","Tupãssi (PR)","4328","1214","107","1111","184","262","32","1418"
"4127965","Turvo (PR)","6559","2159","143","1819","400","533","133","1371"
"4128005","Ubiratã (PR)","10243","3531","316","3305","194","315","279","2305"
"4128104","Umuarama (PR)","52659","27539","1424","9600","524","389","1571","11612"
"4128203","União da Vitória (PR)","24070","12470","1217","4109","253","522","720","4780"
"4128302","Uniflor (PR)","1297","592","228","247","3","15","14","197"
"4128401","Uraí (PR)","5530","2427","69","1459","72","127","93","1283"
"4128500","Wenceslau Braz (PR)","8741","2792","358","2488","158","512","234","2199"
"4128534","Ventania (PR)","4208","2121","63","708","168","374","102","672"
"4128559","Vera Cruz do Oeste (PR)","4051","1423","89","898","56","364","94","1127"
"4128609","Verê (PR)","4517","1085","75","943","419","324","77","1595"
"4128625","Alto Paraíso (PR)","1145","302","249","309","11","23","18","233"
"4128633","Doutor Ulysses (PR)","2399","482","165","461","9","441","6","835"
"4128658","Virmond (PR)","2258","418","93","389","195","194","54","916"
"4128708","Vitorino (PR)","3318","1242","114","563","127","157","45","1070"
"4128807","Xambrê (PR)","2789","1137","68","870","3","121","15","574"
"4200051","Abdon Batista (SC)","1096","156","88","178","46","58","35","536"
"4200101","Abelardo Luz (SC)","8738","2838","362","1408","580","1190","121","2239"
"4200200","Agrolândia (SC)","5593","2946","106","545","97","353","158","1388"
"4200309","Agronômica (SC)","3022","1128","109","111","32","132","58","1451"
"4200408","Água Doce (SC)","3778","1389","206","494","77","521","77","1014"
"4200507","Águas de Chapecó (SC)","3402","1206","134","326","98","400","42","1196"
"4200556","Águas Frias (SC)","1403","348","79","180","5","51","17","723"
"4200606","Águas Mornas (SC)","3720","1144","183","511","271","96","36","1478"
"4200705","Alfredo Wagner (SC)","5257","1091","267","571","205","821","92","2209"
"4200754","Alto Bela Vista (SC)","1240","323","20","100","8","264","8","518"
"4200804","Anchieta (SC)","3846","752","207","922","299","230","122","1315"
"4200903","Angelina (SC)","3100","679","195","255","71","770","106","1025"
"4201000","Anita Garibaldi (SC)","4665","1209","404","626","181","1074","78","1093"
"4201109","Anitápolis (SC)","1984","429","45","311","73","172","-","953"
"4201208","Antônio Carlos (SC)","4235","1548","181","353","95","122","67","1869"
"4201257","Apiúna (SC)","6117","3189","241","338","260","507","156","1426"
"4201273","Arabutã (SC)","2958","614","118","273","40","649","67","1197"
"4201307","Araquari (SC)","12063","7723","154","1288","161","274","232","2230"
"4201406","Araranguá (SC)","33356","16240","1263","5706","424","810","1274","7639"
"4201505","Armazém (SC)","4694","2190","67","624","203","136","181","1293"
"4201604","Arroio Trinta (SC)","2174","843","111","293","8","104","69","745"
"4201653","Arvoredo (SC)","1608","307","119","231","32","50","17","853"
"4201703","Ascurra (SC)","4235","2945","118","191","18","43","94","826"
"4201802","Atalanta (SC)","2111","699","44","132","48","314","62","812"
"4201901","Aurora (SC)","3455","863","77","457","106","364","13","1574"
"4201950","Balneário Arroio do Silva (SC)","4272","1559","165","654","73","151","81","1589"
"4202008","Balneário Camboriú (SC)","61112","31408","2621","6531","614","154","3597","16186"
"4202057","Balneário Barra do Sul (SC)","3368","1077","236","618","47","51","105","1233"
"4202073","Balneário Gaivota (SC)","3885","1225","260","736","63","89","146","1366"
"4202081","Bandeirante (SC)","1632","386","9","339","207","40","8","643"
"4202099","Barra Bonita (SC)","1166","146","48","117","11","98","-","746"
"4202107","Barra Velha (SC)","10309","4430","391","1582","132","89","323","3361"
"4202131","Bela Vista do Toldo (SC)","2928","478","18","488","74","496","10","1363"
"4202156","Belmonte (SC)","1653","285","117","198","395","50","18","589"
"4202206","Benedito Novo (SC)","5907","3832","74","457","80","369","61","1033"
"4202305","Biguaçu (SC)","29643","17513","1474","4130","263","253","463","5548"
"4202404","Blumenau (SC)","180938","123107","5523","12146","993","769","6400","32000"
"4202438","Bocaina do Sul (SC)","1511","317","212","304","16","101","23","537"
"4202453","Bombinhas (SC)","7368","3085","520","1306","42","26","384","2005"
"4202503","Bom Jardim da Serra (SC)","1966","678","156","418","33","75","43","563"
"4202537","Bom Jesus (SC)","1282","598","22","181","14","105","6","356"
"4202578","Bom Jesus do Oeste (SC)","1502","158","100","109","123","121","27","863"
"4202602","Bom Retiro (SC)","4738","1973","268","957","124","199","101","1117"
"4202701","Botuverá (SC)","2860","1580","29","217","38","175","75","747"
"4202800","Braço do Norte (SC)","17039","9684","226","2411","178","199","637","3705"
"4202859","Braço do Trombudo (SC)","2181","1070","69","202","49","119","39","634"
"4202875","Brunópolis (SC)","1457","270","77","178","72","223","9","629"
"4202909","Brusque (SC)","63247","43389","757","4519","383","523","2366","11310"
"4203006","Caçador (SC)","33920","22155","1492","3121","308","595","840","5408"
"4203105","Caibi (SC)","4028","1109","88","655","205","206","89","1677"
"4203154","Calmon (SC)","1568","610","165","318","98","79","23","275"
"4203204","Camboriú (SC)","32613","19614","1069","4086","420","115","764","6545"
"4203253","Capão Alto (SC)","1434","494","103","225","31","219","15","347"
"4203303","Campo Alegre (SC)","6184","2708","165","1078","63","326","108","1736"
"4203402","Campo Belo do Sul (SC)","3850","960","148","1025","79","450","43","1146"
"4203501","Campo Erê (SC)","4971","1141","499","1035","164","299","140","1693"
"4203600","Campos Novos (SC)","16276","7559","993","2891","176","429","717","3511"
"4203709","Canelinha (SC)","4866","2660","92","751","9","66","55","1232"
"4203808","Canoinhas (SC)","24736","12257","688","3576","338","772","637","6468"
"4203907","Capinzal (SC)","11099","7183","250","1324","23","192","247","1880"
"4203956","Capivari de Baixo (SC)","10811","6669","710","1398","118","103","151","1662"
"4204004","Catanduvas (SC)","4752","2808","163","805","13","39","157","767"
"4204103","Caxambu do Sul (SC)","2871","622","98","572","199","173","9","1198"
"4204152","Celso Ramos (SC)","1393","259","188","141","43","236","24","502"
"4204178","Cerro Negro (SC)","1877","239","127","282","91","490","17","630"
"4204194","Chapadão do Lageado (SC)","1779","181","96","113","243","189","1","956"
"4204202","Chapecó (SC)","104753","64259","4800","10608","1653","1041","3879","18512"
"4204251","Cocal do Sul (SC)","8095","4964","139","991","92","249","336","1323"
"4204301","Concórdia (SC)","40689","21731","1208","3920","663","2206","1630","9330"
"4204350","Cordilheira Alta (SC)","2225","1059","105","175","32","38","57","759"
"4204400","Coronel Freitas (SC)","6022","2391","114","793","69","73","27","2554"
"4204459","Coronel Martins (SC)","1240","206","56","208","65","128","3","573"
"4204509","Corupá (SC)","7592","4378","23","776","140","230","155","1889"
"4204558","Correia Pinto (SC)","6264","3148","273","970","130","396","87","1260"
"4204608","Criciúma (SC)","103116","62544","3131","13136","1162","990","4555","17599"
"4204707","Cunha Porã (SC)","7060","2222","289","913","384","416","99","2736"
"4204756","Cunhataí (SC)","1375","271","68","123","397","45","24","446"
"4204806","Curitibanos (SC)","16927","8286","914","3475","165","561","440","3085"
"4204905","Descanso (SC)","5830","1269","281","618","544","367","155","2595"
"4205001","Dionísio Cerqueira (SC)","6761","1791","372","1449","355","463","63","2266"
"4205100","Dona Emma (SC)","2534","922","91","274","65","135","83","964"
"4205159","Doutor Pedrinho (SC)","1955","1154","105","97","17","34","122","426"
"4205175","Entre Rios (SC)","1468","396","183","170","42","110","2","564"
"4205191","Ermo (SC)","1185","250","95","258","95","89","14","383"
"4205209","Erval Velho (SC)","2146","968","108","238","12","69","79","672"
"4205308","Faxinal dos Guedes (SC)","5588","3159","68","731","66","116","195","1252"
"4205357","Flor do Sertão (SC)","1103","135","95","125","19","228","10","492"
"4205407","Florianópolis (SC)","229002","121880","23807","25477","2601","636","9334","45267"
"4205431","Formosa do Sul (SC)","1417","281","95","178","64","47","2","750"
"4205456","Forquilhinha (SC)","12845","7881","28","1660","165","411","68","2632"
"4205506","Fraiburgo (SC)","15676","10213","602","1606","110","339","574","2231"
"4205555","Frei Rogério (SC)","1171","128","203","148","213","93","3","384"
"4205605","Galvão (SC)","1804","346","210","237","125","66","21","799"
"4205704","Garopaba (SC)","8931","3516","417","1583","103","251","382","2678"
"4205803","Garuva (SC)","7684","3844","279","1419","75","267","251","1548"
"4205902","Gaspar (SC)","33527","20409","482","3755","202","384","1145","7150"
"4206009","Governador Celso Ramos (SC)","6725","3569","380","919","23","140","172","1522"
"4206108","Grão-Pará (SC)","4096","1244","169","368","175","147","359","1633"
"4206207","Gravatal (SC)","5588","3272","189","864","30","158","189","885"
"4206306","Guabiruba (SC)","10511","6686","147","1554","36","211","251","1626"
"4206405","Guaraciaba (SC)","7047","1861","250","1126","385","543","199","2683"
"4206504","Guaramirim (SC)","17606","12657","76","1426","147","485","335","2481"
"4206603","Guarujá do Sul (SC)","2823","784","188","612","140","64","89","945"
"4206652","Guatambú (SC)","2473","1055","92","417","53","69","17","771"
"4206702","Herval d'Oeste (SC)","11049","6992","420","963","60","214","239","2162"
"4206751","Ibiam (SC)","1157","302","49","143","46","50","24","543"
"4206801","Ibicaré (SC)","1818","607","87","207","71","119","64","661"
"4206900","Ibirama (SC)","10183","5794","563","1144","11","421","490","1761"
"4207007","Içara (SC)","30449","16923","550","4117","391","845","860","6762"
"4207106","Ilhota (SC)","6797","3806","207","1003","87","225","163","1306"
"4207205","Imaruí (SC)","4538","1412","225","716","457","354","114","1260"
"4207304","Imbituba (SC)","18448","8838","553","2981","186","610","781","4498"
"4207403","Imbuia (SC)","3243","552","190","729","44","214","97","1418"
"4207502","Indaial (SC)","33542","22612","667","2004","271","677","1347","5964"
"4207577","Iomerê (SC)","1650","597","101","145","28","100","8","671"
"4207601","Ipira (SC)","2979","934","65","401","184","552","83","760"
"4207650","Iporã do Oeste (SC)","5575","1659","194","562","554","158","78","2369"
"4207684","Ipuaçu (SC)","2683","1080","59","461","41","99","-","942"
"4207700","Ipumirim (SC)","4419","1872","112","329","9","98","73","1926"
"4207759","Iraceminha (SC)","2822","452","125","285","102","372","13","1472"
"4207809","Irani (SC)","5250","2246","356","775","211","192","126","1345"
"4207858","Irati (SC)","1056","314","62","176","7","13","-","485"
"4207908","Irineópolis (SC)","5619","925","300","899","89","294","100","3011"
"4208005","Itá (SC)","3854","1453","222","466","73","229","95","1316"
"4208104","Itaiópolis (SC)","10943","3112","386","1418","80","1442","153","4353"
"4208203","Itajaí (SC)","98794","58729","4063","11191","708","355","3382","20366"
"4208302","Itapema (SC)","23199","11214","533","3614","159","87","1283","6310"
"4208401","Itapiranga (SC)","9249","4471","370","954","188","331","285","2650"
"4208450","Itapoá (SC)","7138","2169","555","1213","156","155","229","2660"
"4208500","Ituporanga (SC)","13690","4745","724","1462","353","407","419","5581"
"4208609","Jaborá (SC)","2463","689","43","316","97","203","34","1082"
"4208708","Jacinto Machado (SC)","5940","1728","281","913","347","620","148","1903"
"4208807","Jaguaruna (SC)","8979","4053","223","1214","170","506","182","2632"
"4208906","Jaraguá do Sul (SC)","85895","62048","1680","6096","657","922","2128","12364"
"4208955","Jardinópolis (SC)","1084","206","133","99","71","86","16","471"
"4209003","Joaçaba (SC)","15730","9066","663","1192","455","282","1268","2804"
"4209102","Joinville (SC)","277453","183272","8974","27594","2451","1393","9296","44472"
"4209151","José Boiteux (SC)","2513","768","236","177","78","283","68","903"
"4209177","Jupiá (SC)","1092","216","96","105","12","299","-","364"
"4209201","Lacerdópolis (SC)","1328","397","73","117","56","24","42","619"
"4209300","Lages (SC)","72347","38666","5014","11855","671","781","2043","13317"
"4209409","Laguna (SC)","23009","10516","1173","3886","248","1066","545","5577"
"4209458","Lajeado Grande (SC)","812","256","36","89","74","10","13","335"
"4209508","Laurentino (SC)","3706","1800","218","338","28","115","218","990"
"4209607","Lauro Müller (SC)","6575","4274","98","897","55","482","87","681"
"4209706","Lebon Régis (SC)","5387","2225","141","739","451","594","67","1171"
"4209805","Leoberto Leal (SC)","1877","169","170","152","-","174","21","1191"
"4209854","Lindóia do Sul (SC)","2849","871","87","1274","37","58","36","485"
"4209904","Lontras (SC)","6103","3387","185","460","163","335","105","1469"
"4210001","Luiz Alves (SC)","6176","3415","17","869","52","238","144","1441"
"4210035","Luzerna (SC)","3172","1717","93","355","36","96","109","766"
"4210050","Macieira (SC)","935","328","81","88","36","10","3","388"
"4210100","Mafra (SC)","28007","12619","1390","3487","661","2061","709","7079"
"4210209","Major Gercino (SC)","1897","572","167","99","117","157","14","771"
"4210308","Major Vieira (SC)","3544","738","137","566","77","341","-","1684"
"4210407","Maracajá (SC)","3419","1747","122","496","125","64","67","799"
"4210506","Maravilha (SC)","13126","6374","596","1568","258","521","550","3259"
"4210555","Marema (SC)","1279","268","36","148","-","21","16","790"
"4210605","Massaranduba (SC)","9134","4989","214","615","109","408","204","2596"
"4210704","Matos Costa (SC)","1424","329","191","261","52","325","11","253"
"4210803","Meleiro (SC)","4058","1608","65","596","112","267","46","1364"
