"Tabela 1384 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal - Universo"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Bairro","Ano x Classes de rendimento nominal mensal"
"Cód.","Bairro","2010"
"Cód.","Bairro","Total","Até 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 20 salários mínimos","Mais de 20 salários mínimos","Sem rendimento","Sem declaração"
"3530300009","São José - Mirassol (SP)","5865","139","977","1849","1021","209","46","13","1611","-"
"3530300010","Portal - Mirassol (SP)","2568","40","406","766","491","67","8","-","790","-"
"3530300011","São Pedro - Mirassol (SP)","824","13","89","226","164","34","9","3","286","-"
"3530300012","Colina - Mirassol (SP)","165","3","31","38","19","-","-","-","74","-"
"3530300013","Centro - Mirassol (SP)","4433","36","603","915","1028","427","105","31","1288","-"
"3530508001","Chácara São Domingos - Mococa (SP)","3657","28","419","682","812","245","49","11","1411","-"
"3530508002","Distrito Industrial I - Mococa (SP)","32","3","5","7","6","1","-","-","10","-"
"3530508003","Santa Cecília - Mococa (SP)","758","12","156","225","130","10","2","2","221","-"
"3530508004","Jardim São Francisco - Mococa (SP)","448","14","118","119","56","5","-","1","135","-"
"3530508005","Mocoquinha - Mococa (SP)","1386","22","310","369","194","40","2","-","449","-"
"3530508006","Vila Naufel - Mococa (SP)","421","5","43","98","89","34","7","1","144","-"
"3530508007","Descanso - Mococa (SP)","595","19","144","151","81","25","3","-","172","-"
"3530508008","Braz - Mococa (SP)","419","1","75","81","106","43","5","-","108","-"
"3530508009","Aparecida - Mococa (SP)","569","5","36","138","149","42","10","6","183","-"
"3530508010","Jardim Santa Clara - Mococa (SP)","1000","10","215","255","167","25","2","-","326","-"
"3530508011","Vila Carvalho - Mococa (SP)","1813","41","451","457","211","21","-","-","632","-"
"3530508012","Vila Quintino - Mococa (SP)","336","-","13","49","80","44","14","4","132","-"
"3530508013","Jardim Chico Piscina - Mococa (SP)","709","3","60","154","148","65","12","2","265","-"
"3530508014","Jardim Lavínia - Mococa (SP)","643","4","49","112","143","89","38","8","200","-"
"3530508015","Chácara Bela Vista - Mococa (SP)","59","-","3","13","10","10","4","1","18","-"
"3530508016","Conjunto Habitacional Doutor Gilberto Rossetti - Mococa (SP)","5356","171","979","1575","666","52","2","-","1911","-"
"3530508017","Vila Santa Rosa - Mococa (SP)","6400","298","1575","1563","513","48","7","2","2394","-"
"3530508018","Gatolândia - Mococa (SP)","1353","79","309","359","104","5","-","-","497","-"
"3530508019","Distrito Industrial II - Mococa (SP)","259","-","6","6","-","-","-","-","247","-"
"3530508020","Jardim Primavera - Mococa (SP)","612","29","116","176","56","7","-","-","228","-"
"3530508021","Jardim Morro Azul - Mococa (SP)","772","5","86","75","163","91","30","17","305","-"
"3530508022","Vila Lambari - Mococa (SP)","1154","25","282","273","151","19","-","-","404","-"
"3530508023","Vila Mariana - Mococa (SP)","1173","14","215","255","251","75","21","5","337","-"
"3530508024","Cecap - Mococa (SP)","718","12","119","210","154","27","5","1","190","-"
"3530508025","Jardim Alvorada - Mococa (SP)","1798","18","259","461","325","79","8","-","648","-"
"3530508026","Conjunto Habitacional Doutor Gabriel do O - Mococa (SP)","1579","29","295","444","303","32","-","-","476","-"
"3530508027","Centro - Mococa (SP)","2162","18","288","379","509","237","61","19","651","-"
"3530508028","Conjunto Habitacional Nene Pereira Lima - Mococa (SP)","1725","27","308","523","185","8","-","-","674","-"
"3530508029","Jardim São Luiz - Mococa (SP)","341","3","22","55","76","44","12","4","125","-"
"3530508030","Jardim Santa Maria - Mococa (SP)","522","2","40","121","113","52","10","2","182","-"
"3530508031","Conjunto Habitacional Ary Estevão - Mococa (SP)","228","7","23","52","22","1","-","-","123","-"
"3530508032","Chácaras do Vale - Mococa (SP)","200","1","35","25","41","16","8","-","74","-"
"3533403001","Região Administrativa 01 - Nova Odessa (SP)","547","4","52","101","83","36","7","1","263","-"
"3533403002","Região Administrativa 02 - Nova Odessa (SP)","161","2","10","16","27","16","2","1","87","-"
"3533403003","Região Administrativa 03 - Nova Odessa (SP)","1591","12","149","505","325","44","4","-","552","-"
"3533403004","Região Administrativa 04 - Nova Odessa (SP)","105","-","3","10","21","19","5","2","45","-"
"3533403005","Região Administrativa 05 - Nova Odessa (SP)","2223","23","244","651","504","77","8","-","716","-"
"3533403006","Região Administrativa 06 - Nova Odessa (SP)","5631","77","584","1653","1066","111","9","4","2127","-"
"3533403007","Região Administrativa 07 - Nova Odessa (SP)","1826","22","138","600","404","28","2","-","632","-"
"3533403008","Região Administrativa 08 - Nova Odessa (SP)","5345","102","552","1627","1142","105","3","-","1814","-"
"3533403009","Região Administrativa 09 - Nova Odessa (SP)","2158","15","235","604","503","135","26","-","640","-"
"3533403010","Região Administrativa 10 - Nova Odessa (SP)","7780","83","796","1987","2017","588","117","14","2178","-"
"3533403011","Região Administrativa 11 - Nova Odessa (SP)","2835","33","301","786","677","131","15","5","887","-"
"3533403012","Região Administrativa 12 - Nova Odessa (SP)","1421","19","140","366","306","96","18","3","473","-"
"3533403013","Região Administrativa 13 - Nova Odessa (SP)","1019","12","166","287","164","12","3","1","374","-"
"3533403014","Região Administrativa 14 - Nova Odessa (SP)","2309","33","277","643","514","102","14","4","722","-"
"3533403015","Região Administrativa 15 - Nova Odessa (SP)","3825","53","497","1110","736","86","10","3","1330","-"
"3533403016","Região Administrativa 16 - Nova Odessa (SP)","4752","35","457","1172","1157","355","53","4","1519","-"
"3533403017","Região Administrativa 17 - Nova Odessa (SP)","456","5","107","105","64","9","1","-","165","-"
"3534401001","Jardim das Flores - Osasco (SP)","9602","29","973","2053","2389","886","199","32","3041","-"
"3534401002","Km 18 - Osasco (SP)","11191","46","1123","2385","2792","1002","236","37","3570","-"
"3534401003","Centro - Osasco (SP)","10461","32","724","1610","2488","1723","744","177","2963","-"
"3534401004","Vila Osasco - Osasco (SP)","9377","47","819","1869","2278","1138","459","100","2667","-"
"3534401005","Industrial Centro - Osasco (SP)","34","-","3","4","9","2","-","-","16","-"
"3534401006","Cipava - Osasco (SP)","9004","50","1158","2289","2101","539","95","6","2766","-"
"3534401007","Vila Yolanda - Osasco (SP)","12943","81","1635","3257","2684","672","90","15","4509","-"
"3534401008","Pestana - Osasco (SP)","11880","72","1230","2907","2918","758","149","23","3823","-"
"3534401009","Setor Militar - Osasco (SP)","194","6","22","38","6","1","-","-","121","-"
"3534401010","Bonfim - Osasco (SP)","1338","3","83","268","308","118","18","5","535","-"
"3534401011","Presidente Altino - Osasco (SP)","8449","48","625","1812","1826","737","169","28","3204","-"
"3534401012","Industrial Autonomistas - Osasco (SP)","5836","16","159","628","1633","1438","446","49","1467","-"
"3534401013","Parque Continental - Osasco (SP)","398","2","7","42","69","103","56","15","104","-"
"3534401014","Vila Campesina - Osasco (SP)","2337","5","100","340","553","396","172","34","737","-"
"3534401015","Cidade de Deus - Osasco (SP)","283","3","9","78","75","21","8","5","84","-"
"3534401016","Piratininga - Osasco (SP)","10514","165","1229","2572","1816","747","135","17","3833","-"
"3534401017","Rochale - Osasco (SP)","24612","273","3219","6765","3959","702","97","16","9581","-"
"3534401018","Vila Yara - Osasco (SP)","8657","26","620","1392","2125","1244","664","241","2345","-"
"3534401019","Bela Vista - Osasco (SP)","11896","41","1124","2723","2993","911","251","40","3813","-"
"3534401020","Jardim Roberto - Osasco (SP)","16796","186","1714","4512","2917","619","81","5","6762","-"
"3534401021","Iapi - Osasco (SP)","12105","80","981","2827","2834","1032","242","26","4083","-"
"3534401022","Ayrosa - Osasco (SP)","19525","351","2259","5013","3882","866","133","16","7005","-"
"3534401023","Industrial Remédios - Osasco (SP)","2093","15","263","659","311","36","4","2","803","-"
"3534401025","Adalgisa - Osasco (SP)","4851","16","313","542","771","716","551","340","1602","-"
"3534401026","Umuarama - Osasco (SP)","4570","21","388","988","1175","440","93","12","1453","-"
"3534401027","Cidade das Flores - Osasco (SP)","8429","39","582","1720","2360","1034","170","14","2510","-"
"3534401028","Vila Militar - Osasco (SP)","206","-","9","17","36","57","14","2","71","-"
"3534401029","Castelo Branco - Osasco (SP)","4369","110","652","1236","512","60","16","-","1783","-"
"3534401030","Remédios - Osasco (SP)","4885","40","614","1378","905","210","25","1","1712","-"
"3534401031","Santo Antônio - Osasco (SP)","10076","79","1184","2668","1861","441","54","4","3785","-"
"3534401032","Jardim Elvira - Osasco (SP)","9258","153","1234","2746","1514","193","18","2","3398","-"
"3534401033","Aliança - Osasco (SP)","15814","234","2451","4773","1683","175","22","1","6475","-"
"3534401034","Jardim D'Abril - Osasco (SP)","12770","99","1360","3232","3140","876","184","19","3860","-"
"3534401035","Jaguaribe - Osasco (SP)","17113","164","1854","3532","3855","1649","440","46","5573","-"
"3534401036","São Pedro - Osasco (SP)","14221","288","2067","3657","2247","360","46","2","5554","-"
"3534401037","Quintauna - Osasco (SP)","7765","37","645","1625","1969","865","236","31","2357","-"
"3534401038","Munhoz Júnior - Osasco (SP)","24964","484","3508","7506","2862","273","26","3","10302","-"
"3534401039","Industrial Mazzei - Osasco (SP)","2247","36","541","517","171","12","2","-","968","-"
"3534401040","Mutinga - Osasco (SP)","10315","155","1405","2924","1756","246","30","-","3799","-"
"3534401041","Padroeira - Osasco (SP)","21168","652","3047","5940","2369","235","26","4","8895","-"
"3534401042","Helena Maria - Osasco (SP)","18552","475","2595","5597","2618","343","32","7","6885","-"
"3534401043","Baronesa - Osasco (SP)","11526","128","1689","3260","1531","190","17","3","4708","-"
"3534401044","Vila Menk - Osasco (SP)","19980","305","3061","5945","2516","386","50","3","7714","-"
"3534401045","Bussocaba - Osasco (SP)","10099","143","1597","2496","1653","437","87","9","3677","-"
"3534401046","Veloso - Osasco (SP)","25874","277","3392","6578","4500","925","111","16","10075","-"
"3534401047","Bandeiras - Osasco (SP)","16432","338","2107","4108","2546","632","85","13","6603","-"
"3534401048","Portal D'Oeste - Osasco (SP)","8935","125","1203","2781","1102","96","12","2","3614","-"
"3534401049","Industrial Anhanguera - Osasco (SP)","4615","123","827","1128","447","70","6","-","2014","-"
"3534401050","City Bussocaba - Osasco (SP)","2488","23","124","369","455","391","181","44","901","-"
"3534401051","Jardim Novo Osasco - Osasco (SP)","14276","174","2573","3604","2152","373","40","6","5354","-"
"3534401052","Bonança - Osasco (SP)","11411","164","2042","2970","968","66","3","1","5197","-"
"3534401053","Platina - Osasco (SP)","2133","35","360","653","278","39","6","-","762","-"
"3534401054","Metalúrgicos - Osasco (SP)","5960","39","452","1317","1678","528","65","6","1875","-"
"3534401055","Paiva Ramos - Osasco (SP)","1230","57","255","196","41","3","-","-","678","-"
"3534401056","Três Montanhas - Osasco (SP)","1554","16","260","344","271","67","15","8","573","-"
"3534401057","Jardim Conceição - Osasco (SP)","25998","481","3852","7530","3349","464","58","7","10257","-"
"3534401058","Santa Fé - Osasco (SP)","861","8","157","236","93","19","2","-","346","-"
"3534401059","Raposo Tavares - Osasco (SP)","..","X","X","X","X","X","X","X","X","X"
"3534401060","Santa Maria - Osasco (SP)","18742","239","2487","5722","2682","350","27","7","7228","-"
"3534807001","Industrial - Ouro Verde (SP)","743","48","175","215","84","9","-","-","212","-"
"3534807002","Primavera - Ouro Verde (SP)","1575","128","394","425","197","17","-","-","414","-"
"3534807003","Nova Esperança - Ouro Verde (SP)","2093","134","619","427","140","5","-","-","768","-"
"3534807004","Paraíso - Ouro Verde (SP)","1243","96","374","286","62","5","-","-","420","-"
"3534807005","Centro - Ouro Verde (SP)","486","9","117","110","110","28","3","1","108","-"
"3536505001","Nova Paulínia - Paulínia (SP)","947","2","91","165","236","132","40","7","274","-"
"3536505002","Jardim de Itapoan - Paulínia (SP)","898","6","45","120","243","133","62","13","276","-"
"3536505003","Jardim Vista Alegre - Paulínia (SP)","1064","6","53","169","305","167","63","6","295","-"
"3536505004","Jardim dos Calegaris - Paulínia (SP)","1427","2","103","210","341","251","67","10","443","-"
"3536505005","Jardim Fortaleza - Paulínia (SP)","1235","5","81","223","286","169","43","9","419","-"
"3536505006","Santa Cecília - Paulínia (SP)","1465","11","129","333","375","136","21","4","456","-"
"3536505007","Vila Bressani - Paulínia (SP)","1258","1","88","181","333","148","56","7","444","-"
"3536505008","Vila Presidente Médici - Paulínia (SP)","728","8","56","146","212","57","7","-","242","-"
"3536505009","Vila José Paulino Nogueira - Paulínia (SP)","1226","21","130","337","274","58","7","1","398","-"
"3536505010","Vila Monte Alegre - Paulínia (SP)","8867","85","787","2098","2335","575","55","5","2927","-"
"3536505011","Jardim N. S. Aparecida - Paulínia (SP)","470","9","18","44","117","83","49","9","141","-"
"3536505012","Santa Terezinha - Paulínia (SP)","1490","8","80","289","264","186","81","18","564","-"
"3536505014","Poço Fundo - Paulínia (SP)","28","-","3","6","6","4","-","-","9","-"
"3536505015","Bela Vista - Paulínia (SP)","479","10","43","112","113","40","8","1","152","-"
"3536505016","Jardim Planalto - Paulínia (SP)","4600","53","747","929","936","288","48","3","1596","-"
"3536505017","João Aranha - Paulínia (SP)","12450","170","1321","3230","2694","640","111","12","4272","-"
"3536505018","Balneário Tropical - Paulínia (SP)","147","-","11","27","35","18","5","-","51","-"
"3536505019","Nova Veneza - Paulínia (SP)","1219","11","114","293","296","88","12","-","405","-"
"3536505020","Belvedere do Lago - Paulínia (SP)","25","-","7","8","4","-","-","-","6","-"
"3536505021","Jardim Itapoan - Paulínia (SP)","1660","17","153","309","417","161","39","12","552","-"
"3536505022","Alto Pinheiros - Paulínia (SP)","4747","62","561","1246","913","173","15","4","1773","-"
"3536505023","Dona Edith de Campos Favaro - Paulínia (SP)","2354","58","337","717","344","39","4","-","855","-"
"3536505024","São Luiz - Paulínia (SP)","714","10","81","188","158","35","4","-","238","-"
"3536505025","São Domingos - Paulínia (SP)","83","4","16","17","15","7","-","-","24","-"
"3536505026","Saltinho - Paulínia (SP)","1697","97","263","425","171","16","-","-","725","-"
"3536505027","Jardim América - Paulínia (SP)","813","-","24","62","173","141","62","15","336","-"
"3536505028","Parque da Figueira - Paulínia (SP)","316","1","15","45","74","34","13","1","133","-"
"3536505029","Jardim Harmonia - Paulínia (SP)","19","-","2","9","1","-","-","-","7","-"
"3536505030","Boa Esperança - Paulínia (SP)","202","2","20","15","31","24","27","8","75","-"
"3536505031","Bonfim - Paulínia (SP)","235","-","56","50","25","9","2","-","93","-"
"3536505032","Jardim Ypê - Paulínia (SP)","925","1","35","135","244","183","41","8","278","-"
"3536505033","Betel - Paulínia (SP)","3533","33","288","576","645","514","319","116","1042","-"
"3536505034","Morumbi - Paulínia (SP)","1651","11","128","213","367","292","124","26","490","-"
"3536505035","Cascata - Paulínia (SP)","32","-","5","7","7","1","1","-","11","-"
"3536505036","Parque Brasil 500 - Paulínia (SP)","1841","5","23","86","212","285","170","82","978","-"
"3536505037","Parque Bom Retiro - Paulínia (SP)","7526","133","797","2093","1533","259","15","5","2691","-"
"3536505038","São Bento - Paulínia (SP)","143","2","14","46","23","6","-","-","52","-"
"3536505039","Jardim Flamboyant - Paulínia (SP)","1667","31","245","386","314","62","4","1","624","-"
"3538709001","Centro - Piracicaba (SP)","12193","47","749","1908","3081","1860","817","350","3381","-"
"3538709002","Cidade Alta - Piracicaba (SP)","8841","48","751","1961","2360","1010","388","151","2172","-"
"3538709003","Cidade Jardim - Piracicaba (SP)","773","1","28","106","174","109","80","48","227","-"
"3538709004","Clube de Campo - Piracicaba (SP)","659","-","212","94","138","52","27","14","122","-"
"3538709005","Higienópolis - Piracicaba (SP)","1074","14","86","216","283","95","24","4","352","-"
"3538709006","Jardim Elite - Piracicaba (SP)","7306","38","352","1142","1926","1207","381","102","2158","-"
"3538709007","Nova América - Piracicaba (SP)","4291","41","323","947","1203","403","108","32","1234","-"
