"Tabela 1384 - Pessoas de 10 anos ou mais de idade, por classes de rendimento nominal mensal - Universo"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Bairro","Ano x Classes de rendimento nominal mensal"
"Cód.","Bairro","2010"
"Cód.","Bairro","Total","Até 1/2 salário mínimo","Mais de 1/2 a 1 salário mínimo","Mais de 1 a 2 salários mínimos","Mais de 2 a 5 salários mínimos","Mais de 5 a 10 salários mínimos","Mais de 10 a 20 salários mínimos","Mais de 20 salários mínimos","Sem rendimento","Sem declaração"
"4306973001","Esperança - Erebango (RS)","671","54","140","192","45","4","-","-","236","-"
"4307005001","Centro - Erechim (RS)","17410","192","1969","4361","4709","1831","605","162","3581","-"
"4307005002","Ipiranga - Erechim (RS)","498","-","55","126","113","53","21","11","119","-"
"4307005003","São Caetano - Erechim (RS)","319","3","55","70","91","24","11","-","65","-"
"4307005004","Morro da Cegonha - Erechim (RS)","419","8","53","92","106","45","16","5","94","-"
"4307005005","Esperança - Erechim (RS)","501","8","115","149","99","27","3","2","98","-"
"4307005006","José Bonifácio - Erechim (RS)","3497","32","398","969","931","290","75","27","775","-"
"4307005007","Linho - Erechim (RS)","3912","64","643","1272","868","167","21","6","871","-"
"4307005008","Florestinha - Erechim (RS)","1566","62","395","470","140","14","-","-","485","-"
"4307005009","Parque Livia - Erechim (RS)","1063","51","214","331","143","11","3","-","310","-"
"4307005010","Bela Vista - Erechim (RS)","4416","57","649","1291","1089","290","66","13","961","-"
"4307005011","Industrial - Erechim (RS)","1299","24","234","449","254","27","4","-","307","-"
"4307005012","Presidente Castelo Branco - Erechim (RS)","1731","43","362","572","256","21","2","1","474","-"
"4307005013","Progresso - Erechim (RS)","2999","134","667","852","277","15","2","-","1052","-"
"4307005014","Aeroporto - Erechim (RS)","2937","63","608","917","496","68","8","-","777","-"
"4307005015","São Cristóvão - Erechim (RS)","1353","29","308","419","269","28","1","3","296","-"
"4307005016","Cerâmica - Erechim (RS)","3714","65","422","1228","764","126","33","5","1071","-"
"4307005017","Espírito Santo - Erechim (RS)","1372","10","199","385","331","105","14","12","316","-"
"4307005018","Koller - Erechim (RS)","4326","54","581","1487","961","154","17","4","1068","-"
"4307005019","Santa Catarina - Erechim (RS)","643","2","60","259","137","26","8","-","151","-"
"4307005020","Triângulo - Erechim (RS)","422","7","64","157","92","18","3","-","81","-"
"4307005021","Dal Molin - Erechim (RS)","774","11","110","269","204","27","8","3","142","-"
"4307005022","Três Vendas - Erechim (RS)","3712","81","585","1266","760","108","11","1","900","-"
"4307005023","Paiol Grande - Erechim (RS)","1341","32","274","454","241","34","4","-","302","-"
"4307005024","Presidente Vargas - Erechim (RS)","1981","57","495","611","189","9","2","-","618","-"
"4307005025","Boa Vista - Erechim (RS)","1140","15","222","387","223","16","2","-","275","-"
"4307005026","Frinape - Erechim (RS)","356","7","69","117","40","4","-","1","118","-"
"4307005027","Colégio Agrícola - Erechim (RS)","233","3","34","99","38","3","-","-","56","-"
"4307005028","Fátima - Erechim (RS)","1852","9","259","401","515","255","75","11","327","-"
"4307005029","Cristo Rei - Erechim (RS)","2557","103","714","592","128","4","1","-","1015","-"
"4307005030","Atlântico - Erechim (RS)","4649","113","719","1721","940","99","10","3","1044","-"
"4307005031","Copas Verdes - Erechim (RS)","2101","49","360","742","355","36","2","1","556","-"
"4307104001","Centro - Herval (RS)","571","22","155","137","92","31","13","3","118","-"
"4307104002","Pilão - Herval (RS)","773","74","279","126","45","9","1","1","238","-"
"4307104003","Caixa d'Água - Herval (RS)","406","26","160","70","36","2","2","3","107","-"
"4307104004","Osmar Grafulha - Herval (RS)","1171","88","456","247","87","21","1","1","270","-"
"4307104005","Presidente Jango - Herval (RS)","897","105","336","100","12","1","-","-","343","-"
"4307500001","Martini - Espumoso (RS)","1017","65","306","250","109","8","1","1","277","-"
"4307500002","Franciosi - Espumoso (RS)","728","40","154","221","126","21","4","5","157","-"
"4307500003","São Jorge - Espumoso (RS)","1042","40","271","266","171","41","11","4","238","-"
"4307500004","Centro - Espumoso (RS)","1443","17","237","289","335","171","49","17","328","-"
"4307500005","Brasil - Espumoso (RS)","274","11","82","77","33","5","2","-","64","-"
"4307500006","Jardim - Espumoso (RS)","413","11","95","111","76","24","7","7","82","-"
"4307500007","Norte América - Espumoso (RS)","608","38","164","162","86","4","2","-","152","-"
"4307500008","União - Espumoso (RS)","496","39","138","129","54","2","1","-","133","-"
"4307500009","Maravalha - Espumoso (RS)","769","14","178","236","122","39","5","1","174","-"
"4307500010","Tarumã - Espumoso (RS)","340","6","100","79","59","5","1","1","89","-"
"4307500011","Santa Júlia - Espumoso (RS)","411","12","125","110","66","23","2","4","69","-"
"4307500012","Cooperativa Velha - Espumoso (RS)","1594","116","496","305","60","10","1","1","605","-"
"4307559001","Santuário - Estação (RS)","391","13","66","138","65","8","3","-","98","-"
"4307559002","Florestinha - Estação (RS)","280","13","75","90","42","5","1","1","53","-"
"4307559003","São Pedro - Estação (RS)","594","40","150","215","53","15","2","-","119","-"
"4307559004","Santo Antônio - Estação (RS)","467","16","123","149","56","5","1","2","115","-"
"4307559005","São José - Estação (RS)","695","34","161","235","67","2","-","1","195","-"
"4307559006","Santana - Estação (RS)","986","57","209","346","115","15","3","-","241","-"
"4307609001","Centro - Estância Velha (RS)","2437","10","295","701","604","231","54","21","521","-"
"4307609002","União - Estância Velha (RS)","4070","55","501","1243","899","210","48","14","1100","-"
"4307609003","Sol Nascente - Estância Velha (RS)","4162","84","634","1459","665","100","10","3","1207","-"
"4307609004","Floresta - Estância Velha (RS)","2410","42","357","770","499","97","20","7","618","-"
"4307609005","Das Rosas - Estância Velha (RS)","1857","38","317","735","261","31","3","1","471","-"
"4307609006","Rincão Gaúcho - Estância Velha (RS)","1767","24","321","639","255","33","4","-","491","-"
"4307609007","Rincão de Ilhéus - Estância Velha (RS)","6644","121","1427","2267","859","144","23","2","1801","-"
"4307609008","Colinas Verdes - Estância Velha (RS)","227","2","37","87","38","4","-","2","57","-"
"4307609009","Rincão da Saudade - Estância Velha (RS)","299","3","56","111","41","5","1","-","82","-"
"4307609010","Encosta do Sol - Estância Velha (RS)","1724","25","164","502","396","127","39","2","469","-"
"4307609011","Lago Azul - Estância Velha (RS)","2800","43","423","1137","478","52","3","1","663","-"
"4307609012","Industrial - Estância Velha (RS)","73","-","10","24","14","1","-","-","24","-"
"4307609013","Campo Grande - Estância Velha (RS)","2116","64","382","799","261","23","4","-","583","-"
"4307609014","Lira - Estância Velha (RS)","1317","11","215","432","310","49","13","3","284","-"
"4307609015","Das Quintas - Estância Velha (RS)","942","20","129","348","198","21","1","2","223","-"
"4307609016","Bela Vista - Estância Velha (RS)","2964","43","416","1125","606","95","10","1","668","-"
"4307609017","Das Águas - Estância Velha (RS)","121","4","21","49","18","-","-","-","29","-"
"4307708001","Três Marias - Esteio (RS)","2006","43","355","552","331","40","1","-","684","-"
"4307708002","Três Portos - Esteio (RS)","1095","12","156","315","239","39","10","3","321","-"
"4307708003","Novo Esteio - Esteio (RS)","6473","112","896","1816","1266","197","38","6","2142","-"
"4307708004","Industrial - Esteio (RS)","50","3","7","13","3","1","-","-","23","-"
"4307708005","Tamandaré - Esteio (RS)","4312","53","503","1057","1034","306","92","21","1246","-"
"4307708006","Centro - Esteio (RS)","9747","109","1210","2219","2433","993","306","68","2409","-"
"4307708007","Primavera - Esteio (RS)","5067","107","727","1275","1070","298","69","10","1511","-"
"4307708008","São Sebastião - Esteio (RS)","6782","83","747","1662","1910","500","80","12","1788","-"
"4307708009","Liberdade - Esteio (RS)","4676","148","825","1170","817","201","55","14","1446","-"
"4307708010","São José - Esteio (RS)","5950","182","1034","1737","881","154","12","2","1948","-"
"4307708011","Olímpica - Esteio (RS)","5241","88","707","1393","1174","234","44","5","1596","-"
"4307708012","Santo Inácio - Esteio (RS)","6900","130","983","1899","1462","266","32","4","2124","-"
"4307708013","Jardim Planalto - Esteio (RS)","5039","124","695","1416","926","123","12","1","1742","-"
"4307708014","Parque Primavera - Esteio (RS)","6160","336","1109","1530","691","52","2","1","2439","-"
"4307807001","Centro - Estrela (RS)","1963","18","189","472","632","239","62","27","324","-"
"4307807002","Oriental - Estrela (RS)","2442","32","386","770","573","121","37","7","516","-"
"4307807003","Moinhos - Estrela (RS)","1680","68","401","565","130","6","-","-","510","-"
"4307807004","Indústrias - Estrela (RS)","3111","45","484","1151","664","80","12","2","673","-"
"4307807005","São José - Estrela (RS)","204","6","26","60","55","10","-","-","47","-"
"4307807006","Boa União - Estrela (RS)","3644","94","620","1289","725","96","16","1","803","-"
"4307807007","Dos Estados - Estrela (RS)","993","9","135","255","279","97","19","10","189","-"
"4307807008","Pinheiros - Estrela (RS)","1444","18","183","537","359","56","3","-","288","-"
"4307807009","Imigrantes - Estrela (RS)","2368","81","441","848","407","61","9","-","521","-"
"4307807010","Alto do Bronze - Estrela (RS)","1261","4","115","367","364","112","48","13","238","-"
"4307807011","Auxiliadora - Estrela (RS)","970","16","140","334","220","44","10","3","203","-"
"4307807012","Cristo Rei - Estrela (RS)","1624","21","184","443","468","141","56","17","294","-"
"4307807013","Chacrinha - Estrela (RS)","202","3","31","76","47","6","2","1","36","-"
"4307906001","Bela Vista - Farroupilha (RS)","1639","13","163","565","430","107","17","4","340","-"
"4307906002","Cinquentenário - Farroupilha (RS)","2273","21","204","904","579","66","8","-","491","-"
"4307906003","Nova Vicenza - Farroupilha (RS)","1479","13","182","562","379","63","3","-","277","-"
"4307906004","São Roque - Farroupilha (RS)","1123","17","153","437","252","32","7","5","220","-"
"4307906005","Santa Catarina - Farroupilha (RS)","1417","22","155","509","383","54","7","2","285","-"
"4307906006","Medianeira - Farroupilha (RS)","1328","12","124","498","340","73","10","2","269","-"
"4307906007","Vicentina - Farroupilha (RS)","1351","11","118","386","408","142","49","14","223","-"
"4307906008","Planalto - Farroupilha (RS)","805","8","69","217","283","87","15","1","125","-"
"4307906009","Do Parque - Farroupilha (RS)","1101","14","103","373","281","86","19","4","221","-"
"4307906010","Industrial - Farroupilha (RS)","3373","67","457","1270","359","21","-","-","1199","-"
"4307906011","São Luís - Farroupilha (RS)","2354","14","254","717","644","208","53","13","451","-"
"4307906012","Centro - Farroupilha (RS)","4231","24","251","974","1267","639","210","64","802","-"
"4307906013","São José - Farroupilha (RS)","2926","59","426","1121","487","92","5","1","735","-"
"4307906014","Imigrante - Farroupilha (RS)","1761","7","171","574","541","123","23","1","321","-"
"4307906015","Pio X - Farroupilha (RS)","1171","15","102","434","310","64","9","2","235","-"
"4307906016","Volta Grande - Farroupilha (RS)","576","7","65","175","161","59","9","6","94","-"
"4307906017","Primeiro de Maio - Farroupilha (RS)","5993","73","704","2525","1224","110","4","3","1350","-"
"4307906018","Santo Antônio - Farroupilha (RS)","826","5","92","348","213","28","1","-","139","-"
"4307906019","Monte Pasqual - Farroupilha (RS)","2467","20","280","1019","562","48","2","-","536","-"
"4307906020","São Francisco - Farroupilha (RS)","969","6","83","315","305","75","4","-","181","-"
"4307906021","América - Farroupilha (RS)","1913","29","155","800","368","38","2","-","521","-"
"4307906022","Ipanema - Farroupilha (RS)","277","3","23","127","48","3","2","-","71","-"
"4307906023","Centenário - Farroupilha (RS)","914","3","58","383","193","22","5","-","250","-"
"4307906024","Belvedere - Farroupilha (RS)","1079","4","105","369","263","52","8","4","274","-"
"4307906025","Cruzeiro - Farroupilha (RS)","859","14","58","373","195","25","4","-","190","-"
"4307906026","Monte Verde - Farroupilha (RS)","484","8","55","226","73","8","-","-","114","-"
"4307906027","Santa Rita - Farroupilha (RS)","199","2","20","71","41","5","3","-","57","-"
"4308201001","Centro - Flores da Cunha (RS)","3790","41","341","1066","1116","377","85","31","733","-"
"4308201002","Aparecida - Flores da Cunha (RS)","2348","24","320","748","584","171","24","3","474","-"
"4308201003","União - Flores da Cunha (RS)","1366","33","193","530","188","38","3","3","378","-"
"4308201004","Colina de Flores - Flores da Cunha (RS)","561","11","78","178","138","35","6","-","115","-"
"4308201005","São José - Flores da Cunha (RS)","1405","16","188","471","317","78","14","3","318","-"
"4308201006","Vindima - Flores da Cunha (RS)","568","3","68","193","137","27","5","2","133","-"
"4308508001","Centro - Frederico Westphalen (RS)","4127","47","533","899","1007","480","158","35","968","-"
"4308508002","Ipiranga - Frederico Westphalen (RS)","1177","16","197","250","310","99","37","7","261","-"
"4308508003","Santo Inácio - Frederico Westphalen (RS)","1463","45","302","461","258","54","12","1","330","-"
"4308508004","Barril - Frederico Westphalen (RS)","1215","20","391","369","159","32","4","-","240","-"
"4308508005","Santo Antônio - Frederico Westphalen (RS)","972","50","281","282","84","15","1","-","259","-"
"4308508006","Fátima - Frederico Westphalen (RS)","1969","98","473","494","309","58","5","2","530","-"
"4308508007","Itapajé - Frederico Westphalen (RS)","1224","13","171","254","297","137","48","5","299","-"
"4308508008","Aparecida - Frederico Westphalen (RS)","2334","65","504","592","448","109","23","1","592","-"
"4308508010","Bela Vista - Frederico Westphalen (RS)","182","8","41","50","32","5","2","-","44","-"
"4308508011","São Cristóvão - Frederico Westphalen (RS)","458","24","155","127","39","5","-","-","108","-"
"4308508012","Panosso - Frederico Westphalen (RS)","344","23","90","115","33","3","-","-","80","-"
"4308508013","Jardim Primavera - Frederico Westphalen (RS)","1804","136","492","475","185","24","1","1","490","-"
"4308508014","São José - Frederico Westphalen (RS)","288","37","102","56","2","-","-","-","91","-"
"4308508015","São Francisco de Paula - Frederico Westphalen (RS)","1907","198","490","526","128","8","2","1","554","-"
"4308508016","Distrito Industrial - Frederico Westphalen (RS)","369","20","130","86","35","5","-","-","93","-"
"4308508017","Barrilense - Frederico Westphalen (RS)","209","7","42","37","15","1","2","-","105","-"
"4308508018","Jardim Paraíso - Frederico Westphalen (RS)","61","4","20","12","6","-","-","-","19","-"
"4308607001","Alfândega - Garibaldi (RS)","503","4","68","147","148","38","13","1","84","-"
"4308607002","Bela Vista - Garibaldi (RS)","522","9","93","197","105","9","-","-","109","-"
"4308607003","Borghetto - Garibaldi (RS)","603","12","80","272","78","8","4","1","148","-"
"4308607004","Brasília - Garibaldi (RS)","754","8","84","309","185","29","6","2","131","-"
"4308607005","Cairú - Garibaldi (RS)","613","6","61","220","160","38","9","2","117","-"
"4308607006","Centro - Garibaldi (RS)","3184","9","278","925","942","370","82","24","554","-"
"4308607007","Chácaras - Garibaldi (RS)","1677","28","260","631","378","56","9","-","315","-"
"4308607008","Champanhe - Garibaldi (RS)","721","3","70","247","199","75","9","3","115","-"
"4308607009","Ferroviário - Garibaldi (RS)","683","16","79","275","136","19","5","4","149","-"
"4308607010","Garibaldina - Garibaldi (RS)","351","4","47","125","77","23","6","1","68","-"
"4308607011","Glória - Garibaldi (RS)","349","6","48","124","79","12","4","2","74","-"
"4308607013","Integração - Garibaldi (RS)","56","2","4","29","11","-","-","-","10","-"
"4308607014","Juventude - Garibaldi (RS)","686","20","103","271","168","28","7","-","89","-"
"4308607015","Peterlongo - Garibaldi (RS)","650","11","58","187","179","61","16","4","134","-"
"4308607016","Vale dos Pinheiros - Garibaldi (RS)","432","8","47","181","92","9","-","1","94","-"
"4308607017","Rota do Sol - Garibaldi (RS)","98","4","10","35","19","4","1","-","25","-"
"4308607018","Santa Terezinha - Garibaldi (RS)","1083","8","122","395","276","53","13","1","215","-"
"4308607019","São Francisco - Garibaldi (RS)","1816","11","251","729","417","50","11","2","345","-"
"4308607020","São José - Garibaldi (RS)","712","13","119","244","120","35","7","5","169","-"
"4308607021","São Miguel - Garibaldi (RS)","795","25","116","322","82","5","1","-","244","-"
"4308607022","Simonaggio - Garibaldi (RS)","398","7","55","167","85","15","2","-","67","-"
"4308607023","Tamandaré - Garibaldi (RS)","668","3","93","220","180","28","7","1","136","-"
"4308607024","Três Lagoas - Garibaldi (RS)","687","9","97","284","141","17","2","-","137","-"
"4308607025","Sebben - Garibaldi (RS)","44","1","1","23","8","-","-","-","11","-"
"4308904001","Champagnat - Getúlio Vargas (RS)","635","14","125","171","128","34","6","-","157","-"
"4308904002","Monte Carlo - Getúlio Vargas (RS)","834","172","233","137","31","3","-","-","258","-"
"4308904003","São José - Getúlio Vargas (RS)","623","65","161","165","36","4","1","-","191","-"
"4308904004","São Pelegrino - Getúlio Vargas (RS)","1801","63","528","534","194","31","4","-","447","-"
"4308904005","Nossa Senhora Consoladora - Getúlio Vargas (RS)","1367","49","348","402","214","24","8","5","317","-"
"4308904006","Santo André - Getúlio Vargas (RS)","991","22","201","323","207","39","6","4","189","-"
"4308904007","São Cristóvão - Getúlio Vargas (RS)","69","3","19","10","14","1","1","-","21","-"
"4308904008","Santa Catarina - Getúlio Vargas (RS)","514","19","147","166","46","13","2","-","121","-"
"4308904009","Nossa Senhora dos Navegantes - Getúlio Vargas (RS)","924","90","240","262","103","9","-","1","219","-"
"4308904010","XV de Novembro - Getúlio Vargas (RS)","532","33","112","113","32","2","-","-","240","-"
"4309001001","Centro - Giruá (RS)","1513","28","313","328","343","113","24","8","356","-"
"4309001002","Canova - Giruá (RS)","853","30","169","214","141","29","9","3","258","-"
"4309001003","Santo Antonio - Giruá (RS)","336","36","99","51","27","12","4","1","106","-"
"4309001004","Hortêncio - Giruá (RS)","1270","82","382","267","86","7","2","-","444","-"
"4309001005","Morada do Sol - Giruá (RS)","575","83","185","121","37","5","-","-","144","-"
"4309001006","Seger - Giruá (RS)","816","57","288","165","59","17","1","-","229","-"
"4309001007","Santa Rita - Giruá (RS)","766","36","260","155","40","10","1","-","264","-"
"4309001008","Santa Fé - Giruá (RS)","918","43","212","214","97","21","6","1","324","-"
"4309001009","Nova - Giruá (RS)","373","64","130","57","7","1","-","-","114","-"
"4309001010","Moura - Giruá (RS)","144","19","48","13","-","-","-","-","64","-"
"4309001011","Mucha - Giruá (RS)","632","30","172","148","90","24","4","1","163","-"
"4309001012","Leimann - Giruá (RS)","586","35","169","138","58","9","1","-","176","-"
"4309001013","Pró-Morar - Giruá (RS)","343","39","146","56","5","2","-","-","95","-"
"4309001014","São José - Giruá (RS)","965","136","328","136","27","4","-","-","334","-"
"4309001015","Zimpel - Giruá (RS)","598","46","154","129","90","10","3","-","166","-"
"4309001016","Herberto Schneider - Giruá (RS)","337","6","58","72","70","26","7","5","93","-"
"4309407001","Centro - Guaporé (RS)","3460","20","350","1069","983","361","92","37","548","-"
"4309407002","Imaculada Conceição - Guaporé (RS)","1538","13","217","609","381","77","14","1","226","-"
"4309407003","São José - Guaporé (RS)","1188","22","220","462","211","43","11","5","214","-"
"4309407004","São Cristóvão - Guaporé (RS)","2662","40","398","1083","424","85","9","4","619","-"
"4309407005","Nossa Senhora da Paz - Guaporé (RS)","1184","42","282","413","71","3","-","-","373","-"
"4309407006","Pinheirinho - Guaporé (RS)","1716","35","326","729","261","18","6","1","340","-"
"4309407007","Santo André - Guaporé (RS)","1444","21","314","639","155","7","1","-","307","-"
"4309407008","Nossa Senhora da Saúde - Guaporé (RS)","1384","24","223","550","319","67","4","-","197","-"
"4309407009","Ferroviário - Guaporé (RS)","225","-","43","97","39","9","-","-","37","-"
"4309407010","Planalto - Guaporé (RS)","2611","29","501","1109","425","68","7","3","469","-"
"4309407011","Canecão - Guaporé (RS)","814","2","122","322","182","46","7","1","132","-"
"4309506001","Centro - Guarani das Missões (RS)","1381","31","327","356","270","87","16","4","290","-"
"4309506002","Pampa - Guarani das Missões (RS)","362","23","106","90","40","10","1","-","92","-"
"4309506003","Santa Fé - Guarani das Missões (RS)","..","X","X","X","X","X","X","X","X","X"
"4309506004","Santa Tereza - Guarani das Missões (RS)","1583","99","463","375","195","30","2","2","417","-"
"4309506005","Vila Esperança - Guarani das Missões (RS)","864","144","227","155","31","3","-","-","304","-"
"4309902001","São José - Ibiraiaras (RS)","210","6","61","62","24","7","1","1","48","-"
"4309902002","Santo Isidoro - Ibiraiaras (RS)","357","23","108","91","42","3","1","-","89","-"
"4309902003","Bela Vista - Ibiraiaras (RS)","431","34","100","114","51","9","5","2","116","-"
"4309902004","Dos Motoristas - Ibiraiaras (RS)","196","8","42","51","39","7","1","-","48","-"
"4309951001","Centro - Ibirapuitã (RS)","377","16","96","100","72","22","4","3","64","-"
"4309951002","Gramado - Ibirapuitã (RS)","283","7","86","88","37","1","-","-","64","-"
"4309951003","Jardim - Ibirapuitã (RS)","488","43","176","105","5","4","-","-","155","-"
"4309951004","Floresta - Ibirapuitã (RS)","226","15","67","48","19","3","-","-","74","-"
"4309951005","Horizonte - Ibirapuitã (RS)","348","21","122","68","13","2","-","-","122","-"
"4309951006","Bela Vista - Ibirapuitã (RS)","149","2","61","28","11","2","-","-","45","-"
"4310009001","Centro - Ibirubá (RS)","2938","54","374","722","793","268","87","27","613","-"
"4310009002","Floresta - Ibirubá (RS)","1439","136","336","443","128","10","1","1","384","-"
"4310009003","Jardim - Ibirubá (RS)","1252","51","250","358","270","42","10","1","270","-"
"4310009004","Pôr-do-Sol - Ibirubá (RS)","779","12","124","200","190","52","12","4","185","-"
"4310009005","Planalto - Ibirubá (RS)","1183","52","202","358","286","58","10","2","215","-"
"4310009006","Odila - Ibirubá (RS)","1246","52","278","371","255","47","10","4","229","-"
"4310009007","Chácara - Ibirubá (RS)","364","23","71","117","22","2","1","-","128","-"
"4310009008","São Jacó - Ibirubá (RS)","904","37","141","240","215","64","8","4","195","-"
"4310009009","Hermany - Ibirubá (RS)","620","23","126","200","88","10","3","-","170","-"
"4310009010","Progresso - Ibirubá (RS)","1517","77","339","501","233","25","5","-","337","-"
"4310009011","Bangu - Ibirubá (RS)","79","2","14","23","16","3","2","1","18","-"
"4310009012","Esperança - Ibirubá (RS)","77","5","16","18","11","5","2","1","19","-"
"4310009013","Santa Helena - Ibirubá (RS)","609","43","135","179","69","7","2","-","174","-"
"4310009014","Unida - Ibirubá (RS)","341","25","83","104","30","5","-","-","94","-"
"4310108001","Centro - Igrejinha (RS)","2732","23","453","929","666","167","43","17","434","-"
"4310108002","Viaduto - Igrejinha (RS)","3706","74","706","1635","496","73","15","11","696","-"
"4310108003","Saibreira - Igrejinha (RS)","623","5","143","271","51","11","1","-","141","-"
"4310108004","15 de Novembro - Igrejinha (RS)","3062","53","532","1371","509","67","6","4","520","-"
"4310108005","Vila Nova - Igrejinha (RS)","2061","37","423","915","258","33","4","1","390","-"
"4310108006","Bom Pastor - Igrejinha (RS)","4382","61","734","1734","750","185","46","13","859","-"
"4310108007","Figueira - Igrejinha (RS)","4558","123","926","1948","501","56","6","1","997","-"
"4310108008","Moinho - Igrejinha (RS)","711","24","158","346","62","6","2","-","113","-"
"4310108009","Garibaldi - Igrejinha (RS)","921","21","226","405","70","4","2","1","192","-"
"4310108010","Rothmann - Igrejinha (RS)","525","20","97","237","48","1","-","3","119","-"
"4310108011","Invernada - Igrejinha (RS)","1513","33","372","603","69","4","4","-","428","-"
"4310108012","Casa de Pedra - Igrejinha (RS)","430","3","67","232","38","16","-","1","73","-"
"4310108013","Pedreira - Igrejinha (RS)","251","4","25","141","32","7","1","-","41","-"
"4310108014","Industrial - Igrejinha (RS)","153","4","11","77","24","6","-","-","31","-"
"4310108015","Lajeadinho - Igrejinha (RS)","299","11","61","120","44","3","-","-","60","-"
"4310207002","Jardim - Ijuí (RS)","2522","114","531","764","389","71","10","-","643","-"
"4310207003","Glória - Ijuí (RS)","3678","174","886","1069","497","61","13","2","976","-"
"4310207004","Colonial - Ijuí (RS)","478","82","147","56","12","1","-","-","180","-"
"4310207005","Quinze de Novembro - Ijuí (RS)","488","25","122","144","34","4","1","-","158","-"
"4310207006","Storch - Ijuí (RS)","1134","26","233","305","185","48","15","2","320","-"
"4310207007","São José - Ijuí (RS)","2485","73","550","725","421","71","13","-","632","-"
"4310207008","Boa Vista - Ijuí (RS)","1849","82","301","424","188","21","2","2","829","-"
"4310207009","Ferroviário - Ijuí (RS)","485","23","131","118","54","4","2","-","153","-"
"4310207010","Herval - Ijuí (RS)","1038","19","236","265","139","15","-","-","364","-"
"4310207011","Alvorada - Ijuí (RS)","1365","172","379","301","55","4","-","-","454","-"
"4310207012","Luís Fogliatto - Ijuí (RS)","1730","220","500","320","57","3","-","-","630","-"
"4310207013","Getúlio Vargas - Ijuí (RS)","3247","385","832","809","206","14","1","-","1000","-"
"4310207014","Elizabeth - Ijuí (RS)","1735","35","326","478","322","102","24","3","445","-"
"4310207015","São Geraldo - Ijuí (RS)","1869","42","279","518","455","150","27","8","390","-"
"4310207016","Industrial - Ijuí (RS)","1120","17","152","163","146","46","15","4","577","-"
"4310207017","Pindorama - Ijuí (RS)","1430","34","272","305","277","70","17","3","452","-"
"4310207018","Thomé de Souza - Ijuí (RS)","3007","193","720","875","319","24","4","1","871","-"
"4310207019","Lulu Ilgenfritz - Ijuí (RS)","1285","19","207","331","301","98","19","3","307","-"
"4310207020","Osvaldo Aranha - Ijuí (RS)","1152","50","198","341","194","59","16","2","292","-"
"4310207021","Independência - Ijuí (RS)","775","32","151","227","126","32","5","5","197","-"
"4310207022","Nossa Senhora da Penha - Ijuí (RS)","1124","13","183","244","217","84","20","3","360","-"
"4310207023","Progresso - Ijuí (RS)","997","28","202","286","184","25","4","5","263","-"
"4310207024","Mundstock - Ijuí (RS)","1004","71","239","320","125","14","2","-","233","-"
"4310207025","Burtet - Ijuí (RS)","1722","41","288","531","327","81","32","8","414","-"
"4310207026","Hammarstron - Ijuí (RS)","306","8","62","65","60","20","3","1","87","-"
"4310207027","Modelo - Ijuí (RS)","2496","83","499","720","442","63","8","2","679","-"
"4310207028","Lambari - Ijuí (RS)","813","86","176","235","73","5","1","1","236","-"
"4310207030","Assis Brasil - Ijuí (RS)","2890","63","502","760","613","158","38","9","747","-"
"4310207031","São Paulo - Ijuí (RS)","897","55","190","251","92","37","2","-","270","-"
"4310207032","Tiarajú - Ijuí (RS)","1217","21","191","299","281","95","28","4","298","-"
"4310207033","Tancredo Neves - Ijuí (RS)","1257","107","372","260","42","1","-","-","475","-"
"4310207034","Morada do Sol - Ijuí (RS)","1042","24","158","254","252","91","28","3","232","-"
"4310207035","Sol Nascente - Ijuí (RS)","955","8","90","275","213","83","26","13","247","-"
"4310207036","Novo Leste - Ijuí (RS)","398","17","72","130","52","7","1","-","119","-"
"4310207037","das Chácaras - Ijuí (RS)","234","12","57","68","28","6","2","-","61","-"
"4310207038","Universitário - Ijuí (RS)","230","9","46","62","47","10","7","3","46","-"
"4310330001","Imbé - Imbé (RS)","4734","73","636","1077","1064","417","106","24","1337","-"
"4310330002","João Clemente - Imbé (RS)","443","7","98","136","80","11","2","-","109","-"
"4310330003","Santa Catarina - Imbé (RS)","286","6","77","69","41","3","-","-","90","-"
"4310330004","Vinte e um de Abril - Imbé (RS)","613","17","128","160","105","29","1","1","172","-"
"4310330005","Courhasa - Imbé (RS)","947","36","224","238","144","27","4","-","274","-"
"4310330006","Presidente - Imbé (RS)","990","11","199","216","193","34","8","-","329","-"
"4310330007","Riviera - Imbé (RS)","42","1","16","8","2","-","-","-","15","-"
"4310330008","Ipiranga - Imbé (RS)","415","23","108","77","43","2","1","-","161","-"
"4310330009","Nordeste - Imbé (RS)","301","3","63","63","56","11","2","-","103","-"
"4310330010","Nova Nordeste - Imbé (RS)","130","2","32","31","15","4","-","-","46","-"
"4310330011","Mariluz - Imbé (RS)","1823","75","450","421","256","34","8","3","576","-"
"4310330012","Mariluz C - Imbé (RS)","347","7","85","81","37","7","2","-","128","-"
"4310330013","Harmonia - Imbé (RS)","394","14","108","89","42","2","1","1","137","-"
"4310330014","Mariluz Norte - Imbé (RS)","390","12","94","81","59","12","2","-","130","-"
"4310330015","Albatroz - Imbé (RS)","615","25","154","146","71","14","-","-","205","-"
"4310330016","Marisul - Imbé (RS)","183","3","63","30","23","6","-","-","58","-"
