"Tabela 616 - Pessoas de 10 anos ou mais de idade por grupos de idade, condição de atividade na semana de referência, sexo e situação do domicílio"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Cód.","Município","Situação do domicílio","Grupo de idade","Ano x Condição de atividade x Sexo"
"Cód.","Município","Situação do domicílio","Grupo de idade","2010"
"Cód.","Município","Situação do domicílio","Grupo de idade","Economicamente ativa"
"Cód.","Município","Situação do domicílio","Grupo de idade","Total"
"4215455","Sangão (SC)","Total","Total","5857"
"4215505","Santa Cecília (SC)","Total","Total","7128"
"4215554","Santa Helena (SC)","Total","Total","1799"
"4215604","Santa Rosa de Lima (SC)","Total","Total","1533"
"4215653","Santa Rosa do Sul (SC)","Total","Total","4781"
"4215679","Santa Terezinha (SC)","Total","Total","4447"
"4215687","Santa Terezinha do Progresso (SC)","Total","Total","1830"
"4215695","Santiago do Sul (SC)","Total","Total","827"
"4215703","Santo Amaro da Imperatriz (SC)","Total","Total","11500"
"4215752","São Bernardino (SC)","Total","Total","1608"
"4215802","São Bento do Sul (SC)","Total","Total","41846"
"4215901","São Bonifácio (SC)","Total","Total","2097"
"4216008","São Carlos (SC)","Total","Total","6604"
"4216057","São Cristóvão do Sul (SC)","Total","Total","2041"
"4216107","São Domingos (SC)","Total","Total","5495"
"4216206","São Francisco do Sul (SC)","Total","Total","20503"
"4216255","São João do Oeste (SC)","Total","Total","4538"
"4216305","São João Batista (SC)","Total","Total","16265"
"4216354","São João do Itaperiú (SC)","Total","Total","1882"
"4216404","São João do Sul (SC)","Total","Total","4097"
"4216503","São Joaquim (SC)","Total","Total","12825"
"4216602","São José (SC)","Total","Total","122446"
"4216701","São José do Cedro (SC)","Total","Total","8433"
"4216800","São José do Cerrito (SC)","Total","Total","4538"
"4216909","São Lourenço do Oeste (SC)","Total","Total","13650"
"4217006","São Ludgero (SC)","Total","Total","6781"
"4217105","São Martinho (SC)","Total","Total","2260"
"4217154","São Miguel da Boa Vista (SC)","Total","Total","1358"
"4217204","São Miguel do Oeste (SC)","Total","Total","22876"
"4217253","São Pedro de Alcântara (SC)","Total","Total","2427"
"4217303","Saudades (SC)","Total","Total","6127"
"4217402","Schroeder (SC)","Total","Total","9402"
"4217501","Seara (SC)","Total","Total","11184"
"4217550","Serra Alta (SC)","Total","Total","2267"
"4217600","Siderópolis (SC)","Total","Total","7261"
"4217709","Sombrio (SC)","Total","Total","15502"
"4217758","Sul Brasil (SC)","Total","Total","1829"
"4217808","Taió (SC)","Total","Total","10787"
"4217907","Tangará (SC)","Total","Total","5330"
"4217956","Tigrinhos (SC)","Total","Total","1108"
"4218004","Tijucas (SC)","Total","Total","16075"
"4218103","Timbé do Sul (SC)","Total","Total","2983"
"4218202","Timbó (SC)","Total","Total","22628"
"4218251","Timbó Grande (SC)","Total","Total","3450"
"4218301","Três Barras (SC)","Total","Total","8058"
"4218350","Treviso (SC)","Total","Total","1716"
"4218400","Treze de Maio (SC)","Total","Total","4168"
"4218509","Treze Tílias (SC)","Total","Total","3830"
"4218608","Trombudo Central (SC)","Total","Total","3824"
"4218707","Tubarão (SC)","Total","Total","52920"
"4218756","Tunápolis (SC)","Total","Total","3253"
"4218806","Turvo (SC)","Total","Total","7181"
"4218855","União do Oeste (SC)","Total","Total","1629"
"4218905","Urubici (SC)","Total","Total","5826"
"4218954","Urupema (SC)","Total","Total","1170"
"4219002","Urussanga (SC)","Total","Total","11442"
"4219101","Vargeão (SC)","Total","Total","1904"
"4219150","Vargem (SC)","Total","Total","1062"
"4219176","Vargem Bonita (SC)","Total","Total","2422"
"4219200","Vidal Ramos (SC)","Total","Total","3851"
"4219309","Videira (SC)","Total","Total","27672"
"4219358","Vitor Meireles (SC)","Total","Total","3063"
"4219408","Witmarsum (SC)","Total","Total","2298"
"4219507","Xanxerê (SC)","Total","Total","23929"
"4219606","Xavantina (SC)","Total","Total","3067"
"4219705","Xaxim (SC)","Total","Total","15188"
"4219853","Zortéa (SC)","Total","Total","1952"
"4300034","Aceguá (RS)","Total","Total","2190"
"4300059","Água Santa (RS)","Total","Total","2412"
"4300109","Agudo (RS)","Total","Total","10301"
"4300208","Ajuricaba (RS)","Total","Total","4604"
"4300307","Alecrim (RS)","Total","Total","4065"
"4300406","Alegrete (RS)","Total","Total","37861"
"4300455","Alegria (RS)","Total","Total","2758"
"4300471","Almirante Tamandaré do Sul (RS)","Total","Total","1248"
"4300505","Alpestre (RS)","Total","Total","5662"
"4300554","Alto Alegre (RS)","Total","Total","1209"
"4300570","Alto Feliz (RS)","Total","Total","2168"
"4300604","Alvorada (RS)","Total","Total","98383"
"4300638","Amaral Ferrador (RS)","Total","Total","3501"
"4300646","Ametista do Sul (RS)","Total","Total","4289"
"4300661","André da Rocha (RS)","Total","Total","691"
"4300703","Anta Gorda (RS)","Total","Total","4174"
"4300802","Antônio Prado (RS)","Total","Total","8583"
"4300851","Arambaré (RS)","Total","Total","1520"
"4300877","Araricá (RS)","Total","Total","2698"
"4300901","Aratiba (RS)","Total","Total","4213"
"4301008","Arroio do Meio (RS)","Total","Total","12407"
"4301057","Arroio do Sal (RS)","Total","Total","3944"
"4301073","Arroio do Padre (RS)","Total","Total","1558"
"4301107","Arroio dos Ratos (RS)","Total","Total","6531"
"4301206","Arroio do Tigre (RS)","Total","Total","8938"
"4301305","Arroio Grande (RS)","Total","Total","7984"
"4301404","Arvorezinha (RS)","Total","Total","6056"
"4301503","Augusto Pestana (RS)","Total","Total","4330"
"4301552","Áurea (RS)","Total","Total","1977"
"4301602","Bagé (RS)","Total","Total","54786"
"4301636","Balneário Pinhal (RS)","Total","Total","4259"
"4301651","Barão (RS)","Total","Total","4014"
"4301701","Barão de Cotegipe (RS)","Total","Total","4176"
"4301750","Barão do Triunfo (RS)","Total","Total","3594"
"4301800","Barracão (RS)","Total","Total","2573"
"4301859","Barra do Guarita (RS)","Total","Total","1843"
"4301875","Barra do Quaraí (RS)","Total","Total","1604"
"4301909","Barra do Ribeiro (RS)","Total","Total","5802"
"4301925","Barra do Rio Azul (RS)","Total","Total","1414"
"4301958","Barra Funda (RS)","Total","Total","1548"
"4302006","Barros Cassal (RS)","Total","Total","6479"
"4302055","Benjamin Constant do Sul (RS)","Total","Total","1183"
"4302105","Bento Gonçalves (RS)","Total","Total","66005"
"4302154","Boa Vista das Missões (RS)","Total","Total","1058"
"4302204","Boa Vista do Buricá (RS)","Total","Total","4119"
"4302220","Boa Vista do Cadeado (RS)","Total","Total","1313"
"4302238","Boa Vista do Incra (RS)","Total","Total","1343"
"4302253","Boa Vista do Sul (RS)","Total","Total","1738"
"4302303","Bom Jesus (RS)","Total","Total","5276"
"4302352","Bom Princípio (RS)","Total","Total","7605"
"4302378","Bom Progresso (RS)","Total","Total","988"
"4302402","Bom Retiro do Sul (RS)","Total","Total","6815"
"4302451","Boqueirão do Leão (RS)","Total","Total","5018"
"4302501","Bossoroca (RS)","Total","Total","3562"
"4302584","Bozano (RS)","Total","Total","1695"
"4302600","Braga (RS)","Total","Total","1922"
"4302659","Brochier (RS)","Total","Total","3055"
"4302709","Butiá (RS)","Total","Total","8837"
"4302808","Caçapava do Sul (RS)","Total","Total","16678"
"4302907","Cacequi (RS)","Total","Total","5756"
"4303004","Cachoeira do Sul (RS)","Total","Total","41929"
"4303103","Cachoeirinha (RS)","Total","Total","62953"
"4303202","Cacique Doble (RS)","Total","Total","2497"
"4303301","Caibaté (RS)","Total","Total","2530"
"4303400","Caiçara (RS)","Total","Total","3482"
"4303509","Camaquã (RS)","Total","Total","31403"
"4303558","Camargo (RS)","Total","Total","1505"
"4303608","Cambará do Sul (RS)","Total","Total","3366"
"4303673","Campestre da Serra (RS)","Total","Total","1999"
"4303707","Campina das Missões (RS)","Total","Total","4025"
"4303806","Campinas do Sul (RS)","Total","Total","3301"
"4303905","Campo Bom (RS)","Total","Total","35330"
"4304002","Campo Novo (RS)","Total","Total","2494"
"4304101","Campos Borges (RS)","Total","Total","2005"
"4304200","Candelária (RS)","Total","Total","17988"
"4304309","Cândido Godói (RS)","Total","Total","4484"
"4304358","Candiota (RS)","Total","Total","4276"
"4304408","Canela (RS)","Total","Total","20738"
"4304507","Canguçu (RS)","Total","Total","31335"
"4304606","Canoas (RS)","Total","Total","167981"
"4304614","Canudos do Vale (RS)","Total","Total","1286"
"4304622","Capão Bonito do Sul (RS)","Total","Total","680"
"4304630","Capão da Canoa (RS)","Total","Total","21775"
"4304655","Capão do Cipó (RS)","Total","Total","1573"
"4304663","Capão do Leão (RS)","Total","Total","10775"
"4304671","Capivari do Sul (RS)","Total","Total","2004"
"4304689","Capela de Santana (RS)","Total","Total","6088"
"4304697","Capitão (RS)","Total","Total","1862"
"4304705","Carazinho (RS)","Total","Total","30193"
"4304713","Caraá (RS)","Total","Total","3694"
"4304804","Carlos Barbosa (RS)","Total","Total","17585"
"4304853","Carlos Gomes (RS)","Total","Total","1146"
"4304903","Casca (RS)","Total","Total","5850"
"4304952","Caseiros (RS)","Total","Total","1566"
"4305009","Catuípe (RS)","Total","Total","5290"
"4305108","Caxias do Sul (RS)","Total","Total","255993"
"4305116","Centenário (RS)","Total","Total","1922"
"4305124","Cerrito (RS)","Total","Total","3204"
"4305132","Cerro Branco (RS)","Total","Total","2741"
"4305157","Cerro Grande (RS)","Total","Total","1571"
"4305173","Cerro Grande do Sul (RS)","Total","Total","5748"
"4305207","Cerro Largo (RS)","Total","Total","7947"
"4305306","Chapada (RS)","Total","Total","6161"
"4305355","Charqueadas (RS)","Total","Total","16551"
"4305371","Charrua (RS)","Total","Total","2058"
"4305405","Chiapetta (RS)","Total","Total","1992"
"4305439","Chuí (RS)","Total","Total","3020"
"4305447","Chuvisca (RS)","Total","Total","3109"
"4305454","Cidreira (RS)","Total","Total","5441"
"4305504","Ciríaco (RS)","Total","Total","3295"
"4305587","Colinas (RS)","Total","Total","1579"
"4305603","Colorado (RS)","Total","Total","2137"
"4305702","Condor (RS)","Total","Total","3738"
"4305801","Constantina (RS)","Total","Total","5881"
"4305835","Coqueiro Baixo (RS)","Total","Total","826"
"4305850","Coqueiros do Sul (RS)","Total","Total","1798"
"4305871","Coronel Barros (RS)","Total","Total","1653"
"4305900","Coronel Bicaco (RS)","Total","Total","3773"
"4305934","Coronel Pilar (RS)","Total","Total","1414"
"4305959","Cotiporã (RS)","Total","Total","2828"
"4305975","Coxilha (RS)","Total","Total","1304"
"4306007","Crissiumal (RS)","Total","Total","8965"
"4306056","Cristal (RS)","Total","Total","3663"
"4306072","Cristal do Sul (RS)","Total","Total","1944"
"4306106","Cruz Alta (RS)","Total","Total","32260"
"4306130","Cruzaltense (RS)","Total","Total","1347"
"4306205","Cruzeiro do Sul (RS)","Total","Total","7982"
"4306304","David Canabarro (RS)","Total","Total","2744"
"4306320","Derrubadas (RS)","Total","Total","1685"
"4306353","Dezesseis de Novembro (RS)","Total","Total","1624"
"4306379","Dilermando de Aguiar (RS)","Total","Total","1359"
"4306403","Dois Irmãos (RS)","Total","Total","18093"
"4306429","Dois Irmãos das Missões (RS)","Total","Total","1011"
"4306452","Dois Lajeados (RS)","Total","Total","2401"
"4306502","Dom Feliciano (RS)","Total","Total","7438"
"4306551","Dom Pedro de Alcântara (RS)","Total","Total","1438"
"4306601","Dom Pedrito (RS)","Total","Total","18608"
"4306700","Dona Francisca (RS)","Total","Total","1946"
"4306734","Doutor Maurício Cardoso (RS)","Total","Total","3249"
"4306759","Doutor Ricardo (RS)","Total","Total","1481"
"4306767","Eldorado do Sul (RS)","Total","Total","18594"
"4306809","Encantado (RS)","Total","Total","13005"
"4306908","Encruzilhada do Sul (RS)","Total","Total","12377"
"4306924","Engenho Velho (RS)","Total","Total","895"
"4306932","Entre-Ijuís (RS)","Total","Total","4853"
"4306957","Entre Rios do Sul (RS)","Total","Total","1664"
"4306973","Erebango (RS)","Total","Total","1482"
"4307005","Erechim (RS)","Total","Total","53008"
"4307054","Ernestina (RS)","Total","Total","1421"
"4307104","Herval (RS)","Total","Total","3468"
"4307203","Erval Grande (RS)","Total","Total","3185"
"4307302","Erval Seco (RS)","Total","Total","4304"
"4307401","Esmeralda (RS)","Total","Total","1773"
"4307450","Esperança do Sul (RS)","Total","Total","2152"
"4307500","Espumoso (RS)","Total","Total","8953"
"4307559","Estação (RS)","Total","Total","3487"
"4307609","Estância Velha (RS)","Total","Total","25381"
"4307708","Esteio (RS)","Total","Total","41433"
"4307807","Estrela (RS)","Total","Total","19247"
"4307815","Estrela Velha (RS)","Total","Total","2090"
"4307831","Eugênio de Castro (RS)","Total","Total","1462"
"4307864","Fagundes Varela (RS)","Total","Total","1809"
"4307906","Farroupilha (RS)","Total","Total","39774"
"4308003","Faxinal do Soturno (RS)","Total","Total","3975"
"4308052","Faxinalzinho (RS)","Total","Total","1175"
"4308078","Fazenda Vilanova (RS)","Total","Total","2341"
"4308102","Feliz (RS)","Total","Total","7894"
"4308201","Flores da Cunha (RS)","Total","Total","17820"
"4308250","Floriano Peixoto (RS)","Total","Total","1428"
"4308300","Fontoura Xavier (RS)","Total","Total","5666"
"4308409","Formigueiro (RS)","Total","Total","3397"
"4308433","Forquetinha (RS)","Total","Total","1840"
"4308458","Fortaleza dos Valos (RS)","Total","Total","2377"
"4308508","Frederico Westphalen (RS)","Total","Total","16966"
"4308607","Garibaldi (RS)","Total","Total","19463"
"4308656","Garruchos (RS)","Total","Total","1710"
"4308706","Gaurama (RS)","Total","Total","3599"
"4308805","General Câmara (RS)","Total","Total","3893"
"4308854","Gentil (RS)","Total","Total","1123"
"4308904","Getúlio Vargas (RS)","Total","Total","9178"
"4309001","Giruá (RS)","Total","Total","8131"
"4309050","Glorinha (RS)","Total","Total","3571"
"4309100","Gramado (RS)","Total","Total","19730"
"4309126","Gramado dos Loureiros (RS)","Total","Total","1210"
"4309159","Gramado Xavier (RS)","Total","Total","2395"
"4309209","Gravataí (RS)","Total","Total","129593"
"4309258","Guabiju (RS)","Total","Total","1104"
"4309308","Guaíba (RS)","Total","Total","48349"
"4309407","Guaporé (RS)","Total","Total","14981"
"4309506","Guarani das Missões (RS)","Total","Total","4734"
"4309555","Harmonia (RS)","Total","Total","2661"
"4309571","Herveiras (RS)","Total","Total","1701"
"4309605","Horizontina (RS)","Total","Total","11207"
"4309654","Hulha Negra (RS)","Total","Total","3154"
"4309704","Humaitá (RS)","Total","Total","3094"
"4309753","Ibarama (RS)","Total","Total","2795"
"4309803","Ibiaçá (RS)","Total","Total","3117"
"4309902","Ibiraiaras (RS)","Total","Total","4686"
"4309951","Ibirapuitã (RS)","Total","Total","1507"
"4310009","Ibirubá (RS)","Total","Total","11901"
"4310108","Igrejinha (RS)","Total","Total","20149"
"4310207","Ijuí (RS)","Total","Total","42774"
"4310306","Ilópolis (RS)","Total","Total","2907"
"4310330","Imbé (RS)","Total","Total","8282"
"4310363","Imigrante (RS)","Total","Total","2049"
"4310405","Independência (RS)","Total","Total","3947"
"4310413","Inhacorá (RS)","Total","Total","1265"
"4310439","Ipê (RS)","Total","Total","4094"
"4310462","Ipiranga do Sul (RS)","Total","Total","1408"
"4310504","Iraí (RS)","Total","Total","4088"
"4310538","Itaara (RS)","Total","Total","2503"
"4310553","Itacurubi (RS)","Total","Total","1483"
"4310579","Itapuca (RS)","Total","Total","1868"
"4310603","Itaqui (RS)","Total","Total","17253"
"4310652","Itati (RS)","Total","Total","1419"
"4310702","Itatiba do Sul (RS)","Total","Total","2389"
"4310751","Ivorá (RS)","Total","Total","1362"
"4310801","Ivoti (RS)","Total","Total","12608"
"4310850","Jaboticaba (RS)","Total","Total","1695"
"4310876","Jacuizinho (RS)","Total","Total","1561"
"4310900","Jacutinga (RS)","Total","Total","2059"
"4311007","Jaguarão (RS)","Total","Total","12743"
"4311106","Jaguari (RS)","Total","Total","6849"
"4311122","Jaquirana (RS)","Total","Total","1932"
"4311130","Jari (RS)","Total","Total","2211"
"4311155","Jóia (RS)","Total","Total","4496"
"4311205","Júlio de Castilhos (RS)","Total","Total","9445"
"4311239","Lagoa Bonita do Sul (RS)","Total","Total","2000"
"4311254","Lagoão (RS)","Total","Total","3687"
"4311270","Lagoa dos Três Cantos (RS)","Total","Total","1099"
"4311304","Lagoa Vermelha (RS)","Total","Total","14405"
"4311403","Lajeado (RS)","Total","Total","44417"
"4311429","Lajeado do Bugre (RS)","Total","Total","1467"
"4311502","Lavras do Sul (RS)","Total","Total","3694"
"4311601","Liberato Salzano (RS)","Total","Total","3648"
"4311627","Lindolfo Collor (RS)","Total","Total","3074"
"4311643","Linha Nova (RS)","Total","Total","1146"
"4311700","Machadinho (RS)","Total","Total","2896"
"4311718","Maçambará (RS)","Total","Total","2222"
"4311734","Mampituba (RS)","Total","Total","1641"
"4311759","Manoel Viana (RS)","Total","Total","3402"
"4311775","Maquiné (RS)","Total","Total","3863"
"4311791","Maratá (RS)","Total","Total","1764"
"4311809","Marau (RS)","Total","Total","22925"
"4311908","Marcelino Ramos (RS)","Total","Total","3260"
"4311981","Mariana Pimentel (RS)","Total","Total","2144"
"4312005","Mariano Moro (RS)","Total","Total","1325"
"4312054","Marques de Souza (RS)","Total","Total","2738"
"4312104","Mata (RS)","Total","Total","2594"
"4312138","Mato Castelhano (RS)","Total","Total","1152"
"4312153","Mato Leitão (RS)","Total","Total","2419"
"4312179","Mato Queimado (RS)","Total","Total","840"
"4312203","Maximiliano de Almeida (RS)","Total","Total","2646"
"4312252","Minas do Leão (RS)","Total","Total","3100"
"4312302","Miraguaí (RS)","Total","Total","2744"
"4312351","Montauri (RS)","Total","Total","1079"
"4312377","Monte Alegre dos Campos (RS)","Total","Total","1227"
"4312385","Monte Belo do Sul (RS)","Total","Total","1620"
"4312401","Montenegro (RS)","Total","Total","32524"
"4312427","Mormaço (RS)","Total","Total","1490"
"4312443","Morrinhos do Sul (RS)","Total","Total","2065"
"4312450","Morro Redondo (RS)","Total","Total","3343"
"4312476","Morro Reuter (RS)","Total","Total","3778"
"4312500","Mostardas (RS)","Total","Total","6118"
"4312609","Muçum (RS)","Total","Total","3188"
"4312617","Muitos Capões (RS)","Total","Total","1707"
"4312625","Muliterno (RS)","Total","Total","1115"
"4312658","Não-Me-Toque (RS)","Total","Total","9413"
"4312674","Nicolau Vergueiro (RS)","Total","Total","921"
"4312708","Nonoai (RS)","Total","Total","6347"
"4312757","Nova Alvorada (RS)","Total","Total","2162"
"4312807","Nova Araçá (RS)","Total","Total","2697"
"4312906","Nova Bassano (RS)","Total","Total","5376"
"4312955","Nova Boa Vista (RS)","Total","Total","1232"
"4313003","Nova Bréscia (RS)","Total","Total","2082"
"4313011","Nova Candelária (RS)","Total","Total","2019"
"4313037","Nova Esperança do Sul (RS)","Total","Total","2830"
"4313060","Nova Hartz (RS)","Total","Total","10753"
"4313086","Nova Pádua (RS)","Total","Total","1813"
"4313102","Nova Palma (RS)","Total","Total","3789"
"4313201","Nova Petrópolis (RS)","Total","Total","12530"
"4313300","Nova Prata (RS)","Total","Total","14230"
"4313334","Nova Ramada (RS)","Total","Total","1499"
"4313359","Nova Roma do Sul (RS)","Total","Total","2420"
"4313375","Nova Santa Rita (RS)","Total","Total","11986"
"4313391","Novo Cabrais (RS)","Total","Total","2608"
"4313409","Novo Hamburgo (RS)","Total","Total","133509"
"4313425","Novo Machado (RS)","Total","Total","2432"
"4313441","Novo Tiradentes (RS)","Total","Total","1496"
"4313466","Novo Xingu (RS)","Total","Total","1275"
"4313490","Novo Barreiro (RS)","Total","Total","2568"
"4313508","Osório (RS)","Total","Total","21741"
"4313607","Paim Filho (RS)","Total","Total","3021"
"4313656","Palmares do Sul (RS)","Total","Total","5015"
"4313706","Palmeira das Missões (RS)","Total","Total","17648"
"4313805","Palmitinho (RS)","Total","Total","4421"
"4313904","Panambi (RS)","Total","Total","21376"
"4313953","Pantano Grande (RS)","Total","Total","4228"
"4314001","Paraí (RS)","Total","Total","4447"
"4314027","Paraíso do Sul (RS)","Total","Total","4865"
"4314035","Pareci Novo (RS)","Total","Total","2044"
"4314050","Parobé (RS)","Total","Total","29132"
"4314068","Passa Sete (RS)","Total","Total","3274"
"4314076","Passo do Sobrado (RS)","Total","Total","4039"
"4314100","Passo Fundo (RS)","Total","Total","99673"
"4314134","Paulo Bento (RS)","Total","Total","1481"
"4314159","Paverama (RS)","Total","Total","5287"
"4314175","Pedras Altas (RS)","Total","Total","1275"
"4314209","Pedro Osório (RS)","Total","Total","3312"
"4314308","Pejuçara (RS)","Total","Total","2185"
"4314407","Pelotas (RS)","Total","Total","161707"
"4314423","Picada Café (RS)","Total","Total","3492"
"4314456","Pinhal (RS)","Total","Total","1594"
"4314464","Pinhal da Serra (RS)","Total","Total","776"
"4314472","Pinhal Grande (RS)","Total","Total","2483"
"4314498","Pinheirinho do Vale (RS)","Total","Total","2760"
"4314506","Pinheiro Machado (RS)","Total","Total","6163"
"4314555","Pirapó (RS)","Total","Total","1710"
"4314605","Piratini (RS)","Total","Total","10484"
"4314704","Planalto (RS)","Total","Total","6291"
"4314753","Poço das Antas (RS)","Total","Total","1297"
"4314779","Pontão (RS)","Total","Total","2192"
"4314787","Ponte Preta (RS)","Total","Total","1152"
"4314803","Portão (RS)","Total","Total","16355"
"4314902","Porto Alegre (RS)","Total","Total","771005"
"4315008","Porto Lucena (RS)","Total","Total","3336"
"4315057","Porto Mauá (RS)","Total","Total","1616"
"4315073","Porto Vera Cruz (RS)","Total","Total","1059"
"4315107","Porto Xavier (RS)","Total","Total","5705"
"4315131","Pouso Novo (RS)","Total","Total","1240"
"4315149","Presidente Lucena (RS)","Total","Total","1697"
"4315156","Progresso (RS)","Total","Total","4252"
"4315172","Protásio Alves (RS)","Total","Total","1117"
"4315206","Putinga (RS)","Total","Total","2842"
"4315305","Quaraí (RS)","Total","Total","10366"
"4315313","Quatro Irmãos (RS)","Total","Total","987"
"4315321","Quevedos (RS)","Total","Total","1570"
"4315354","Quinze de Novembro (RS)","Total","Total","2436"
"4315404","Redentora (RS)","Total","Total","3939"
"4315453","Relvado (RS)","Total","Total","1371"
"4315503","Restinga Sêca (RS)","Total","Total","7767"
"4315552","Rio dos Índios (RS)","Total","Total","1868"
"4315602","Rio Grande (RS)","Total","Total","90004"
"4315701","Rio Pardo (RS)","Total","Total","17173"
"4315750","Riozinho (RS)","Total","Total","2792"
"4315800","Roca Sales (RS)","Total","Total","6760"
"4315909","Rodeio Bonito (RS)","Total","Total","3489"
"4315958","Rolador (RS)","Total","Total","1771"
"4316006","Rolante (RS)","Total","Total","12310"
"4316105","Ronda Alta (RS)","Total","Total","5438"
"4316204","Rondinha (RS)","Total","Total","3624"
"4316303","Roque Gonzales (RS)","Total","Total","3974"
"4316402","Rosário do Sul (RS)","Total","Total","17951"
"4316428","Sagrada Família (RS)","Total","Total","1446"
"4316436","Saldanha Marinho (RS)","Total","Total","1836"
"4316451","Salto do Jacuí (RS)","Total","Total","5493"
"4316477","Salvador das Missões (RS)","Total","Total","1655"
"4316501","Salvador do Sul (RS)","Total","Total","4588"
"4316600","Sananduva (RS)","Total","Total","9991"
"4316709","Santa Bárbara do Sul (RS)","Total","Total","4213"
"4316733","Santa Cecília do Sul (RS)","Total","Total","1049"
"4316758","Santa Clara do Sul (RS)","Total","Total","3833"
"4316808","Santa Cruz do Sul (RS)","Total","Total","67964"
"4316907","Santa Maria (RS)","Total","Total","131628"
"4316956","Santa Maria do Herval (RS)","Total","Total","4334"
"4316972","Santa Margarida do Sul (RS)","Total","Total","1032"
"4317004","Santana da Boa Vista (RS)","Total","Total","3433"
"4317103","Sant'Ana do Livramento (RS)","Total","Total","40927"
"4317202","Santa Rosa (RS)","Total","Total","38463"
"4317251","Santa Tereza (RS)","Total","Total","1198"
"4317301","Santa Vitória do Palmar (RS)","Total","Total","14447"
"4317400","Santiago (RS)","Total","Total","25469"
"4317509","Santo Ângelo (RS)","Total","Total","40607"
"4317558","Santo Antônio do Palma (RS)","Total","Total","1553"
"4317608","Santo Antônio da Patrulha (RS)","Total","Total","22403"
"4317707","Santo Antônio das Missões (RS)","Total","Total","6460"
"4317756","Santo Antônio do Planalto (RS)","Total","Total","1087"
"4317806","Santo Augusto (RS)","Total","Total","8029"
"4317905","Santo Cristo (RS)","Total","Total","9686"
"4317954","Santo Expedito do Sul (RS)","Total","Total","1556"
"4318002","São Borja (RS)","Total","Total","28724"
"4318051","São Domingos do Sul (RS)","Total","Total","1852"
"4318101","São Francisco de Assis (RS)","Total","Total","9582"
"4318200","São Francisco de Paula (RS)","Total","Total","10826"
"4318309","São Gabriel (RS)","Total","Total","28780"
"4318408","São Jerônimo (RS)","Total","Total","11273"
"4318424","São João da Urtiga (RS)","Total","Total","3061"
"4318432","São João do Polêsine (RS)","Total","Total","1569"
"4318440","São Jorge (RS)","Total","Total","1891"
"4318457","São José das Missões (RS)","Total","Total","1568"
"4318465","São José do Herval (RS)","Total","Total","918"
"4318481","São José do Hortêncio (RS)","Total","Total","2589"
"4318499","São José do Inhacorá (RS)","Total","Total","1519"
"4318507","São José do Norte (RS)","Total","Total","12286"
"4318606","São José do Ouro (RS)","Total","Total","4196"
"4318614","São José do Sul (RS)","Total","Total","1390"
"4318622","São José dos Ausentes (RS)","Total","Total","1579"
"4318705","São Leopoldo (RS)","Total","Total","113840"
"4318804","São Lourenço do Sul (RS)","Total","Total","25677"
"4318903","São Luiz Gonzaga (RS)","Total","Total","17010"
"4319000","São Marcos (RS)","Total","Total","12091"
"4319109","São Martinho (RS)","Total","Total","3525"
"4319125","São Martinho da Serra (RS)","Total","Total","1416"
"4319158","São Miguel das Missões (RS)","Total","Total","4066"
"4319208","São Nicolau (RS)","Total","Total","3291"
"4319307","São Paulo das Missões (RS)","Total","Total","4253"
"4319356","São Pedro da Serra (RS)","Total","Total","2125"
"4319364","São Pedro das Missões (RS)","Total","Total","1022"
"4319372","São Pedro do Butiá (RS)","Total","Total","1667"
"4319406","São Pedro do Sul (RS)","Total","Total","8631"
"4319505","São Sebastião do Caí (RS)","Total","Total","12131"
"4319604","São Sepé (RS)","Total","Total","11801"
"4319703","São Valentim (RS)","Total","Total","2332"
"4319711","São Valentim do Sul (RS)","Total","Total","1456"
"4319737","São Valério do Sul (RS)","Total","Total","1456"
"4319752","São Vendelino (RS)","Total","Total","1383"
"4319802","São Vicente do Sul (RS)","Total","Total","4218"
"4319901","Sapiranga (RS)","Total","Total","42921"
"4320008","Sapucaia do Sul (RS)","Total","Total","65638"
"4320107","Sarandi (RS)","Total","Total","12776"
"4320206","Seberi (RS)","Total","Total","6626"
"4320230","Sede Nova (RS)","Total","Total","1744"
"4320263","Segredo (RS)","Total","Total","4214"
"4320305","Selbach (RS)","Total","Total","3384"
"4320321","Senador Salgado Filho (RS)","Total","Total","1708"
"4320354","Sentinela do Sul (RS)","Total","Total","2853"
"4320404","Serafina Corrêa (RS)","Total","Total","8842"
"4320453","Sério (RS)","Total","Total","1670"
"4320503","Sertão (RS)","Total","Total","3517"
"4320552","Sertão Santana (RS)","Total","Total","3269"
"4320578","Sete de Setembro (RS)","Total","Total","1183"
"4320602","Severiano de Almeida (RS)","Total","Total","2721"
"4320651","Silveira Martins (RS)","Total","Total","1444"
"4320677","Sinimbu (RS)","Total","Total","6395"
"4320701","Sobradinho (RS)","Total","Total","8366"
"4320800","Soledade (RS)","Total","Total","15772"
"4320859","Tabaí (RS)","Total","Total","2174"
"4320909","Tapejara (RS)","Total","Total","12096"
"4321006","Tapera (RS)","Total","Total","6042"
"4321105","Tapes (RS)","Total","Total","7917"
"4321204","Taquara (RS)","Total","Total","30309"
"4321303","Taquari (RS)","Total","Total","13060"
"4321329","Taquaruçu do Sul (RS)","Total","Total","2071"
"4321352","Tavares (RS)","Total","Total","3199"
"4321402","Tenente Portela (RS)","Total","Total","6876"
