"Tabela 3603 - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, exclusive as pessoas cuja condição no domicílio era pensionista, empregado(a) doméstico(a) ou seu parente, por local de exercício do trabalho principal, segundo a situação do domicílio e as classes de rendimento nominal mensal domiciliar per capita"
"Variável - Pessoas de 10 anos ou mais de idade, residentes em domicílios particulares, ocupadas na semana de referência, cuja condição no domicílio não era pensionista, nem empregado(a) doméstico(a) ou seu parente (Pessoas)"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Ano x Local de exercício do trabalho principal x Situação do domicílio"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","2010"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Município de residência","Município de residência - no domicílio de residência","Município de residência - fora do domicílio de residência","Outro município","País estrangeiro","Mais de um município ou país"
"Cód.","Município","Classes de rendimento nominal mensal domiciliar per capita","Total","Total","Total","Total","Total","Total","Total"
"4112801","Joaquim Távora (PR)","Total","5588","5124","1119","4005","236","-","228"
"4112900","Jundiaí do Sul (PR)","Total","1638","1520","700","820","104","-","14"
"4112959","Juranda (PR)","Total","3644","3058","227","2831","431","-","156"
"4113007","Jussara (PR)","Total","3316","2957","456","2500","298","-","61"
"4113106","Kaloré (PR)","Total","2174","1943","264","1679","173","-","59"
"4113205","Lapa (PR)","Total","21500","20079","6081","13998","1179","9","233"
"4113254","Laranjal (PR)","Total","2888","2770","1488","1283","118","-","-"
"4113304","Laranjeiras do Sul (PR)","Total","14735","13739","4476","9263","854","-","142"
"4113403","Leópolis (PR)","Total","1750","1362","187","1174","326","-","62"
"4113429","Lidianópolis (PR)","Total","1893","1744","378","1366","135","-","14"
"4113452","Lindoeste (PR)","Total","2093","1760","906","854","321","-","11"
"4113502","Loanda (PR)","Total","10999","9734","1361","8373","659","-","606"
"4113601","Lobato (PR)","Total","2346","1933","269","1664","298","-","115"
"4113700","Londrina (PR)","Total","261306","247000","65882","181119","10256","21","4030"
"4113734","Luiziana (PR)","Total","3252","2869","917","1952","354","-","28"
"4113759","Lunardelli (PR)","Total","2596","2396","795","1602","182","-","17"
"4113809","Lupionópolis (PR)","Total","2298","1871","153","1718","400","-","27"
"4113908","Mallet (PR)","Total","6573","6169","2150","4018","179","-","224"
"4114005","Mamborê (PR)","Total","6326","5922","1403","4519","338","4","62"
"4114104","Mandaguaçu (PR)","Total","10018","6406","1263","5143","3137","-","475"
"4114203","Mandaguari (PR)","Total","17473","14889","3895","10994","2009","-","575"
"4114302","Mandirituba (PR)","Total","10946","8809","4034","4775","2077","-","60"
"4114351","Manfrinópolis (PR)","Total","1698","1525","471","1054","161","-","12"
"4114401","Mangueirinha (PR)","Total","8055","7643","2544","5099","389","-","23"
"4114500","Manoel Ribas (PR)","Total","7383","7030","3506","3524","282","-","71"
"4114609","Marechal Cândido Rondon (PR)","Total","26479","24951","6056","18895","715","63","750"
"4114708","Maria Helena (PR)","Total","3068","2239","882","1357","747","-","82"
"4114807","Marialva (PR)","Total","17278","14340","3331","11009","2520","-","418"
"4114906","Marilândia do Sul (PR)","Total","4185","3532","1032","2501","595","-","58"
"4115002","Marilena (PR)","Total","3288","2435","619","1817","837","3","13"
"4115101","Mariluz (PR)","Total","4393","3324","536","2788","1005","-","64"
"4115200","Maringá (PR)","Total","194394","181223","30794","150429","7477","59","5634"
"4115309","Mariópolis (PR)","Total","3211","2697","1112","1586","416","-","98"
"4115358","Maripá (PR)","Total","3498","3210","1598","1613","228","-","59"
"4115408","Marmeleiro (PR)","Total","7937","6746","3414","3332","862","-","329"
"4115457","Marquinho (PR)","Total","2973","2878","1555","1323","89","-","6"
"4115507","Marumbi (PR)","Total","2627","2061","452","1609","395","-","171"
"4115606","Matelândia (PR)","Total","8559","7815","2414","5401","408","6","330"
"4115705","Matinhos (PR)","Total","14069","12613","3518","9096","1110","-","347"
"4115739","Mato Rico (PR)","Total","2232","2130","1064","1066","102","-","-"
"4115754","Mauá da Serra (PR)","Total","3672","3328","503","2825","336","-","9"
"4115804","Medianeira (PR)","Total","23734","21680","4253","17428","1102","110","841"
"4115853","Mercedes (PR)","Total","2928","2826","1267","1559","71","-","31"
"4115903","Mirador (PR)","Total","910","671","60","611","222","-","16"
"4116000","Miraselva (PR)","Total","947","599","136","463","274","-","73"
"4116059","Missal (PR)","Total","5513","4865","1744","3120","464","45","140"
"4116109","Moreira Sales (PR)","Total","5809","4998","1115","3882","691","-","120"
"4116208","Morretes (PR)","Total","7156","6513","2926","3587","576","-","68"
"4116307","Munhoz de Melo (PR)","Total","1956","1471","418","1053","380","-","105"
"4116406","Nossa Senhora das Graças (PR)","Total","1812","1094","324","770","707","-","12"
"4116505","Nova Aliança do Ivaí (PR)","Total","699","502","53","449","197","-","-"
"4116604","Nova América da Colina (PR)","Total","1636","1380","255","1125","205","-","51"
"4116703","Nova Aurora (PR)","Total","5799","5248","1986","3261","458","-","94"
"4116802","Nova Cantu (PR)","Total","3641","3405","1374","2031","233","-","3"
"4116901","Nova Esperança (PR)","Total","13756","11443","2326","9117","1684","-","630"
"4116950","Nova Esperança do Sudoeste (PR)","Total","3120","2848","1462","1386","202","3","67"
"4117008","Nova Fátima (PR)","Total","3897","3272","721","2551","261","-","364"
"4117057","Nova Laranjeiras (PR)","Total","5721","5556","3942","1614","157","-","8"
"4117107","Nova Londrina (PR)","Total","6688","5736","928","4808","718","-","233"
"4117206","Nova Olímpia (PR)","Total","3026","2358","532","1827","615","-","52"
"4117214","Nova Santa Bárbara (PR)","Total","1667","1412","207","1205","167","-","88"
"4117222","Nova Santa Rosa (PR)","Total","4801","4521","1798","2723","159","-","121"
"4117255","Nova Prata do Iguaçu (PR)","Total","6147","5771","2420","3351","256","6","114"
"4117271","Nova Tebas (PR)","Total","3820","3675","1001","2675","125","-","19"
"4117297","Novo Itacolomi (PR)","Total","1523","1460","117","1343","58","-","5"
"4117305","Ortigueira (PR)","Total","11600","11184","6420","4764","416","-","-"
"4117404","Ourizona (PR)","Total","1789","1022","233","789","552","-","215"
"4117453","Ouro Verde do Oeste (PR)","Total","2793","2142","682","1460","641","-","10"
"4117503","Paiçandu (PR)","Total","18631","8845","2726","6120","9469","-","316"
"4117602","Palmas (PR)","Total","18607","17719","7022","10697","737","5","145"
"4117701","Palmeira (PR)","Total","15140","14279","4194","10086","633","-","228"
"4117800","Palmital (PR)","Total","7554","7085","3344","3740","385","-","84"
"4117909","Palotina (PR)","Total","16678","15884","2158","13726","511","33","250"
"4118006","Paraíso do Norte (PR)","Total","6330","5653","552","5101","639","-","38"
"4118105","Paranacity (PR)","Total","5018","4463","832","3632","482","15","58"
"4118204","Paranaguá (PR)","Total","60569","58976","11674","47302","1181","-","413"
"4118303","Paranapoema (PR)","Total","1334","977","38","939","354","-","3"
"4118402","Paranavaí (PR)","Total","41076","37813","6138","31675","1672","-","1591"
"4118451","Pato Bragado (PR)","Total","2898","2686","348","2338","134","9","69"
"4118501","Pato Branco (PR)","Total","38370","36125","10700","25425","1202","13","1030"
"4118600","Paula Freitas (PR)","Total","2266","2059","702","1356","187","-","20"
"4118709","Paulo Frontin (PR)","Total","3732","3598","1714","1885","79","-","55"
"4118808","Peabiru (PR)","Total","6255","4879","1542","3337","1202","-","174"
"4118857","Perobal (PR)","Total","2787","2287","695","1592","413","3","84"
"4118907","Pérola (PR)","Total","5864","5620","966","4654","195","-","48"
"4119004","Pérola d'Oeste (PR)","Total","4146","3784","2207","1577","263","-","99"
"4119103","Piên (PR)","Total","6101","5297","2443","2853","727","-","77"
"4119152","Pinhais (PR)","Total","58625","30478","7926","22553","27272","13","861"
"4119202","Pinhalão (PR)","Total","3182","2912","579","2333","205","-","65"
"4119251","Pinhal de São Bento (PR)","Total","1553","1497","834","663","49","-","7"
"4119301","Pinhão (PR)","Total","15222","14048","5525","8523","1147","-","27"
"4119400","Piraí do Sul (PR)","Total","9113","8383","2097","6286","575","19","135"
"4119509","Piraquara (PR)","Total","40601","17123","6806","10317","23032","-","446"
"4119608","Pitanga (PR)","Total","17433","16525","7333","9191","586","-","323"
"4119657","Pitangueiras (PR)","Total","1524","1090","24","1066","341","-","92"
"4119707","Planaltina do Paraná (PR)","Total","2059","1900","119","1780","135","-","24"
"4119806","Planalto (PR)","Total","8584","7687","4536","3150","777","-","120"
"4119905","Ponta Grossa (PR)","Total","138494","130528","26508","104020","5726","20","2220"
"4119954","Pontal do Paraná (PR)","Total","9513","8438","1969","6469","952","-","123"
"4120002","Porecatu (PR)","Total","6856","5637","1032","4605","1106","5","108"
"4120101","Porto Amazonas (PR)","Total","2241","1956","366","1591","260","-","25"
"4120150","Porto Barreiro (PR)","Total","2336","2242","1609","633","88","-","6"
"4120200","Porto Rico (PR)","Total","1265","1179","193","986","76","2","8"
"4120309","Porto Vitória (PR)","Total","2031","1854","717","1137","161","-","15"
"4120333","Prado Ferreira (PR)","Total","1653","1195","247","947","415","-","44"
"4120358","Pranchita (PR)","Total","3299","3034","1269","1765","140","6","119"
"4120408","Presidente Castelo Branco (PR)","Total","2339","1509","270","1239","727","-","103"
"4120507","Primeiro de Maio (PR)","Total","4853","4271","350","3921","496","-","86"
"4120606","Prudentópolis (PR)","Total","27910","27038","12382","14656","746","-","127"
"4120655","Quarto Centenário (PR)","Total","2226","1728","261","1467","425","-","73"
"4120705","Quatiguá (PR)","Total","3456","2933","356","2577","356","6","161"
"4120804","Quatro Barras (PR)","Total","9922","6068","2078","3990","3694","-","160"
"4120853","Quatro Pontes (PR)","Total","2239","1951","813","1138","230","3","55"
"4120903","Quedas do Iguaçu (PR)","Total","15238","14307","6467","7840","884","-","47"
"4121000","Querência do Norte (PR)","Total","6151","5624","1690","3934","374","-","152"
"4121109","Quinta do Sol (PR)","Total","2648","2006","424","1581","581","-","62"
"4121208","Quitandinha (PR)","Total","7564","6372","2913","3459","1030","-","162"
"4121257","Ramilândia (PR)","Total","1781","1431","749","682","321","-","29"
"4121307","Rancho Alegre (PR)","Total","1831","1397","299","1098","354","-","80"
"4121356","Rancho Alegre D'Oeste (PR)","Total","1310","1050","373","677","244","-","15"
"4121406","Realeza (PR)","Total","9245","8407","2563","5845","479","-","359"
"4121505","Rebouças (PR)","Total","6438","5996","2485","3511","409","-","32"
"4121604","Renascença (PR)","Total","4044","3683","744","2939","193","-","168"
"4121703","Reserva (PR)","Total","11143","10417","3417","7000","638","-","89"
"4121752","Reserva do Iguaçu (PR)","Total","2971","2701","1109","1592","254","-","15"
"4121802","Ribeirão Claro (PR)","Total","4764","4565","1145","3420","176","-","23"
"4121901","Ribeirão do Pinhal (PR)","Total","6348","5363","1106","4257","822","-","163"
"4122008","Rio Azul (PR)","Total","7854","7758","3448","4310","82","-","14"
"4122107","Rio Bom (PR)","Total","1516","1342","485","857","167","-","7"
"4122156","Rio Bonito do Iguaçu (PR)","Total","8082","7739","3805","3933","315","-","28"
"4122172","Rio Branco do Ivaí (PR)","Total","1793","1640","503","1137","139","-","13"
"4122206","Rio Branco do Sul (PR)","Total","13962","9868","3689","6179","4025","-","69"
"4122305","Rio Negro (PR)","Total","15040","12453","4843","7611","2410","8","168"
"4122404","Rolândia (PR)","Total","30789","27239","7077","20162","2926","-","625"
"4122503","Roncador (PR)","Total","5754","5422","2264","3158","323","-","9"
"4122602","Rondon (PR)","Total","5037","4756","849","3907","164","-","117"
"4122651","Rosário do Ivaí (PR)","Total","2616","2549","1172","1377","56","-","11"
"4122701","Sabáudia (PR)","Total","3343","2698","325","2373","628","-","17"
"4122800","Salgado Filho (PR)","Total","2507","2365","895","1470","102","-","40"
"4122909","Salto do Itararé (PR)","Total","2760","2541","459","2082","214","-","5"
"4123006","Salto do Lontra (PR)","Total","7654","6941","3023","3918","564","7","141"
"4123105","Santa Amélia (PR)","Total","1713","1598","207","1391","103","-","12"
"4123204","Santa Cecília do Pavão (PR)","Total","1669","1459","497","963","187","-","23"
"4123303","Santa Cruz de Monte Castelo (PR)","Total","4617","4062","1398","2665","489","-","66"
"4123402","Santa Fé (PR)","Total","5705","4778","383","4395","573","-","355"
"4123501","Santa Helena (PR)","Total","12977","12056","4388","7668","657","62","203"
"4123600","Santa Inês (PR)","Total","811","513","16","497","298","-","-"
"4123709","Santa Isabel do Ivaí (PR)","Total","4429","3829","449","3380","467","-","134"
"4123808","Santa Izabel do Oeste (PR)","Total","6099","5557","1907","3650","451","-","91"
"4123824","Santa Lúcia (PR)","Total","2066","1750","637","1113","257","-","59"
"4123857","Santa Maria do Oeste (PR)","Total","5554","5072","2510","2562","462","-","20"
"4123907","Santa Mariana (PR)","Total","5588","4573","664","3909","775","-","240"
"4123956","Santa Mônica (PR)","Total","1844","1675","560","1116","85","1","83"
"4124004","Santana do Itararé (PR)","Total","2114","1897","667","1230","190","-","27"
"4124020","Santa Tereza do Oeste (PR)","Total","5018","3703","1104","2599","1265","11","38"
"4124053","Santa Terezinha de Itaipu (PR)","Total","10229","7214","1288","5926","2246","215","554"
"4124103","Santo Antônio da Platina (PR)","Total","20642","18498","3978","14520","1573","-","571"
"4124202","Santo Antônio do Caiuá (PR)","Total","1169","849","317","532","294","-","26"
"4124301","Santo Antônio do Paraíso (PR)","Total","1046","900","183","717","123","-","23"
"4124400","Santo Antônio do Sudoeste (PR)","Total","9331","8798","3419","5379","301","57","175"
"4124509","Santo Inácio (PR)","Total","2636","2353","120","2233","270","-","14"
"4124608","São Carlos do Ivaí (PR)","Total","3126","2984","231","2753","103","-","39"
"4124707","São Jerônimo da Serra (PR)","Total","4687","4540","1726","2814","147","-","-"
"4124806","São João (PR)","Total","5450","5209","2101","3109","184","-","57"
"4124905","São João do Caiuá (PR)","Total","2536","1898","418","1480","626","-","13"
"4125001","São João do Ivaí (PR)","Total","5431","4390","811","3579","789","-","252"
"4125100","São João do Triunfo (PR)","Total","6807","6591","2162","4429","176","-","40"
"4125209","São Jorge d'Oeste (PR)","Total","5066","4743","2252","2490","280","-","43"
"4125308","São Jorge do Ivaí (PR)","Total","2792","2286","234","2052","428","-","78"
"4125357","São Jorge do Patrocínio (PR)","Total","3640","3348","138","3210","247","-","46"
"4125407","São José da Boa Vista (PR)","Total","3224","2855","1155","1700","331","-","38"
"4125456","São José das Palmeiras (PR)","Total","1833","1418","552","866","380","-","35"
"4125506","São José dos Pinhais (PR)","Total","139266","105802","22602","83200","31654","33","1777"
"4125555","São Manoel do Paraná (PR)","Total","1156","993","83","910","154","-","10"
"4125605","São Mateus do Sul (PR)","Total","20553","19499","5773","13725","928","-","126"
"4125704","São Miguel do Iguaçu (PR)","Total","12757","11825","3916","7909","683","43","206"
"4125753","São Pedro do Iguaçu (PR)","Total","3228","2573","1126","1447","610","-","44"
"4125803","São Pedro do Ivaí (PR)","Total","5472","5211","1006","4205","196","5","60"
"4125902","São Pedro do Paraná (PR)","Total","1186","1082","134","948","93","-","10"
"4126009","São Sebastião da Amoreira (PR)","Total","3928","2852","595","2256","1001","-","76"
"4126108","São Tomé (PR)","Total","2771","2450","278","2172","258","3","60"
"4126207","Sapopema (PR)","Total","3474","3212","938","2274","179","-","84"
"4126256","Sarandi (PR)","Total","40797","19187","5299","13888","20871","-","738"
"4126272","Saudade do Iguaçu (PR)","Total","2713","2366","1144","1221","344","-","3"
"4126306","Sengés (PR)","Total","7232","6779","1798","4981","387","-","65"
"4126355","Serranópolis do Iguaçu (PR)","Total","2999","2705","1554","1151","240","3","51"
"4126405","Sertaneja (PR)","Total","2717","2319","352","1966","362","-","36"
"4126504","Sertanópolis (PR)","Total","7971","7214","989","6225","582","-","175"
"4126603","Siqueira Campos (PR)","Total","9068","8620","1683","6938","260","-","188"
"4126652","Sulina (PR)","Total","1579","1542","797","745","29","-","9"
"4126678","Tamarana (PR)","Total","5577","5156","1997","3159","349","5","68"
"4126702","Tamboara (PR)","Total","2337","1770","274","1496","339","7","221"
"4126801","Tapejara (PR)","Total","6713","6364","771","5592","222","6","121"
"4126900","Tapira (PR)","Total","3154","2611","973","1638","530","-","12"
"4127007","Teixeira Soares (PR)","Total","4809","4515","1656","2859","275","-","19"
"4127106","Telêmaco Borba (PR)","Total","29499","28165","5552","22613","1028","10","297"
"4127205","Terra Boa (PR)","Total","8517","7097","818","6279","1062","-","358"
"4127304","Terra Rica (PR)","Total","7580","7071","1191","5879","422","-","87"
"4127403","Terra Roxa (PR)","Total","9516","8899","1965","6934","496","-","121"
"4127502","Tibagi (PR)","Total","7795","7344","2332","5012","445","-","6"
"4127601","Tijucas do Sul (PR)","Total","7263","6428","1810","4618","747","3","84"
"4127700","Toledo (PR)","Total","66851","63406","13910","49496","2294","11","1140"
"4127809","Tomazina (PR)","Total","4523","4188","1479","2709","303","-","32"
"4127858","Três Barras do Paraná (PR)","Total","6550","6335","3458","2877","176","4","35"
"4127882","Tunas do Paraná (PR)","Total","2398","2327","826","1501","69","-","2"
"4127908","Tuneiras do Oeste (PR)","Total","3947","3057","665","2392","772","-","118"
"4127957","Tupãssi (PR)","Total","4328","3843","945","2899","415","-","70"
"4127965","Turvo (PR)","Total","6516","6142","2316","3826","300","-","75"
"4128005","Ubiratã (PR)","Total","10205","9617","2231","7386","375","-","213"
"4128104","Umuarama (PR)","Total","52437","49227","10476","38750","1672","9","1529"
"4128203","União da Vitória (PR)","Total","24035","20091","3711","16379","3376","-","568"
"4128302","Uniflor (PR)","Total","1297","976","48","928","318","2","-"
"4128401","Uraí (PR)","Total","5530","4919","849","4070","507","10","94"
"4128500","Wenceslau Braz (PR)","Total","8711","7640","1757","5883","682","-","389"
"4128534","Ventania (PR)","Total","4197","3858","1020","2838","322","-","17"
"4128559","Vera Cruz do Oeste (PR)","Total","4038","3316","856","2460","529","-","193"
"4128609","Verê (PR)","Total","4515","4226","2358","1868","242","-","47"
"4128625","Alto Paraíso (PR)","Total","1145","1113","114","999","29","-","3"
"4128633","Doutor Ulysses (PR)","Total","2399","2268","1256","1012","125","-","7"
"4128658","Virmond (PR)","Total","2258","2183","1241","942","68","-","7"
"4128708","Vitorino (PR)","Total","3312","2327","1486","841","866","-","119"
"4128807","Xambrê (PR)","Total","2789","2287","642","1645","456","-","45"
"4200051","Abdon Batista (SC)","Total","1091","1050","465","586","41","-","-"
"4200101","Abelardo Luz (SC)","Total","8730","8374","3775","4599","288","-","68"
"4200200","Agrolândia (SC)","Total","5589","5228","1591","3637","262","-","99"
"4200309","Agronômica (SC)","Total","3013","2661","1501","1161","326","-","26"
"4200408","Água Doce (SC)","Total","3770","3382","1679","1703","276","-","113"
"4200507","Águas de Chapecó (SC)","Total","3255","2936","1374","1562","286","-","32"
"4200556","Águas Frias (SC)","Total","1401","1338","772","566","34","-","29"
"4200606","Águas Mornas (SC)","Total","3719","2804","1837","967","901","-","14"
"4200705","Alfredo Wagner (SC)","Total","5236","5070","2591","2479","122","-","43"
"4200754","Alto Bela Vista (SC)","Total","1240","1147","735","412","79","-","14"
"4200804","Anchieta (SC)","Total","3830","3681","1146","2534","105","2","42"
"4200903","Angelina (SC)","Total","3089","2852","1150","1702","229","-","9"
"4201000","Anita Garibaldi (SC)","Total","4659","4494","2059","2435","161","-","4"
"4201109","Anitápolis (SC)","Total","1984","1952","823","1129","32","-","-"
"4201208","Antônio Carlos (SC)","Total","4227","3549","1915","1634","642","-","35"
"4201257","Apiúna (SC)","Total","6087","5602","1606","3997","385","-","100"
"4201273","Arabutã (SC)","Total","2958","2556","1683","872","345","6","51"
"4201307","Araquari (SC)","Total","12063","7365","2629","4737","4640","-","57"
"4201406","Araranguá (SC)","Total","33269","30017","6630","23387","2503","10","739"
"4201505","Armazém (SC)","Total","4688","4258","859","3399","342","-","87"
"4201604","Arroio Trinta (SC)","Total","2163","1877","753","1124","187","2","98"
"4201653","Arvoredo (SC)","Total","1604","1427","987","440","178","-","-"
"4201703","Ascurra (SC)","Total","4209","3323","998","2325","858","-","27"
"4201802","Atalanta (SC)","Total","2111","1930","1173","757","140","-","41"
"4201901","Aurora (SC)","Total","3454","2890","1817","1074","489","-","75"
"4201950","Balneário Arroio do Silva (SC)","Total","4269","2706","833","1873","1455","-","108"
"4202008","Balneário Camboriú (SC)","Total","60541","49196","11173","38023","9628","-","1717"
"4202057","Balneário Barra do Sul (SC)","Total","3362","2741","556","2186","578","-","43"
"4202073","Balneário Gaivota (SC)","Total","3870","2623","698","1925","1051","3","193"
"4202081","Bandeirante (SC)","Total","1632","1487","85","1402","124","5","16"
"4202099","Barra Bonita (SC)","Total","1166","1107","527","580","54","-","5"
"4202107","Barra Velha (SC)","Total","10266","8309","1615","6694","1714","5","238"
"4202131","Bela Vista do Toldo (SC)","Total","2928","2838","2029","809","82","-","7"
"4202156","Belmonte (SC)","Total","1653","1467","959","508","170","-","16"
"4202206","Benedito Novo (SC)","Total","5888","4895","1223","3672","872","-","121"
"4202305","Biguaçu (SC)","Total","29618","17502","6386","11116","11773","4","338"
"4202404","Blumenau (SC)","Total","179969","171313","42349","128965","6594","29","2033"
"4202438","Bocaina do Sul (SC)","Total","1511","1357","665","693","126","-","28"
"4202453","Bombinhas (SC)","Total","7190","6370","1232","5139","657","-","163"
"4202503","Bom Jardim da Serra (SC)","Total","1959","1860","645","1215","99","-","-"
"4202537","Bom Jesus (SC)","Total","1279","1168","403","765","95","-","16"
"4202578","Bom Jesus do Oeste (SC)","Total","1502","1387","408","979","95","-","19"
"4202602","Bom Retiro (SC)","Total","4711","4502","1529","2974","151","-","57"
"4202701","Botuverá (SC)","Total","2849","2527","793","1734","298","-","24"
"4202800","Braço do Norte (SC)","Total","16914","15111","3383","11728","1188","-","616"
"4202859","Braço do Trombudo (SC)","Total","2177","2026","659","1367","131","-","21"
"4202875","Brunópolis (SC)","Total","1457","1385","967","418","65","-","7"
"4202909","Brusque (SC)","Total","62998","60096","17495","42601","2368","-","533"
"4203006","Caçador (SC)","Total","33734","32453","5929","26524","943","-","338"
"4203105","Caibi (SC)","Total","4021","3736","587","3149","167","-","118"
"4203154","Calmon (SC)","Total","1568","1468","638","830","100","-","-"
"4203204","Camboriú (SC)","Total","32543","16298","4075","12224","15550","8","687"
"4203253","Capão Alto (SC)","Total","1434","1371","783","589","54","-","8"
"4203303","Campo Alegre (SC)","Total","6175","5283","1650","3633","805","-","87"
"4203402","Campo Belo do Sul (SC)","Total","3847","3714","1613","2100","93","-","41"
"4203501","Campo Erê (SC)","Total","4967","4486","2116","2370","365","-","115"
"4203600","Campos Novos (SC)","Total","16171","15162","4148","11014","786","-","223"
"4203709","Canelinha (SC)","Total","4847","3814","779","3034","949","-","85"
"4203808","Canoinhas (SC)","Total","24713","23532","6079","17453","981","-","199"
"4203907","Capinzal (SC)","Total","11013","10209","1316","8893","706","-","99"
"4203956","Capivari de Baixo (SC)","Total","10775","6129","1326","4803","4500","-","146"
"4204004","Catanduvas (SC)","Total","4720","3944","321","3622","438","-","339"
"4204103","Caxambu do Sul (SC)","Total","2871","2593","1790","803","268","-","10"
"4204152","Celso Ramos (SC)","Total","1393","1304","604","700","53","-","36"
"4204178","Cerro Negro (SC)","Total","1877","1760","979","781","111","-","6"
"4204194","Chapadão do Lageado (SC)","Total","1779","1729","961","768","34","-","17"
"4204202","Chapecó (SC)","Total","104280","99415","23754","75661","2430","10","2425"
"4204251","Cocal do Sul (SC)","Total","8091","5799","1230","4569","1985","126","181"
"4204301","Concórdia (SC)","Total","40417","38421","8659","29762","966","10","1021"
"4204350","Cordilheira Alta (SC)","Total","2223","1837","793","1044","353","2","32"
"4204400","Coronel Freitas (SC)","Total","6013","5424","2773","2650","437","-","152"
"4204459","Coronel Martins (SC)","Total","1237","1181","779","403","55","-","-"
"4204509","Corupá (SC)","Total","7548","6324","1918","4406","1186","5","33"
"4204558","Correia Pinto (SC)","Total","6250","5548","2195","3353","604","6","92"
"4204608","Criciúma (SC)","Total","101938","89829","15689","74140","10441","17","1650"
"4204707","Cunha Porã (SC)","Total","7045","6517","2135","4383","268","-","260"
"4204756","Cunhataí (SC)","Total","1369","1292","969","323","73","-","4"
"4204806","Curitibanos (SC)","Total","16893","15764","3506","12257","821","-","308"
"4204905","Descanso (SC)","Total","5822","5131","2330","2800","519","-","172"
"4205001","Dionísio Cerqueira (SC)","Total","6738","5602","2246","3356","836","34","266"
"4205100","Dona Emma (SC)","Total","2534","2420","1168","1252","67","3","43"
"4205159","Doutor Pedrinho (SC)","Total","1949","1696","403","1293","221","-","32"
"4205175","Entre Rios (SC)","Total","1468","1192","432","760","257","-","20"
"4205191","Ermo (SC)","Total","1185","964","286","678","219","-","2"
"4205209","Erval Velho (SC)","Total","2143","1827","621","1206","296","-","21"
"4205308","Faxinal dos Guedes (SC)","Total","5588","5180","1230","3950","340","-","69"
"4205357","Flor do Sertão (SC)","Total","1103","995","460","535","96","-","12"
"4205407","Florianópolis (SC)","Total","226719","208203","37806","170397","15673","161","2682"
"4205431","Formosa do Sul (SC)","Total","1413","1211","838","373","126","-","75"
"4205456","Forquilhinha (SC)","Total","12836","8370","2793","5577","3972","-","493"
"4205506","Fraiburgo (SC)","Total","15604","14006","2027","11979","1389","-","208"
"4205555","Frei Rogério (SC)","Total","1171","1125","64","1060","35","-","11"
"4205605","Galvão (SC)","Total","1804","1664","960","704","111","-","28"
"4205704","Garopaba (SC)","Total","8902","7900","1036","6864","825","10","166"
"4205803","Garuva (SC)","Total","7624","6801","1392","5409","751","-","71"
"4205902","Gaspar (SC)","Total","33389","28133","10334","17799","4920","-","336"
"4206009","Governador Celso Ramos (SC)","Total","6716","3893","886","3006","2728","-","95"
"4206108","Grão-Pará (SC)","Total","4088","3891","1995","1897","184","-","12"
"4206207","Gravatal (SC)","Total","5573","4098","980","3118","1359","-","116"
"4206306","Guabiruba (SC)","Total","10501","8128","2238","5890","2197","-","175"
"4206405","Guaraciaba (SC)","Total","7037","6592","3184","3408","293","-","152"
"4206504","Guaramirim (SC)","Total","17583","13895","5396","8499","3574","-","113"
"4206603","Guarujá do Sul (SC)","Total","2817","2373","557","1817","377","-","66"
"4206652","Guatambú (SC)","Total","2470","2125","1203","922","304","-","42"
"4206702","Herval d'Oeste (SC)","Total","11039","5850","1485","4365","4551","-","638"
"4206751","Ibiam (SC)","Total","1154","1076","123","952","54","-","24"
"4206801","Ibicaré (SC)","Total","1815","1525","779","745","243","-","48"
"4206900","Ibirama (SC)","Total","10146","9105","2079","7026","900","-","142"
"4207007","Içara (SC)","Total","30350","23759","7525","16234","5917","-","674"
"4207106","Ilhota (SC)","Total","6788","5035","1326","3709","1705","-","48"
"4207205","Imaruí (SC)","Total","4538","3890","1659","2231","643","-","5"
"4207304","Imbituba (SC)","Total","18227","16424","3033","13391","1430","20","352"
"4207403","Imbuia (SC)","Total","3237","2970","1233","1737","113","-","154"
"4207502","Indaial (SC)","Total","33419","28039","7064","20975","4906","-","474"
"4207577","Iomerê (SC)","Total","1641","1380","255","1124","259","-","3"
"4207601","Ipira (SC)","Total","2964","2210","1414","795","619","-","135"
"4207650","Iporã do Oeste (SC)","Total","5559","5018","655","4363","266","-","275"
"4207684","Ipuaçu (SC)","Total","2683","2308","840","1468","373","-","2"
"4207700","Ipumirim (SC)","Total","4332","3987","912","3076","103","-","242"
"4207759","Iraceminha (SC)","Total","2818","2573","1484","1089","197","-","48"
"4207809","Irani (SC)","Total","5228","4196","1808","2388","848","10","173"
"4207858","Irati (SC)","Total","1056","960","828","132","94","-","2"
"4207908","Irineópolis (SC)","Total","5616","5426","1789","3637","170","-","20"
"4208005","Itá (SC)","Total","3848","3465","1515","1950","356","-","27"
"4208104","Itaiópolis (SC)","Total","10933","10525","5391","5134","307","-","102"
"4208203","Itajaí (SC)","Total","98629","89156","17374","71782","7335","18","2120"
"4208302","Itapema (SC)","Total","23070","18743","5278","13464","3719","-","608"
