Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Município;
3102852;Angelândia (MG);3386
3102902;Antônio Carlos (MG);3174
3103009;Antônio Dias (MG);3203
3103108;Antônio Prado de Minas (MG);408
3103207;Araçaí (MG);686
3103306;Aracitaba (MG);530
3103405;Araçuaí (MG);12240
3103504;Araguari (MG);29430
3103603;Arantina (MG);812
3103702;Araponga (MG);2726
3103751;Araporã (MG);1962
3103801;Arapuá (MG);702
3103900;Araújos (MG);2372
3104007;Araxá (MG);25362
3104106;Arceburgo (MG);2681
3104205;Arcos (MG);9566
3104304;Areado (MG);3817
3104403;Argirita (MG);753
3104452;Aricanduva (MG);1848
3104502;Arinos (MG);6545
3104601;Astolfo Dutra (MG);3425
3104700;Ataléia (MG);4912
3104809;Augusto de Lima (MG);1662
3104908;Baependi (MG);5106
3105004;Baldim (MG);2415
3105103;Bambuí (MG);5617
3105202;Bandeira (MG);1534
3105301;Bandeira do Sul (MG);1558
3105400;Barão de Cocais (MG);8703
3105509;Barão de Monte Alto (MG);1659
3105608;Barbacena (MG);34126
3105707;Barra Longa (MG);1657
3105905;Barroso (MG);5726
3106002;Bela Vista de Minas (MG);3103
3106101;Belmiro Braga (MG);1009
3106200;Belo Horizonte (MG);593679
3106309;Belo Oriente (MG);7869
3106408;Belo Vale (MG);2040
3106507;Berilo (MG);4452
3106606;Bertópolis (MG);1675
3106655;Berizal (MG);1508
3106705;Betim (MG);122095
3106804;Bias Fortes (MG);1050
3106903;Bicas (MG);3587
3107000;Biquinhas (MG);639
3107109;Boa Esperança (MG);11752
3107208;Bocaina de Minas (MG);1349
3107307;Bocaiúva (MG);15687
3107406;Bom Despacho (MG);13154
3107505;Bom Jardim de Minas (MG);1821
3107604;Bom Jesus da Penha (MG);1072
3107703;Bom Jesus do Amparo (MG);1694
3107802;Bom Jesus do Galho (MG);4636
3107901;Bom Repouso (MG);3117
3108008;Bom Sucesso (MG);4861
3108107;Bonfim (MG);1635
3108206;Bonfinópolis de Minas (MG);1868
3108255;Bonito de Minas (MG);4014
3108305;Borda da Mata (MG);4357
3108404;Botelhos (MG);4142
3108503;Botumirim (MG);2617
3108552;Brasilândia de Minas (MG);5400
3108602;Brasília de Minas (MG);10629
3108701;Brás Pires (MG);1462
3108800;Braúnas (MG);1520
3108909;Brazópolis (MG);4212
3109006;Brumadinho (MG);9842
3109105;Bueno Brandão (MG);2844
3109204;Buenópolis (MG);3247
3109253;Bugre (MG);1279
3109303;Buritis (MG);8385
3109402;Buritizeiro (MG);9948
3109451;Cabeceira Grande (MG);2261
3109501;Cabo Verde (MG);3857
3109600;Cachoeira da Prata (MG);929
3109709;Cachoeira de Minas (MG);3139
3109808;Cachoeira Dourada (MG);758
3109907;Caetanópolis (MG);2855
3110004;Caeté (MG);11743
3110103;Caiana (MG);1598
3110202;Cajuri (MG);1152
3110301;Caldas (MG);3494
3110400;Camacho (MG);841
3110509;Camanducaia (MG);6248
3110608;Cambuí (MG);6838
3110707;Cambuquira (MG);3638
3110806;Campanário (MG);1269
3110905;Campanha (MG);4697
3111002;Campestre (MG);5866
3111101;Campina Verde (MG);4996
3111150;Campo Azul (MG);1339
3111200;Campo Belo (MG);13511
3111309;Campo do Meio (MG);3384
3111408;Campo Florido (MG);2260
3111507;Campos Altos (MG);4526
3111606;Campos Gerais (MG);8681
3111705;Canaã (MG);1258
3111804;Canápolis (MG);3156
3111903;Cana Verde (MG);1489
3112000;Candeias (MG);3587
3112059;Cantagalo (MG);1475
3112109;Caparaó (MG);1804
3112208;Capela Nova (MG);1252
3112307;Capelinha (MG);13161
3112406;Capetinga (MG);2110
3112505;Capim Branco (MG);2657
3112604;Capinópolis (MG);4403
3112653;Capitão Andrade (MG);1623
3112703;Capitão Enéas (MG);5560
3112802;Capitólio (MG);2176
3112901;Caputira (MG);3009
3113008;Caraí (MG);8777
3113107;Caranaíba (MG);987
3113206;Carandaí (MG);6855
3113305;Carangola (MG);9062
3113404;Caratinga (MG);25805
3113503;Carbonita (MG);3176
3113602;Careaçu (MG);1883
3113701;Carlos Chagas (MG);6077
3113800;Carmésia (MG);812
3113909;Carmo da Cachoeira (MG);3926
3114006;Carmo da Mata (MG);3074
3114105;Carmo de Minas (MG);4523
3114204;Carmo do Cajuru (MG);5977
3114303;Carmo do Paranaíba (MG);8299
3114402;Carmo do Rio Claro (MG);5726
3114501;Carmópolis de Minas (MG);4934
3114550;Carneirinho (MG);2596
3114600;Carrancas (MG);1175
3114709;Carvalhópolis (MG);934
3114808;Carvalhos (MG);1171
3114907;Casa Grande (MG);633
3115003;Cascalho Rico (MG);765
3115102;Cássia (MG);5059
3115201;Conceição da Barra de Minas (MG);1134
3115300;Cataguases (MG);18051
3115359;Catas Altas (MG);1546
3115409;Catas Altas da Noruega (MG);1107
3115458;Catuji (MG);2692
3115474;Catuti (MG);1844
3115508;Caxambu (MG);6019
3115607;Cedro do Abaeté (MG);347
3115706;Central de Minas (MG);1951
3115805;Centralina (MG);2828
3115904;Chácara (MG);783
3116001;Chalé (MG);1657
3116100;Chapada do Norte (MG);6024
3116159;Chapada Gaúcha (MG);4425
3116209;Chiador (MG);804
3116308;Cipotânea (MG);1943
3116407;Claraval (MG);1425
3116506;Claro dos Poções (MG);2438
3116605;Cláudio (MG);7719
3116704;Coimbra (MG);1989
3116803;Coluna (MG);3222
3116902;Comendador Gomes (MG);853
3117009;Comercinho (MG);2899
3117108;Conceição da Aparecida (MG);2869
3117207;Conceição das Pedras (MG);714
3117306;Conceição das Alagoas (MG);7225
3117405;Conceição de Ipanema (MG);1233
3117504;Conceição do Mato Dentro (MG);6345
3117603;Conceição do Pará (MG);1465
3117702;Conceição do Rio Verde (MG);4134
3117801;Conceição dos Ouros (MG);3191
3117836;Cônego Marinho (MG);2669
3117876;Confins (MG);1795
3117900;Congonhal (MG);2677
3118007;Congonhas (MG);14355
3118106;Congonhas do Norte (MG);1784
3118205;Conquista (MG);1862
3118304;Conselheiro Lafaiete (MG);31769
3118403;Conselheiro Pena (MG);7014
3118502;Consolação (MG);489
3118601;Contagem (MG);169750
3118700;Coqueiral (MG);2831
3118809;Coração de Jesus (MG);8975
3118908;Cordisburgo (MG);2369
3119005;Cordislândia (MG);1108
3119104;Corinto (MG);7411
3119203;Coroaci (MG);3341
3119302;Coromandel (MG);7556
3119401;Coronel Fabriciano (MG);30315
3119500;Coronel Murta (MG);3046
3119609;Coronel Pacheco (MG);765
3119708;Coronel Xavier Chaves (MG);918
3119807;Córrego Danta (MG);875
3119906;Córrego do Bom Jesus (MG);871
3119955;Córrego Fundo (MG);1548
3120003;Córrego Novo (MG);976
3120102;Couto de Magalhães de Minas (MG);1432
3120151;Crisólita (MG);2276
3120201;Cristais (MG);3172
3120300;Cristália (MG);2549
3120409;Cristiano Otoni (MG);1581
3120508;Cristina (MG);2881
3120607;Crucilândia (MG);1279
3120706;Cruzeiro da Fortaleza (MG);1293
3120805;Cruzília (MG);4343
3120839;Cuparaque (MG);1528
3120870;Curral de Dentro (MG);2615
3120904;Curvelo (MG);22544
3121001;Datas (MG);1859
3121100;Delfim Moreira (MG);2388
3121209;Delfinópolis (MG);2062
3121258;Delta (MG);2650
3121308;Descoberto (MG);1305
3121407;Desterro de Entre Rios (MG);1851
3121506;Desterro do Melo (MG);793
3121605;Diamantina (MG);14910
3121704;Diogo de Vasconcelos (MG);1225
3121803;Dionísio (MG);2471
3121902;Divinésia (MG);1030
3122009;Divino (MG);6293
3122108;Divino das Laranjeiras (MG);1534
3122207;Divinolândia de Minas (MG);2497
3122306;Divinópolis (MG);56571
3122355;Divisa Alegre (MG);2283
3122405;Divisa Nova (MG);1868
3122454;Divisópolis (MG);3026
3122470;Dom Bosco (MG);1281
3122504;Dom Cavati (MG);1512
3122603;Dom Joaquim (MG);1508
3122702;Dom Silvério (MG);1302
3122801;Dom Viçoso (MG);810
3122900;Dona Euzébia (MG);1765
3123007;Dores de Campos (MG);2526
3123106;Dores de Guanhães (MG);1722
3123205;Dores do Indaiá (MG);3709
3123304;Dores do Turvo (MG);1348
3123403;Doresópolis (MG);413
3123502;Douradoquara (MG);474
3123528;Durandé (MG);2643
3123601;Elói Mendes (MG);7623
3123700;Engenheiro Caldas (MG);3522
3123809;Engenheiro Navarro (MG);2409
3123858;Entre Folhas (MG);1567
3123908;Entre Rios de Minas (MG);3952
3124005;Ervália (MG);5394
3124104;Esmeraldas (MG);21115
3124203;Espera Feliz (MG);7136
3124302;Espinosa (MG);10398
3124401;Espírito Santo do Dourado (MG);1143
3124500;Estiva (MG);2892
3124609;Estrela Dalva (MG);698
3124708;Estrela do Indaiá (MG);940
3124807;Estrela do Sul (MG);2150
3124906;Eugenópolis (MG);2736
3125002;Ewbank da Câmara (MG);1196
3125101;Extrema (MG);8157
3125200;Fama (MG);589
3125309;Faria Lemos (MG);1030
3125408;Felício dos Santos (MG);1915
3125507;São Gonçalo do Rio Preto (MG);1043
3125606;Felisburgo (MG);2492
3125705;Felixlândia (MG);4338
3125804;Fernandes Tourinho (MG);971
3125903;Ferros (MG);3315
3125952;Fervedouro (MG);3533
3126000;Florestal (MG);1923
3126109;Formiga (MG);16623
3126208;Formoso (MG);3039
3126307;Fortaleza de Minas (MG);1199
3126406;Fortuna de Minas (MG);827
3126505;Francisco Badaró (MG);3105
3126604;Francisco Dumont (MG);1737
3126703;Francisco Sá (MG);8482
3126752;Franciscópolis (MG);2110
3126802;Frei Gaspar (MG);2116
3126901;Frei Inocêncio (MG);3114
3126950;Frei Lagonegro (MG);1205
3127008;Fronteira (MG);4340
3127057;Fronteira dos Vales (MG);1641
3127073;Fruta de Leite (MG);2421
3127107;Frutal (MG);14501
3127206;Funilândia (MG);1272
3127305;Galiléia (MG);2247
3127339;Gameleiras (MG);1776
3127354;Glaucilândia (MG);947
3127370;Goiabeira (MG);939
3127388;Goianá (MG);1000
3127404;Gonçalves (MG);1164
3127503;Gonzaga (MG);2185
3127602;Gouveia (MG);3591
3127701;Governador Valadares (MG);80507
3127800;Grão Mogol (MG);5645
3127909;Grupiara (MG);341
3128006;Guanhães (MG);10315
3128105;Guapé (MG);4030
3128204;Guaraciaba (MG);2725
3128253;Guaraciama (MG);1511
3128303;Guaranésia (MG);5330
3128402;Guarani (MG);2381
3128501;Guarará (MG);1151
3128600;Guarda-Mor (MG);2113
3128709;Guaxupé (MG);13346
3128808;Guidoval (MG);2020
3128907;Guimarânia (MG);2256
3129004;Guiricema (MG);2231
3129103;Gurinhatã (MG);1594
3129202;Heliodora (MG);1756
3129301;Iapu (MG);3235
3129400;Ibertioga (MG);1502
3129509;Ibiá (MG);6626
3129608;Ibiaí (MG);2867
3129657;Ibiracatu (MG);2319
3129707;Ibiraci (MG);3806
3129806;Ibirité (MG);53835
3129905;Ibitiúra de Minas (MG);909
3130002;Ibituruna (MG);913
3130051;Icaraí de Minas (MG);4092
3130101;Igarapé (MG);11362
3130200;Igaratinga (MG);2902
3130309;Iguatama (MG);2024
3130408;Ijaci (MG);1786
3130507;Ilicínea (MG);3586
3130556;Imbé de Minas (MG);2166
3130606;Inconfidentes (MG);1801
3130655;Indaiabira (MG);2634
3130705;Indianópolis (MG);1989
3130804;Ingaí (MG);766
3130903;Inhapim (MG);7362
3131000;Inhaúma (MG);1773
3131109;Inimutaba (MG);2116
3131158;Ipaba (MG);5884
3131208;Ipanema (MG);5227
3131307;Ipatinga (MG);68376
3131406;Ipiaçu (MG);1129
3131505;Ipuiúna (MG);2619
3131604;Iraí de Minas (MG);2008
3131703;Itabira (MG);31511
3131802;Itabirinha (MG);3233
3131901;Itabirito (MG);12977
3132008;Itacambira (MG);1688
3132107;Itacarambi (MG);7136
3132206;Itaguara (MG);3334
3132305;Itaipé (MG);4769
3132404;Itajubá (MG);24991
3132503;Itamarandiba (MG);12027
3132602;Itamarati de Minas (MG);997
3132701;Itambacuri (MG);8055
3132800;Itambé do Mato Dentro (MG);663
3132909;Itamogi (MG);2854
3133006;Itamonte (MG);3966
3133105;Itanhandu (MG);3969
3133204;Itanhomi (MG);3652
3133303;Itaobim (MG);7150
3133402;Itapagipe (MG);3223
3133501;Itapecerica (MG);5482
3133600;Itapeva (MG);2436
3133709;Itatiaiuçu (MG);3155
3133758;Itaú de Minas (MG);4114
3133808;Itaúna (MG);23240
3133907;Itaverava (MG);1881
3134004;Itinga (MG);5244
3134103;Itueta (MG);1694
3134202;Ituiutaba (MG);25757
3134301;Itumirim (MG);1724
3134400;Iturama (MG);10103
3134509;Itutinga (MG);1092
3134608;Jaboticatubas (MG);5132
3134707;Jacinto (MG);3907
3134806;Jacuí (MG);2118
3134905;Jacutinga (MG);6505
3135001;Jaguaraçu (MG);891
3135050;Jaíba (MG);13287
3135076;Jampruca (MG);1808
3135100;Janaúba (MG);23102
3135209;Januária (MG);24117
3135308;Japaraíba (MG);1249
3135357;Japonvar (MG);3021
3135407;Jeceaba (MG);1466
3135456;Jenipapo de Minas (MG);2706
3135506;Jequeri (MG);3842
3135605;Jequitaí (MG);2667
3135704;Jequitibá (MG);1536
3135803;Jequitinhonha (MG);8356
3135902;Jesuânia (MG);1339
3136009;Joaíma (MG);5631
3136108;Joanésia (MG);1574
3136207;João Monlevade (MG);20285
3136306;João Pinheiro (MG);15264
3136405;Joaquim Felício (MG);1369
3136504;Jordânia (MG);3588
3136520;José Gonçalves de Minas (MG);1782
3136553;José Raydan (MG);1500
3136579;Josenópolis (MG);1996
3136603;Nova União (MG);1710
3136652;Juatuba (MG);7218
3136702;Juiz de Fora (MG);131752
3136801;Juramento (MG);1374
3136900;Juruaia (MG);2790
3136959;Juvenília (MG);2243
3137007;Ladainha (MG);6986
3137106;Lagamar (MG);2059
3137205;Lagoa da Prata (MG);13603
3137304;Lagoa dos Patos (MG);1527
3137403;Lagoa Dourada (MG);3816
3137502;Lagoa Formosa (MG);4700
3137536;Lagoa Grande (MG);2821
3137601;Lagoa Santa (MG);15488
3137700;Lajinha (MG);6260
3137809;Lambari (MG);5613
3137908;Lamim (MG);1020
3138005;Laranjal (MG);1530
3138104;Lassance (MG);2329
3138203;Lavras (MG);25062
3138302;Leandro Ferreira (MG);918
3138351;Leme do Prado (MG);1733
3138401;Leopoldina (MG);14039
3138500;Liberdade (MG);1452
3138609;Lima Duarte (MG);4480
3138625;Limeira do Oeste (MG);1994
3138658;Lontra (MG);2911
3138674;Luisburgo (MG);2083
3138682;Luislândia (MG);2474
3138708;Luminárias (MG);1611
3138807;Luz (MG);4885
3138906;Machacalis (MG);2293
3139003;Machado (MG);11856
3139102;Madre de Deus de Minas (MG);1381
3139201;Malacacheta (MG);6755
3139250;Mamonas (MG);1773
3139300;Manga (MG);7918
3139409;Manhuaçu (MG);25924
3139508;Manhumirim (MG);6806
3139607;Mantena (MG);7975
3139706;Maravilhas (MG);2269
3139805;Mar de Espanha (MG);3210
3139904;Maria da Fé (MG);4441
3140001;Mariana (MG);16893
3140100;Marilac (MG);1519
3140159;Mário Campos (MG);4523
3140209;Maripá de Minas (MG);759
3140308;Marliéria (MG);1233
3140407;Marmelópolis (MG);886
3140506;Martinho Campos (MG);3719
3140530;Martins Soares (MG);2395
3140555;Mata Verde (MG);2796
3140605;Materlândia (MG);1601
3140704;Mateus Leme (MG);8707
3140803;Matias Barbosa (MG);3711
3140852;Matias Cardoso (MG);4213
3140902;Matipó (MG);6351
3141009;Mato Verde (MG);3852
3141108;Matozinhos (MG);10381
3141207;Matutina (MG);962
3141306;Medeiros (MG);1044
3141405;Medina (MG);7264
3141504;Mendes Pimentel (MG);1879
3141603;Mercês (MG);2927
3141702;Mesquita (MG);1813
3141801;Minas Novas (MG);12038
3141900;Minduri (MG);1153
3142007;Mirabela (MG);4475
3142106;Miradouro (MG);3033
3142205;Miraí (MG);3998
3142254;Miravânia (MG);1739
3142304;Moeda (MG);1352
3142403;Moema (MG);1981
3142502;Monjolos (MG);775
3142601;Monsenhor Paulo (MG);2403
3142700;Montalvânia (MG);5709
3142809;Monte Alegre de Minas (MG);5414
3142908;Monte Azul (MG);6503
3143005;Monte Belo (MG);3564
3143104;Monte Carmelo (MG);13379
3143153;Monte Formoso (MG);1991
3143203;Monte Santo de Minas (MG);5786
3143302;Montes Claros (MG);111835
3143401;Monte Sião (MG);5757
3143450;Montezuma (MG);2816
3143500;Morada Nova de Minas (MG);2488
3143609;Morro da Garça (MG);853
3143708;Morro do Pilar (MG);1037
3143807;Munhoz (MG);1893
3143906;Muriaé (MG);27437
3144003;Mutum (MG);8174
3144102;Muzambinho (MG);5430
3144201;Nacip Raydan (MG);1106
3144300;Nanuque (MG);12528
3144359;Naque (MG);2189
3144375;Natalândia (MG);1114
3144409;Natércia (MG);1111
3144508;Nazareno (MG);2397
3144607;Nepomuceno (MG);7585
3144656;Ninheira (MG);3486
3144672;Nova Belém (MG);1270
3144706;Nova Era (MG);5198
3144805;Nova Lima (MG);21636
3144904;Nova Módica (MG);1255
3145000;Nova Ponte (MG);4059
3145059;Nova Porteirinha (MG);2606
3145109;Nova Resende (MG);4642
3145208;Nova Serrana (MG);23859
3145307;Novo Cruzeiro (MG);12328
3145356;Novo Oriente de Minas (MG);3722
3145372;Novorizonte (MG);1730
3145406;Olaria (MG);516
3145455;Olhos-d'Água (MG);1983
3145505;Olímpio Noronha (MG);730
3145604;Oliveira (MG);10929
3145703;Oliveira Fortes (MG);599
3145802;Onça de Pitangui (MG);1030
3145851;Oratórios (MG);1395
3145877;Orizânia (MG);2580
3145901;Ouro Branco (MG);10313
3146008;Ouro Fino (MG);8399
3146107;Ouro Preto (MG);20660
3146206;Ouro Verde de Minas (MG);2147
3146255;Padre Carvalho (MG);2421
3146305;Padre Paraíso (MG);6925
3146404;Paineiras (MG);1206
3146503;Pains (MG);2158
3146552;Pai Pedro (MG);2196
3146602;Paiva (MG);378
3146701;Palma (MG);1637
3146750;Palmópolis (MG);2385
3146909;Papagaios (MG);4880
3147006;Paracatu (MG);28862
3147105;Pará de Minas (MG);24324
3147204;Paraguaçu (MG);5634
3147303;Paraisópolis (MG);5463
3147402;Paraopeba (MG);7187
3147501;Passabém (MG);473
3147600;Passa Quatro (MG);4458
3147709;Passa Tempo (MG);2078
3147808;Passa Vinte (MG);586
3147907;Passos (MG);29801
3147956;Patis (MG);2080
3148004;Patos de Minas (MG);37788
3148103;Patrocínio (MG);25107
3148202;Patrocínio do Muriaé (MG);1357
3148301;Paula Cândido (MG);2819
3148400;Paulistas (MG);1811
3148509;Pavão (MG);2773
3148608;Peçanha (MG);6193
3148707;Pedra Azul (MG);8665
3148756;Pedra Bonita (MG);2457
3148806;Pedra do Anta (MG);935
3148905;Pedra do Indaiá (MG);977
3149002;Pedra Dourada (MG);709
3149101;Pedralva (MG);3505
3149150;Pedras de Maria da Cruz (MG);3966
3149200;Pedrinópolis (MG);1018
3149309;Pedro Leopoldo (MG);16773
3149408;Pedro Teixeira (MG);512
3149507;Pequeri (MG);898
3149606;Pequi (MG);1208
3149705;Perdigão (MG);2747
3149804;Perdizes (MG);4688
3149903;Perdões (MG);5606
3149952;Periquito (MG);2580
3150000;Pescador (MG);1454
3150109;Piau (MG);710
3150158;Piedade de Caratinga (MG);2523
3150208;Piedade de Ponte Nova (MG);1334
3150307;Piedade do Rio Grande (MG);1239
3150406;Piedade dos Gerais (MG);1306
3150505;Pimenta (MG);2250
3150539;Pingo-d'Água (MG);1458
3150570;Pintópolis (MG);2926
3150604;Piracema (MG);1752
3150703;Pirajuba (MG);1412
3150802;Piranga (MG);5750
3150901;Piranguçu (MG);1488
3151008;Piranguinho (MG);2427
3151107;Pirapetinga (MG);2878
3151206;Pirapora (MG);17568
3151305;Piraúba (MG);2866
3151404;Pitangui (MG);7819
3151503;Piumhi (MG);8546
3151602;Planura (MG);3101
3151701;Poço Fundo (MG);4135
3151800;Poços de Caldas (MG);39658
3151909;Pocrane (MG);2459
3152006;Pompéu (MG);9574
3152105;Ponte Nova (MG);15802
3152131;Ponto Chique (MG);1475
3152170;Ponto dos Volantes (MG);4446
3152204;Porteirinha (MG);11870
3152303;Porto Firme (MG);2867
3152402;Poté (MG);5530
3152501;Pouso Alegre (MG);36248
3152600;Pouso Alto (MG);1630
3152709;Prados (MG);2387
3152808;Prata (MG);7541
3152907;Pratápolis (MG);2231
3153004;Pratinha (MG);799
3153103;Presidente Bernardes (MG);1786
3153202;Presidente Juscelino (MG);1248
3153301;Presidente Kubitschek (MG);1075
3153400;Presidente Olegário (MG);5480
3153509;Alto Jequitibá (MG);2493
3153608;Prudente de Morais (MG);3056
3153707;Quartel Geral (MG);1039
3153806;Queluzito (MG);461
3153905;Raposos (MG);4495
3154002;Raul Soares (MG);6662
3154101;Recreio (MG);2680
3154150;Reduto (MG);2272
3154200;Resende Costa (MG);3015
3154309;Resplendor (MG);5044
3154408;Ressaquinha (MG);1392
3154457;Riachinho (MG);2973
3154507;Riacho dos Machados (MG);3500
3154606;Ribeirão das Neves (MG);98820
3154705;Ribeirão Vermelho (MG);966
3154804;Rio Acima (MG);2687
3154903;Rio Casca (MG);4316
3155009;Rio Doce (MG);690
3155108;Rio do Prado (MG);1751
3155207;Rio Espera (MG);1827
3155306;Rio Manso (MG);1394
3155405;Rio Novo (MG);2411
3155504;Rio Paranaíba (MG);3394
3155603;Rio Pardo de Minas (MG);10995
3155702;Rio Piracicaba (MG);4033
3155801;Rio Pomba (MG);4608
3155900;Rio Preto (MG);1438
3156007;Rio Vermelho (MG);5322
3156106;Ritápolis (MG);1303
3156205;Rochedo de Minas (MG);634
3156304;Rodeiro (MG);1970
3156403;Romaria (MG);1040
3156452;Rosário da Limeira (MG);1270
3156502;Rubelita (MG);2790
3156601;Rubim (MG);3157
3156700;Sabará (MG);39173
3156809;Sabinópolis (MG);5349
3156908;Sacramento (MG);6764
3157005;Salinas (MG);12163
3157104;Salto da Divisa (MG);2412
3157203;Santa Bárbara (MG);8649
3157252;Santa Bárbara do Leste (MG);2417
3157278;Santa Bárbara do Monte Verde (MG);819
3157302;Santa Bárbara do Tugúrio (MG);1321
3157336;Santa Cruz de Minas (MG);2337
3157377;Santa Cruz de Salinas (MG);1583
3157401;Santa Cruz do Escalvado (MG);1474
3157500;Santa Efigênia de Minas (MG);1703
3157609;Santa Fé de Minas (MG);1529
3157658;Santa Helena de Minas (MG);2423
3157708;Santa Juliana (MG);3334
3157807;Santa Luzia (MG);64663
3157906;Santa Margarida (MG);5123
3158003;Santa Maria de Itabira (MG);3542
3158102;Santa Maria do Salto (MG);1689
3158201;Santa Maria do Suaçuí (MG);5132
3158300;Santana da Vargem (MG);2190
3158409;Santana de Cataguases (MG);923
3158508;Santana de Pirapama (MG);2372
3158607;Santana do Deserto (MG);1128
3158706;Santana do Garambéu (MG);633
3158805;Santana do Jacaré (MG);1305
3158904;Santana do Manhuaçu (MG);2879
3158953;Santana do Paraíso (MG);9243
3159001;Santana do Riacho (MG);1188
3159100;Santana dos Montes (MG);1185
3159209;Santa Rita de Caldas (MG);2180
3159308;Santa Rita de Jacutinga (MG);1272
3159357;Santa Rita de Minas (MG);2060
3159407;Santa Rita de Ibitipoca (MG);1088
3159506;Santa Rita do Itueto (MG);1806
3159605;Santa Rita do Sapucaí (MG);10918
3159704;Santa Rosa da Serra (MG);993
3159803;Santa Vitória (MG);4902
3159902;Santo Antônio do Amparo (MG);5489
3160009;Santo Antônio do Aventureiro (MG);954
3160108;Santo Antônio do Grama (MG);1237
3160207;Santo Antônio do Itambé (MG);1709
3160306;Santo Antônio do Jacinto (MG);4044
3160405;Santo Antônio do Monte (MG);7653
3160454;Santo Antônio do Retiro (MG);2713
3160504;Santo Antônio do Rio Abaixo (MG);559
3160603;Santo Hipólito (MG);1065
3160702;Santos Dumont (MG);12618
3160801;São Bento Abade (MG);1661
3160900;São Brás do Suaçuí (MG);877
3160959;São Domingos das Dores (MG);1908
3161007;São Domingos do Prata (MG);4866
3161056;São Félix de Minas (MG);1142
3161106;São Francisco (MG);21741
3161205;São Francisco de Paula (MG);1820
3161304;São Francisco de Sales (MG);1596
3161403;São Francisco do Glória (MG);1512
3161502;São Geraldo (MG);2855
3161601;São Geraldo da Piedade (MG);1579
3161650;São Geraldo do Baixio (MG);1123
3161700;São Gonçalo do Abaeté (MG);2138
3161809;São Gonçalo do Pará (MG);2984
3161908;São Gonçalo do Rio Abaixo (MG);3059
3162005;São Gonçalo do Sapucaí (MG);7246
3162104;São Gotardo (MG);9706
3162203;São João Batista do Glória (MG);1948
3162252;São João da Lagoa (MG);1550
3162302;São João da Mata (MG);700
3162401;São João da Ponte (MG);9261
3162450;São João das Missões (MG);5493
3162500;São João del Rei (MG);21468
3162559;São João do Manhuaçu (MG);3527
3162575;São João do Manteninha (MG);1486
3162609;São João do Oriente (MG);2449
3162658;São João do Pacuí (MG);1459
3162708;São João do Paraíso (MG);7644
3162807;São João Evangelista (MG);5389
3162906;São João Nepomuceno (MG);6760
3162922;São Joaquim de Bicas (MG);8035
3162948;São José da Barra (MG);2047
3162955;São José da Lapa (MG);6324
3163003;São José da Safira (MG);1579
3163102;São José da Varginha (MG);1308
3163201;São José do Alegre (MG);1173
3163300;São José do Divino (MG);1329
3163409;São José do Goiabal (MG);1700
3163508;São José do Jacuri (MG);2285
3163607;São José do Mantimento (MG);838
3163706;São Lourenço (MG);11232
3163805;São Miguel do Anta (MG);1936
3163904;São Pedro da União (MG);1318
3164001;São Pedro dos Ferros (MG);2575
3164100;São Pedro do Suaçuí (MG);1800
3164209;São Romão (MG);3922
3164308;São Roque de Minas (MG);1809
3164407;São Sebastião da Bela Vista (MG);1490
3164431;São Sebastião da Vargem Alegre (MG);805
3164472;São Sebastião do Anta (MG);2069
3164506;São Sebastião do Maranhão (MG);4105
3164605;São Sebastião do Oeste (MG);1569
3164704;São Sebastião do Paraíso (MG);18518
3164803;São Sebastião do Rio Preto (MG);474
3164902;São Sebastião do Rio Verde (MG);532
3165008;São Tiago (MG);3021
3165107;São Tomás de Aquino (MG);2207
3165206;São Tomé das Letras (MG);2169
3165305;São Vicente de Minas (MG);2143
3165404;Sapucaí-Mirim (MG);2023
3165503;Sardoá (MG);2118
3165537;Sarzedo (MG);8780
3165552;Setubinha (MG);4980
3165560;Sem-Peixe (MG);776
3165578;Senador Amaral (MG);1718
3165602;Senador Cortes (MG);636
3165701;Senador Firmino (MG);2075
3165800;Senador José Bento (MG);430
3165909;Senador Modestino Gonçalves (MG);1636
3166006;Senhora de Oliveira (MG);1754
3166105;Senhora do Porto (MG);1207
3166204;Senhora dos Remédios (MG);2898
3166303;Sericita (MG);2376
3166402;Seritinga (MG);495
3166501;Serra Azul de Minas (MG);1788
3166600;Serra da Saudade (MG);227
3166709;Serra dos Aimorés (MG);2831
3166808;Serra do Salitre (MG);3419
3166907;Serrania (MG);2468
3166956;Serranópolis de Minas (MG);1459
3167004;Serranos (MG);600
3167103;Serro (MG);7916
3167202;Sete Lagoas (MG);61096
3167301;Silveirânia (MG);607
3167400;Silvianópolis (MG);1609
3167509;Simão Pereira (MG);748
3167608;Simonésia (MG);6181
3167707;Sobrália (MG);1919
3167806;Soledade de Minas (MG);1610
3167905;Tabuleiro (MG);1122
3168002;Taiobeiras (MG);10372
3168051;Taparuba (MG);851
3168101;Tapira (MG);1169
3168200;Tapiraí (MG);506
3168309;Taquaraçu de Minas (MG);1157
3168408;Tarumirim (MG);4466
3168507;Teixeiras (MG);3108
3168606;Teófilo Otoni (MG);41196
3168705;Timóteo (MG);23201
3168804;Tiradentes (MG);1890
