Tabela 1552 - População residente, por situação do domicílio e sexo, segundo a forma de declaração da idade e a idade;;
Variável - População residente (Pessoas);;
Forma de declaração da idade - Total;;
Idade - Soma (0 a 4 anos + 5 a 9 anos + 10 a 14 anos + 15 anos + 16 anos + 17 anos + 18 anos);;
Ano - 2010;;
Situação do domicílio - Total;;
Sexo - Total;;
Cód.;Município;
4301206;Arroio do Tigre (RS);3574
4301305;Arroio Grande (RS);5299
4301404;Arvorezinha (RS);2880
4301503;Augusto Pestana (RS);1582
4301552;Áurea (RS);875
4301602;Bagé (RS);33540
4301636;Balneário Pinhal (RS);3308
4301651;Barão (RS);1397
4301701;Barão de Cotegipe (RS);1664
4301750;Barão do Triunfo (RS);2202
4301800;Barracão (RS);1508
4301859;Barra do Guarita (RS);944
4301875;Barra do Quaraí (RS);1391
4301909;Barra do Ribeiro (RS);3676
4301925;Barra do Rio Azul (RS);439
4301958;Barra Funda (RS);601
4302006;Barros Cassal (RS);3709
4302055;Benjamin Constant do Sul (RS);898
4302105;Bento Gonçalves (RS);25220
4302154;Boa Vista das Missões (RS);658
4302204;Boa Vista do Buricá (RS);1612
4302220;Boa Vista do Cadeado (RS);618
4302238;Boa Vista do Incra (RS);649
4302253;Boa Vista do Sul (RS);522
4302303;Bom Jesus (RS);3672
4302352;Bom Princípio (RS);3036
4302378;Bom Progresso (RS);673
4302402;Bom Retiro do Sul (RS);3132
4302451;Boqueirão do Leão (RS);2414
4302501;Bossoroca (RS);1967
4302584;Bozano (RS);503
4302600;Braga (RS);1127
4302659;Brochier (RS);1049
4302709;Butiá (RS);6197
4302808;Caçapava do Sul (RS);8836
4302907;Cacequi (RS);3984
4303004;Cachoeira do Sul (RS);21968
4303103;Cachoeirinha (RS);33629
4303202;Cacique Doble (RS);1463
4303301;Caibaté (RS);1264
4303400;Caiçara (RS);1336
4303509;Camaquã (RS);17788
4303558;Camargo (RS);645
4303608;Cambará do Sul (RS);2048
4303673;Campestre da Serra (RS);878
4303707;Campina das Missões (RS);1332
4303806;Campinas do Sul (RS);1337
4303905;Campo Bom (RS);16625
4304002;Campo Novo (RS);1635
4304101;Campos Borges (RS);897
4304200;Candelária (RS);8130
4304309;Cândido Godói (RS);1521
4304358;Candiota (RS);2902
4304408;Canela (RS);12281
4304507;Canguçu (RS);14379
4304606;Canoas (RS);93502
4304614;Canudos do Vale (RS);384
4304622;Capão Bonito do Sul (RS);481
4304630;Capão da Canoa (RS);13443
4304655;Capão do Cipó (RS);885
4304663;Capão do Leão (RS);7691
4304671;Capivari do Sul (RS);1142
4304689;Capela de Santana (RS);3682
4304697;Capitão (RS);678
4304705;Carazinho (RS);16367
4304713;Caraá (RS);1866
4304804;Carlos Barbosa (RS);5795
4304853;Carlos Gomes (RS);383
4304903;Casca (RS);1934
4304952;Caseiros (RS);856
4305009;Catuípe (RS);2227
4305108;Caxias do Sul (RS);114451
4305116;Centenário (RS);676
4305124;Cerrito (RS);1698
4305132;Cerro Branco (RS);1088
4305157;Cerro Grande (RS);689
4305173;Cerro Grande do Sul (RS);3334
4305207;Cerro Largo (RS);3348
4305306;Chapada (RS);2106
4305355;Charqueadas (RS);8966
4305371;Charrua (RS);1211
4305405;Chiapetta (RS);1142
4305439;Chuí (RS);1932
4305447;Chuvisca (RS);1552
4305454;Cidreira (RS);3713
4305504;Ciríaco (RS);1283
4305587;Colinas (RS);444
4305603;Colorado (RS);778
4305702;Condor (RS);1867
4305801;Constantina (RS);2623
4305835;Coqueiro Baixo (RS);278
4305850;Coqueiros do Sul (RS);595
4305871;Coronel Barros (RS);544
4305900;Coronel Bicaco (RS);2338
4305934;Coronel Pilar (RS);350
4305959;Cotiporã (RS);789
4305975;Coxilha (RS);819
4306007;Crissiumal (RS);3613
4306056;Cristal (RS);2200
4306072;Cristal do Sul (RS);810
4306106;Cruz Alta (RS);17825
4306130;Cruzaltense (RS);523
4306205;Cruzeiro do Sul (RS);3099
4306304;David Canabarro (RS);1238
4306320;Derrubadas (RS);949
4306353;Dezesseis de Novembro (RS);790
4306379;Dilermando de Aguiar (RS);832
4306403;Dois Irmãos (RS);7108
4306429;Dois Irmãos das Missões (RS);662
4306452;Dois Lajeados (RS);668
4306502;Dom Feliciano (RS);4450
4306551;Dom Pedro de Alcântara (RS);578
4306601;Dom Pedrito (RS);11103
4306700;Dona Francisca (RS);926
4306734;Doutor Maurício Cardoso (RS);1243
4306759;Doutor Ricardo (RS);471
4306767;Eldorado do Sul (RS);11353
4306809;Encantado (RS);4882
4306908;Encruzilhada do Sul (RS);7188
4306924;Engenho Velho (RS);505
4306932;Entre-Ijuís (RS);2361
4306957;Entre Rios do Sul (RS);872
4306973;Erebango (RS);901
4307005;Erechim (RS);24714
4307054;Ernestina (RS);809
4307104;Herval (RS);1965
4307203;Erval Grande (RS);1439
4307302;Erval Seco (RS);2399
4307401;Esmeralda (RS);888
4307450;Esperança do Sul (RS);770
4307500;Espumoso (RS);4020
4307559;Estação (RS);1519
4307609;Estância Velha (RS);11998
4307708;Esteio (RS);22263
4307807;Estrela (RS);7729
4307815;Estrela Velha (RS);1040
4307831;Eugênio de Castro (RS);706
4307864;Fagundes Varela (RS);542
4307906;Farroupilha (RS);16412
4308003;Faxinal do Soturno (RS);1674
4308052;Faxinalzinho (RS);762
4308078;Fazenda Vilanova (RS);1083
4308102;Feliz (RS);2907
4308201;Flores da Cunha (RS);6610
4308250;Floriano Peixoto (RS);459
4308300;Fontoura Xavier (RS);3478
4308409;Formigueiro (RS);1805
4308433;Forquetinha (RS);464
4308458;Fortaleza dos Valos (RS);1275
4308508;Frederico Westphalen (RS);7847
4308607;Garibaldi (RS);6960
4308656;Garruchos (RS);953
4308706;Gaurama (RS);1377
4308805;General Câmara (RS);2366
4308854;Gentil (RS);423
4308904;Getúlio Vargas (RS);4006
4309001;Giruá (RS);4677
4309050;Glorinha (RS);1899
4309100;Gramado (RS);8638
4309126;Gramado dos Loureiros (RS);677
4309159;Gramado Xavier (RS);1405
4309209;Gravataí (RS);76091
4309258;Guabiju (RS);337
4309308;Guaíba (RS);27861
4309407;Guaporé (RS);5690
4309506;Guarani das Missões (RS);2023
4309555;Harmonia (RS);1065
4309571;Herveiras (RS);949
4309605;Horizontina (RS);4554
4309654;Hulha Negra (RS);2064
4309704;Humaitá (RS);1158
4309753;Ibarama (RS);1309
4309803;Ibiaçá (RS);1067
4309902;Ibiraiaras (RS);1982
4309951;Ibirapuitã (RS);1182
4310009;Ibirubá (RS);4720
4310108;Igrejinha (RS);9233
4310207;Ijuí (RS);20674
4310306;Ilópolis (RS);1042
4310330;Imbé (RS);5033
4310363;Imigrante (RS);584
4310405;Independência (RS);1779
4310413;Inhacorá (RS);653
4310439;Ipê (RS);1452
4310462;Ipiranga do Sul (RS);414
4310504;Iraí (RS);2285
4310538;Itaara (RS);1448
4310553;Itacurubi (RS);995
4310579;Itapuca (RS);696
4310603;Itaqui (RS);12491
4310652;Itati (RS);705
4310702;Itatiba do Sul (RS);1143
4310751;Ivorá (RS);507
4310801;Ivoti (RS);5002
4310850;Jaboticaba (RS);1227
4310876;Jacuizinho (RS);742
4310900;Jacutinga (RS);886
4311007;Jaguarão (RS);7674
4311106;Jaguari (RS);2670
4311122;Jaquirana (RS);1391
4311130;Jari (RS);962
4311155;Jóia (RS);2511
4311205;Júlio de Castilhos (RS);5815
4311239;Lagoa Bonita do Sul (RS);793
4311254;Lagoão (RS);2056
4311270;Lagoa dos Três Cantos (RS);332
4311304;Lagoa Vermelha (RS);7857
4311403;Lajeado (RS);18101
4311429;Lajeado do Bugre (RS);828
4311502;Lavras do Sul (RS);2229
4311601;Liberato Salzano (RS);1588
4311627;Lindolfo Collor (RS);1551
4311643;Linha Nova (RS);358
4311700;Machadinho (RS);1528
4311718;Maçambará (RS);1554
4311734;Mampituba (RS);885
4311759;Manoel Viana (RS);2051
4311775;Maquiné (RS);1966
4311791;Maratá (RS);589
4311809;Marau (RS);9605
4311908;Marcelino Ramos (RS);1301
4311981;Mariana Pimentel (RS);941
4312005;Mariano Moro (RS);535
4312054;Marques de Souza (RS);870
4312104;Mata (RS);1332
4312138;Mato Castelhano (RS);657
4312153;Mato Leitão (RS);947
4312179;Mato Queimado (RS);443
4312203;Maximiliano de Almeida (RS);1336
4312252;Minas do Leão (RS);2361
4312302;Miraguaí (RS);1403
4312351;Montauri (RS);301
4312377;Monte Alegre dos Campos (RS);993
4312385;Monte Belo do Sul (RS);494
4312401;Montenegro (RS);16320
4312427;Mormaço (RS);768
4312443;Morrinhos do Sul (RS);722
4312450;Morro Redondo (RS);1438
4312476;Morro Reuter (RS);1295
4312500;Mostardas (RS);3552
4312609;Muçum (RS);1042
4312617;Muitos Capões (RS);933
4312625;Muliterno (RS);524
4312658;Não-Me-Toque (RS);3894
4312674;Nicolau Vergueiro (RS);423
4312708;Nonoai (RS);3724
4312757;Nova Alvorada (RS);841
4312807;Nova Araçá (RS);934
4312906;Nova Bassano (RS);2109
4312955;Nova Boa Vista (RS);397
4313003;Nova Bréscia (RS);709
4313011;Nova Candelária (RS);617
4313037;Nova Esperança do Sul (RS);1225
4313060;Nova Hartz (RS);5817
4313086;Nova Pádua (RS);508
4313102;Nova Palma (RS);1716
4313201;Nova Petrópolis (RS);4291
4313300;Nova Prata (RS);5614
4313334;Nova Ramada (RS);593
4313359;Nova Roma do Sul (RS);786
4313375;Nova Santa Rita (RS);7490
4313391;Novo Cabrais (RS);999
4313409;Novo Hamburgo (RS);67329
4313425;Novo Machado (RS);907
4313441;Novo Tiradentes (RS);633
4313466;Novo Xingu (RS);411
4313490;Novo Barreiro (RS);1040
4313508;Osório (RS);11464
4313607;Paim Filho (RS);1100
4313656;Palmares do Sul (RS);2908
4313706;Palmeira das Missões (RS);10395
4313805;Palmitinho (RS);1900
4313904;Panambi (RS);10298
4313953;Pantano Grande (RS);3028
4314001;Paraí (RS);1619
4314027;Paraíso do Sul (RS);1802
4314035;Pareci Novo (RS);852
4314050;Parobé (RS);16612
4314068;Passa Sete (RS);1626
4314076;Passo do Sobrado (RS);1500
4314100;Passo Fundo (RS);51926
4314134;Paulo Bento (RS);507
4314159;Paverama (RS);2062
4314175;Pedras Altas (RS);687
4314209;Pedro Osório (RS);2158
4314308;Pejuçara (RS);1048
4314407;Pelotas (RS);86335
4314423;Picada Café (RS);1224
4314456;Pinhal (RS);692
4314464;Pinhal da Serra (RS);613
4314472;Pinhal Grande (RS);1313
4314498;Pinheirinho do Vale (RS);1369
4314506;Pinheiro Machado (RS);3310
4314555;Pirapó (RS);694
4314605;Piratini (RS);5232
4314704;Planalto (RS);3016
4314753;Poço das Antas (RS);463
4314779;Pontão (RS);1130
4314787;Ponte Preta (RS);387
4314803;Portão (RS);9139
4314902;Porto Alegre (RS);345926
4315008;Porto Lucena (RS);1209
4315057;Porto Mauá (RS);612
4315073;Porto Vera Cruz (RS);457
4315107;Porto Xavier (RS);2997
4315131;Pouso Novo (RS);472
4315149;Presidente Lucena (RS);581
4315156;Progresso (RS);1698
4315172;Protásio Alves (RS);433
4315206;Putinga (RS);976
4315305;Quaraí (RS);6985
4315313;Quatro Irmãos (RS);524
4315321;Quevedos (RS);741
4315354;Quinze de Novembro (RS);835
4315404;Redentora (RS);4257
4315453;Relvado (RS);449
4315503;Restinga Sêca (RS);4182
4315552;Rio dos Índios (RS);1027
4315602;Rio Grande (RS);55059
4315701;Rio Pardo (RS);10361
4315750;Riozinho (RS);1250
4315800;Roca Sales (RS);2417
4315909;Rodeio Bonito (RS);1560
4315958;Rolador (RS);642
4316006;Rolante (RS);5478
4316105;Ronda Alta (RS);2817
4316204;Rondinha (RS);1263
4316303;Roque Gonzales (RS);1899
4316402;Rosário do Sul (RS);11415
4316428;Sagrada Família (RS);745
4316436;Saldanha Marinho (RS);645
4316451;Salto do Jacuí (RS);3825
4316477;Salvador das Missões (RS);570
4316501;Salvador do Sul (RS);1704
4316600;Sananduva (RS);3589
4316709;Santa Bárbara do Sul (RS);2413
4316733;Santa Cecília do Sul (RS);422
4316758;Santa Clara do Sul (RS);1289
4316808;Santa Cruz do Sul (RS);29782
4316907;Santa Maria (RS);68593
4316956;Santa Maria do Herval (RS);1338
4316972;Santa Margarida do Sul (RS);643
4317004;Santana da Boa Vista (RS);2166
4317103;Sant'Ana do Livramento (RS);24902
4317202;Santa Rosa (RS);18356
4317251;Santa Tereza (RS);320
4317301;Santa Vitória do Palmar (RS);9025
4317400;Santiago (RS);12997
4317509;Santo Ângelo (RS);21194
4317558;Santo Antônio do Palma (RS);511
4317608;Santo Antônio da Patrulha (RS);10779
4317707;Santo Antônio das Missões (RS);3230
4317756;Santo Antônio do Planalto (RS);515
4317806;Santo Augusto (RS);3801
4317905;Santo Cristo (RS);3391
4317954;Santo Expedito do Sul (RS);597
4318002;São Borja (RS);18126
4318051;São Domingos do Sul (RS);701
4318101;São Francisco de Assis (RS);5076
4318200;São Francisco de Paula (RS);6382
4318309;São Gabriel (RS);17423
4318408;São Jerônimo (RS);6411
4318424;São João da Urtiga (RS);1103
4318432;São João do Polêsine (RS);594
4318440;São Jorge (RS);651
4318457;São José das Missões (RS);773
4318465;São José do Herval (RS);704
4318481;São José do Hortêncio (RS);1005
4318499;São José do Inhacorá (RS);466
4318507;São José do Norte (RS);7180
4318606;São José do Ouro (RS);1738
4318614;São José do Sul (RS);451
4318622;São José dos Ausentes (RS);1036
4318705;São Leopoldo (RS);62509
4318804;São Lourenço do Sul (RS);10974
4318903;São Luiz Gonzaga (RS);9807
4319000;São Marcos (RS);5151
4319109;São Martinho (RS);1391
4319125;São Martinho da Serra (RS);796
4319158;São Miguel das Missões (RS);2169
4319208;São Nicolau (RS);1748
4319307;São Paulo das Missões (RS);1607
4319356;São Pedro da Serra (RS);919
4319364;São Pedro das Missões (RS);560
4319372;São Pedro do Butiá (RS);685
4319406;São Pedro do Sul (RS);4103
4319505;São Sebastião do Caí (RS);5942
4319604;São Sepé (RS);6242
4319703;São Valentim (RS);899
4319711;São Valentim do Sul (RS);430
4319737;São Valério do Sul (RS);955
4319752;São Vendelino (RS);449
4319802;São Vicente do Sul (RS);2450
4319901;Sapiranga (RS);23328
4320008;Sapucaia do Sul (RS);38942
4320107;Sarandi (RS);5851
4320206;Seberi (RS);3052
4320230;Sede Nova (RS);845
4320263;Segredo (RS);2203
4320305;Selbach (RS);1193
4320321;Senador Salgado Filho (RS);714
4320354;Sentinela do Sul (RS);1458
4320404;Serafina Corrêa (RS);3682
4320453;Sério (RS);555
4320503;Sertão (RS);1553
4320552;Sertão Santana (RS);1590
4320578;Sete de Setembro (RS);486
4320602;Severiano de Almeida (RS);937
4320651;Silveira Martins (RS);538
4320677;Sinimbu (RS);2620
4320701;Sobradinho (RS);3950
4320800;Soledade (RS);8860
4320859;Tabaí (RS);1163
4320909;Tapejara (RS);4950
4321006;Tapera (RS);2805
4321105;Tapes (RS);4933
4321204;Taquara (RS);15838
4321303;Taquari (RS);7288
4321329;Taquaruçu do Sul (RS);775
4321352;Tavares (RS);1367
4321402;Tenente Portela (RS);4321
4321436;Terra de Areia (RS);2865
4321451;Teutônia (RS);7033
4321469;Tio Hugo (RS);747
4321477;Tiradentes do Sul (RS);1745
4321493;Toropi (RS);659
4321501;Torres (RS);9535
4321600;Tramandaí (RS);13041
4321626;Travesseiro (RS);467
4321634;Três Arroios (RS);561
4321667;Três Cachoeiras (RS);2708
4321709;Três Coroas (RS);6902
4321808;Três de Maio (RS);5835
4321832;Três Forquilhas (RS);806
4321857;Três Palmeiras (RS);1251
4321907;Três Passos (RS);5867
4321956;Trindade do Sul (RS);1702
4322004;Triunfo (RS);7885
4322103;Tucunduva (RS);1328
4322152;Tunas (RS);1384
4322186;Tupanci do Sul (RS);421
4322202;Tupanciretã (RS);6744
4322251;Tupandi (RS);1011
4322301;Tuparendi (RS);1838
4322327;Turuçu (RS);923
4322343;Ubiretama (RS);556
4322350;União da Serra (RS);284
4322376;Unistalda (RS);700
4322400;Uruguaiana (RS);41824
4322509;Vacaria (RS);18615
4322525;Vale Verde (RS);848
4322533;Vale do Sol (RS);3011
4322541;Vale Real (RS);1307
4322558;Vanini (RS);453
4322608;Venâncio Aires (RS);16855
4322707;Vera Cruz (RS);6462
4322806;Veranópolis (RS);5129
4322855;Vespasiano Corrêa (RS);402
4322905;Viadutos (RS);1247
4323002;Viamão (RS);75702
4323101;Vicente Dutra (RS);1650
4323200;Victor Graeff (RS);772
4323309;Vila Flores (RS);699
4323358;Vila Lângaro (RS);558
4323408;Vila Maria (RS);942
4323457;Vila Nova do Sul (RS);1121
4323507;Vista Alegre (RS);791
4323606;Vista Alegre do Prata (RS);321
4323705;Vista Gaúcha (RS);716
4323754;Vitória das Missões (RS);915
4323770;Westfália (RS);590
4323804;Xangri-lá (RS);4047
5000203;Água Clara (MS);5148
5000252;Alcinópolis (MS);1435
5000609;Amambai (MS);13115
5000708;Anastácio (MS);8007
5000807;Anaurilândia (MS);2835
5000856;Angélica (MS);2819
5000906;Antônio João (MS);3299
5001003;Aparecida do Taboado (MS);6683
5001102;Aquidauana (MS);15564
5001243;Aral Moreira (MS);4291
5001508;Bandeirantes (MS);2078
5001904;Bataguassu (MS);6478
5002001;Batayporã (MS);3678
5002100;Bela Vista (MS);8544
5002159;Bodoquena (MS);2776
5002209;Bonito (MS);6615
5002308;Brasilândia (MS);3883
5002407;Caarapó (MS);9413
5002605;Camapuã (MS);4108
5002704;Campo Grande (MS);234532
5002803;Caracol (MS);1902
5002902;Cassilândia (MS);5845
5002951;Chapadão do Sul (MS);6510
5003108;Corguinho (MS);1560
5003157;Coronel Sapucaia (MS);6009
5003207;Corumbá (MS);37125
5003256;Costa Rica (MS);6083
5003306;Coxim (MS);10008
5003454;Deodápolis (MS);3774
5003488;Dois Irmãos do Buriti (MS);3743
5003504;Douradina (MS);1830
5003702;Dourados (MS);62190
5003751;Eldorado (MS);3983
5003801;Fátima do Sul (MS);5259
5003900;Figueirão (MS);907
5004007;Glória de Dourados (MS);2834
5004106;Guia Lopes da Laguna (MS);3471
5004304;Iguatemi (MS);5225
5004403;Inocência (MS);2363
5004502;Itaporã (MS);7824
5004601;Itaquiraí (MS);6712
5004700;Ivinhema (MS);6588
5004809;Japorã (MS);3723
5004908;Jaraguari (MS);1874
5005004;Jardim (MS);8253
5005103;Jateí (MS);1254
5005152;Juti (MS);2171
5005202;Ladário (MS);7655
5005251;Laguna Carapã (MS);2480
5005400;Maracaju (MS);12515
5005608;Miranda (MS);9501
5005681;Mundo Novo (MS);5303
5005707;Naviraí (MS);14974
5005806;Nioaque (MS);5178
5006002;Nova Alvorada do Sul (MS);5694
5006200;Nova Andradina (MS);14400
5006259;Novo Horizonte do Sul (MS);1635
5006309;Paranaíba (MS);11483
5006358;Paranhos (MS);5925
5006408;Pedro Gomes (MS);2490
5006606;Ponta Porã (MS);28892
5006903;Porto Murtinho (MS);5920
5007109;Ribas do Rio Pardo (MS);7424
5007208;Rio Brilhante (MS);10545
5007307;Rio Negro (MS);1491
5007406;Rio Verde de Mato Grosso (MS);6013
5007505;Rochedo (MS);1548
5007554;Santa Rita do Pardo (MS);2464
5007695;São Gabriel do Oeste (MS);7264
5007703;Sete Quedas (MS);3742
5007802;Selvíria (MS);1980
5007901;Sidrolândia (MS);14760
5007935;Sonora (MS);5316
5007950;Tacuru (MS);4523
5007976;Taquarussu (MS);1130
5008008;Terenos (MS);5458
5008305;Três Lagoas (MS);31057
5008404;Vicentina (MS);1650
5100102;Acorizal (MT);1810
5100201;Água Boa (MT);6943
5100250;Alta Floresta (MT);16259
5100300;Alto Araguaia (MT);4862
5100359;Alto Boa Vista (MT);2105
5100409;Alto Garças (MT);3167
5100508;Alto Paraguai (MT);3322
5100607;Alto Taquari (MT);2822
5100805;Apiacás (MT);3087
5101001;Araguaiana (MT);977
5101209;Araguainha (MT);331
5101258;Araputanga (MT);5013
5101308;Arenápolis (MT);3335
5101407;Aripuanã (MT);7122
5101605;Barão de Melgaço (MT);2429
5101704;Barra do Bugres (MT);11380
5101803;Barra do Garças (MT);17779
5101852;Bom Jesus do Araguaia (MT);1913
5101902;Brasnorte (MT);5625
5102504;Cáceres (MT);30316
5102603;Campinápolis (MT);6742
5102637;Campo Novo do Parecis (MT);9605
5102678;Campo Verde (MT);10967
5102686;Campos de Júlio (MT);1929
5102694;Canabrava do Norte (MT);1806
5102702;Canarana (MT);6521
5102793;Carlinda (MT);3705
5102850;Castanheira (MT);2857
5103007;Chapada dos Guimarães (MT);6014
5103056;Cláudia (MT);3992
5103106;Cocalinho (MT);1842
5103205;Colíder (MT);9674
5103254;Colniza (MT);10374
5103304;Comodoro (MT);6772
5103353;Confresa (MT);9421
5103361;Conquista D'Oeste (MT);1202
5103379;Cotriguaçu (MT);5847
5103403;Cuiabá (MT);165603
5103437;Curvelândia (MT);1578
5103452;Denise (MT);3109
5103502;Diamantino (MT);6963
5103601;Dom Aquino (MT);2462
5103700;Feliz Natal (MT);4568
5103809;Figueirópolis D'Oeste (MT);1187
5103858;Gaúcha do Norte (MT);2493
5103908;General Carneiro (MT);1963
5103957;Glória D'Oeste (MT);945
5104104;Guarantã do Norte (MT);10595
5104203;Guiratinga (MT);4016
5104500;Indiavaí (MT);821
5104526;Ipiranga do Norte (MT);1791
5104542;Itanhangá (MT);1901
5104559;Itaúba (MT);1623
5104609;Itiquira (MT);3779
5104807;Jaciara (MT);8231
5104906;Jangada (MT);2831
5105002;Jauru (MT);3687
5105101;Juara (MT);11247
5105150;Juína (MT);13437
5105176;Juruena (MT);4302
5105200;Juscimeira (MT);3541
5105234;Lambari D'Oeste (MT);1888
5105259;Lucas do Rio Verde (MT);14767
5105309;Luciara (MT);813
5105507;Vila Bela da Santíssima Trindade (MT);5763
5105580;Marcelândia (MT);4420
5105606;Matupá (MT);5094
5105622;Mirassol d'Oeste (MT);8086
5105903;Nobres (MT);5195
5106000;Nortelândia (MT);2115
5106109;Nossa Senhora do Livramento (MT);3748
5106158;Nova Bandeirantes (MT);4010
5106174;Nova Nazaré (MT);1349
5106182;Nova Lacerda (MT);1988
5106190;Nova Santa Helena (MT);1184
5106208;Nova Brasilândia (MT);1483
5106216;Nova Canaã do Norte (MT);4025
5106224;Nova Mutum (MT);10525
5106232;Nova Olímpia (MT);6668
5106240;Nova Ubiratã (MT);3285
5106257;Nova Xavantina (MT);6173
5106265;Novo Mundo (MT);2703
5106273;Novo Horizonte do Norte (MT);1142
5106281;Novo São Joaquim (MT);1974
5106299;Paranaíta (MT);3480
5106307;Paranatinga (MT);6673
5106315;Novo Santo Antônio (MT);732
5106372;Pedra Preta (MT);5061
5106422;Peixoto de Azevedo (MT);11815
5106455;Planalto da Serra (MT);959
5106505;Poconé (MT);11161
5106653;Pontal do Araguaia (MT);1653
5106703;Ponte Branca (MT);532
5106752;Pontes e Lacerda (MT);14134
5106778;Porto Alegre do Norte (MT);3979
5106802;Porto dos Gaúchos (MT);1883
5106828;Porto Esperidião (MT);4042
5106851;Porto Estrela (MT);1308
5107008;Poxoréu (MT);5645
5107040;Primavera do Leste (MT);17204
5107065;Querência (MT);4771
5107107;São José dos Quatro Marcos (MT);5651
5107156;Reserva do Cabaçal (MT);859
5107180;Ribeirão Cascalheira (MT);3133
5107198;Ribeirãozinho (MT);725
5107206;Rio Branco (MT);1503
5107248;Santa Carmem (MT);1524
5107263;Santo Afonso (MT);982
5107297;São José do Povo (MT);1010
5107305;São José do Rio Claro (MT);5914
5107354;São José do Xingu (MT);2041
5107404;São Pedro da Cipa (MT);1416
5107578;Rondolândia (MT);1469
5107602;Rondonópolis (MT);60801
5107701;Rosário Oeste (MT);5905
5107743;Santa Cruz do Xingu (MT);695
5107750;Salto do Céu (MT);1291
5107768;Santa Rita do Trivelato (MT);886
5107776;Santa Terezinha (MT);2998
5107792;Santo Antônio do Leste (MT);1392
5107800;Santo Antônio do Leverger (MT);5998
5107859;São Félix do Araguaia (MT);3797
5107875;Sapezal (MT);6220
5107883;Serra Nova Dourada (MT);451
5107909;Sinop (MT);38522
5107925;Sorriso (MT);22909
5107941;Tabaporã (MT);3506
5107958;Tangará da Serra (MT);27071
5108006;Tapurah (MT);3341
5108055;Terra Nova do Norte (MT);3773
5108105;Tesouro (MT);1001
5108204;Torixoréu (MT);1108
5108303;União do Sul (MT);1445
5108352;Vale de São Domingos (MT);1036
5108402;Várzea Grande (MT);83617
5108501;Vera (MT);3776
5108600;Vila Rica (MT);7964
5108808;Nova Guarita (MT);1664
5108857;Nova Marilândia (MT);1046
5108907;Nova Maringá (MT);2545
5108956;Nova Monte Verde (MT);2811
5200050;Abadia de Goiás (GO);2238
5200100;Abadiânia (GO);4944
5200134;Acreúna (GO);6474
5200159;Adelândia (GO);685
5200175;Água Fria de Goiás (GO);1731
5200209;Água Limpa (GO);535
5200258;Águas Lindas de Goiás (GO);63662
5200308;Alexânia (GO);8158
5200506;Aloândia (GO);506
5200555;Alto Horizonte (GO);1482
5200605;Alto Paraíso de Goiás (GO);2457
5200803;Alvorada do Norte (GO);2882
5200829;Amaralina (GO);1058
5200852;Americano do Brasil (GO);1592
5200902;Amorinópolis (GO);955
5201108;Anápolis (GO);101704
5201207;Anhanguera (GO);280
5201306;Anicuns (GO);5701
5201405;Aparecida de Goiânia (GO);152230
5201454;Aparecida do Rio Doce (GO);745
5201504;Aporé (GO);1157
5201603;Araçu (GO);1047
5201702;Aragarças (GO);5583
5201801;Aragoiânia (GO);2603
5202155;Araguapaz (GO);2239
5202353;Arenópolis (GO);856
5202502;Aruanã (GO);2610
5202601;Aurilândia (GO);881
5202809;Avelinópolis (GO);681
5203104;Baliza (GO);1120
5203203;Barro Alto (GO);2850
5203302;Bela Vista de Goiás (GO);7164
5203401;Bom Jardim de Goiás (GO);2432
5203500;Bom Jesus de Goiás (GO);6542
5203559;Bonfinópolis (GO);2495
5203575;Bonópolis (GO);1226
5203609;Brazabrantes (GO);930
5203807;Britânia (GO);1673
5203906;Buriti Alegre (GO);2470
5203939;Buriti de Goiás (GO);686
5203962;Buritinópolis (GO);1168
5204003;Cabeceiras (GO);2581
5204102;Cachoeira Alta (GO);2973
5204201;Cachoeira de Goiás (GO);409
5204250;Cachoeira Dourada (GO);2397
5204300;Caçu (GO);3621
5204409;Caiapônia (GO);4733
5204508;Caldas Novas (GO);22090
5204557;Caldazinha (GO);971
5204607;Campestre de Goiás (GO);1060
5204656;Campinaçu (GO);1129
5204706;Campinorte (GO);3521
5204805;Campo Alegre de Goiás (GO);1949
5204854;Campo Limpo de Goiás (GO);2232
5204904;Campos Belos (GO);6549
5204953;Campos Verdes (GO);1594
5205000;Carmo do Rio Verde (GO);2572
5205059;Castelândia (GO);1056
5205109;Catalão (GO);24265
5205208;Caturaí (GO);1397
5205307;Cavalcante (GO);3929
5205406;Ceres (GO);5741
5205455;Cezarina (GO);2293
5205471;Chapadão do Céu (GO);2454
5205497;Cidade Ocidental (GO);20578
5205513;Cocalzinho de Goiás (GO);6050
5205521;Colinas do Sul (GO);1294
5205703;Córrego do Ouro (GO);746
5205802;Corumbá de Goiás (GO);3254
5205901;Corumbaíba (GO);2373
5206206;Cristalina (GO);16918
5206305;Cristianópolis (GO);837
5206404;Crixás (GO);4803
5206503;Cromínia (GO);952
5206602;Cumari (GO);799
5206701;Damianópolis (GO);1016
5206800;Damolândia (GO);741
5206909;Davinópolis (GO);545
5207105;Diorama (GO);670
5207253;Doverlândia (GO);2399
5207352;Edealina (GO);1041
5207402;Edéia (GO);3375
5207501;Estrela do Norte (GO);984
5207535;Faina (GO);2021
5207600;Fazenda Nova (GO);1719
5207808;Firminópolis (GO);2939
5207907;Flores de Goiás (GO);4277
5208004;Formosa (GO);34520
5208103;Formoso (GO);1453
5208152;Gameleira de Goiás (GO);1046
