"Tabela 3219 - Domicílios particulares permanentes, por número de moradores, segundo a situação do domicílio, o tipo de domicílio, a condição de ocupação e a existência de banheiro ou sanitário e esgotamento sanitário"
"Variável - Domicílios particulares permanentes (Unidades)"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Ano x Número de moradores x Situação do domicílio x Tipo de domicílio"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","2010"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total"
"Cód.","Município","Condição de ocupação do domicílio","Existência de banheiro ou sanitário e esgotamento sanitário","Total","Casa","Casa de vila ou em condomínio","Apartamento","Habitação em casa de cômodos, cortiço ou cabeça de porco","Oca ou maloca"
"4317558","Santo Antônio do Palma (RS)","Total","Total","655","640","-","15","-","-"
"4317608","Santo Antônio da Patrulha (RS)","Total","Total","13791","13454","47","288","2","-"
"4317707","Santo Antônio das Missões (RS)","Total","Total","3819","3797","1","19","2","-"
"4317756","Santo Antônio do Planalto (RS)","Total","Total","694","674","-","20","-","-"
"4317806","Santo Augusto (RS)","Total","Total","4791","4595","1","189","6","-"
"4317905","Santo Cristo (RS)","Total","Total","4856","4677","2","176","1","-"
"4317954","Santo Expedito do Sul (RS)","Total","Total","821","821","-","-","-","-"
"4318002","São Borja (RS)","Total","Total","19594","18445","44","1098","7","-"
"4318051","São Domingos do Sul (RS)","Total","Total","947","946","-","1","-","-"
"4318101","São Francisco de Assis (RS)","Total","Total","6807","6624","2","177","4","-"
"4318200","São Francisco de Paula (RS)","Total","Total","6718","6579","-","135","4","-"
"4318309","São Gabriel (RS)","Total","Total","19975","19088","45","794","48","-"
"4318408","São Jerônimo (RS)","Total","Total","7341","7193","11","135","2","-"
"4318424","São João da Urtiga (RS)","Total","Total","1600","1580","-","20","-","-"
"4318432","São João do Polêsine (RS)","Total","Total","855","784","26","45","-","-"
"4318440","São Jorge (RS)","Total","Total","907","806","1","100","-","-"
"4318457","São José das Missões (RS)","Total","Total","903","894","1","8","-","-"
"4318465","São José do Herval (RS)","Total","Total","709","706","-","2","1","-"
"4318481","São José do Hortêncio (RS)","Total","Total","1352","1306","-","44","2","-"
"4318499","São José do Inhacorá (RS)","Total","Total","750","734","-","16","-","-"
"4318507","São José do Norte (RS)","Total","Total","8795","8705","42","44","4","-"
"4318606","São José do Ouro (RS)","Total","Total","2320","2219","-","100","1","-"
"4318614","São José do Sul (RS)","Total","Total","699","675","-","24","-","-"
"4318622","São José dos Ausentes (RS)","Total","Total","1095","1095","-","-","-","-"
"4318705","São Leopoldo (RS)","Total","Total","71208","58916","441","11711","140","-"
"4318804","São Lourenço do Sul (RS)","Total","Total","13375","13172","22","168","13","-"
"4318903","São Luiz Gonzaga (RS)","Total","Total","11858","11349","17","468","24","-"
"4319000","São Marcos (RS)","Total","Total","6701","6215","-","483","3","-"
"4319109","São Martinho (RS)","Total","Total","2059","2000","-","54","5","-"
"4319125","São Martinho da Serra (RS)","Total","Total","1123","1122","1","-","-","-"
"4319158","São Miguel das Missões (RS)","Total","Total","2520","2511","-","9","-","-"
"4319208","São Nicolau (RS)","Total","Total","2006","1996","2","8","-","-"
"4319307","São Paulo das Missões (RS)","Total","Total","2043","2005","-","38","-","-"
"4319356","São Pedro da Serra (RS)","Total","Total","1054","998","-","56","-","-"
"4319364","São Pedro das Missões (RS)","Total","Total","611","602","2","7","-","-"
"4319372","São Pedro do Butiá (RS)","Total","Total","946","942","-","4","-","-"
"4319406","São Pedro do Sul (RS)","Total","Total","5846","5768","18","57","3","-"
"4319505","São Sebastião do Caí (RS)","Total","Total","7399","7109","8","280","2","-"
"4319604","São Sepé (RS)","Total","Total","8367","7762","24","578","3","-"
"4319703","São Valentim (RS)","Total","Total","1200","1146","-","49","5","-"
"4319711","São Valentim do Sul (RS)","Total","Total","740","728","-","11","1","-"
"4319737","São Valério do Sul (RS)","Total","Total","735","735","-","-","-","-"
"4319752","São Vendelino (RS)","Total","Total","636","632","-","4","-","-"
"4319802","São Vicente do Sul (RS)","Total","Total","2841","2799","-","36","6","-"
"4319901","Sapiranga (RS)","Total","Total","24487","22607","252","1580","48","-"
"4320008","Sapucaia do Sul (RS)","Total","Total","42735","38080","208","4399","48","-"
"4320107","Sarandi (RS)","Total","Total","6958","6340","13","605","-","-"
"4320206","Seberi (RS)","Total","Total","3686","3546","-","137","3","-"
"4320230","Sede Nova (RS)","Total","Total","1022","1007","-","15","-","-"
"4320263","Segredo (RS)","Total","Total","2223","2197","-","26","-","-"
"4320305","Selbach (RS)","Total","Total","1658","1571","25","57","5","-"
"4320321","Senador Salgado Filho (RS)","Total","Total","946","944","-","2","-","-"
"4320354","Sentinela do Sul (RS)","Total","Total","1807","1802","-","5","-","-"
"4320404","Serafina Corrêa (RS)","Total","Total","4541","3906","18","617","-","-"
"4320453","Sério (RS)","Total","Total","764","762","-","2","-","-"
"4320503","Sertão (RS)","Total","Total","2168","2092","15","61","-","-"
"4320552","Sertão Santana (RS)","Total","Total","2012","2002","1","4","5","-"
"4320578","Sete de Setembro (RS)","Total","Total","702","700","-","2","-","-"
"4320602","Severiano de Almeida (RS)","Total","Total","1263","1241","-","22","-","-"
"4320651","Silveira Martins (RS)","Total","Total","813","805","2","6","-","-"
"4320677","Sinimbu (RS)","Total","Total","3171","3138","4","28","1","-"
"4320701","Sobradinho (RS)","Total","Total","4843","4588","-","253","2","-"
"4320800","Soledade (RS)","Total","Total","9970","9133","4","830","3","-"
"4320859","Tabaí (RS)","Total","Total","1455","1455","-","-","-","-"
"4320909","Tapejara (RS)","Total","Total","6522","5541","5","976","-","-"
"4321006","Tapera (RS)","Total","Total","3527","3330","13","179","5","-"
"4321105","Tapes (RS)","Total","Total","5788","5557","114","115","2","-"
"4321204","Taquara (RS)","Total","Total","18505","17134","143","1218","10","-"
"4321303","Taquari (RS)","Total","Total","9302","9122","23","156","1","-"
"4321329","Taquaruçu do Sul (RS)","Total","Total","914","891","-","23","-","-"
"4321352","Tavares (RS)","Total","Total","1963","1948","-","11","4","-"
"4321402","Tenente Portela (RS)","Total","Total","4334","4147","-","184","2","1"
"4321436","Terra de Areia (RS)","Total","Total","3314","3261","2","50","1","-"
"4321451","Teutônia (RS)","Total","Total","9299","8569","21","682","27","-"
"4321469","Tio Hugo (RS)","Total","Total","927","926","-","-","1","-"
"4321477","Tiradentes do Sul (RS)","Total","Total","2191","2155","-","35","1","-"
"4321493","Toropi (RS)","Total","Total","1076","1075","-","1","-","-"
"4321501","Torres (RS)","Total","Total","12145","10410","16","1719","-","-"
"4321600","Tramandaí (RS)","Total","Total","13768","12323","81","1333","31","-"
"4321626","Travesseiro (RS)","Total","Total","773","771","-","2","-","-"
"4321634","Três Arroios (RS)","Total","Total","947","941","-","6","-","-"
"4321667","Três Cachoeiras (RS)","Total","Total","3426","3371","3","50","2","-"
"4321709","Três Coroas (RS)","Total","Total","7883","7550","22","288","23","-"
"4321808","Três de Maio (RS)","Total","Total","8308","7544","6","755","3","-"
"4321832","Três Forquilhas (RS)","Total","Total","1011","1004","-","7","-","-"
"4321857","Três Palmeiras (RS)","Total","Total","1425","1400","-","25","-","-"
"4321907","Três Passos (RS)","Total","Total","8572","7966","36","566","4","-"
"4321956","Trindade do Sul (RS)","Total","Total","1954","1944","-","10","-","-"
"4322004","Triunfo (RS)","Total","Total","8619","8418","90","108","3","-"
"4322103","Tucunduva (RS)","Total","Total","2057","2024","-","33","-","-"
"4322152","Tunas (RS)","Total","Total","1380","1374","2","4","-","-"
"4322186","Tupanci do Sul (RS)","Total","Total","535","535","-","-","-","-"
"4322202","Tupanciretã (RS)","Total","Total","7451","7303","4","137","7","-"
"4322251","Tupandi (RS)","Total","Total","1280","1210","2","64","4","-"
"4322301","Tuparendi (RS)","Total","Total","3068","2997","2","68","1","-"
"4322327","Turuçu (RS)","Total","Total","1074","1062","-","12","-","-"
"4322343","Ubiretama (RS)","Total","Total","726","726","-","-","-","-"
"4322350","União da Serra (RS)","Total","Total","458","456","1","1","-","-"
"4322376","Unistalda (RS)","Total","Total","832","832","-","-","-","-"
"4322400","Uruguaiana (RS)","Total","Total","37422","32398","309","4598","117","-"
"4322509","Vacaria (RS)","Total","Total","19835","18127","110","1579","19","-"
"4322525","Vale Verde (RS)","Total","Total","1164","1164","-","-","-","-"
"4322533","Vale do Sol (RS)","Total","Total","3533","3531","-","2","-","-"
"4322541","Vale Real (RS)","Total","Total","1662","1566","-","95","1","-"
"4322558","Vanini (RS)","Total","Total","635","611","-","24","-","-"
"4322608","Venâncio Aires (RS)","Total","Total","23011","21390","50","1508","63","-"
"4322707","Vera Cruz (RS)","Total","Total","8001","7871","68","52","10","-"
"4322806","Veranópolis (RS)","Total","Total","7704","5903","7","1779","15","-"
"4322855","Vespasiano Corrêa (RS)","Total","Total","622","594","14","14","-","-"
"4322905","Viadutos (RS)","Total","Total","1758","1737","-","21","-","-"
"4323002","Viamão (RS)","Total","Total","75516","73677","1118","697","21","3"
"4323101","Vicente Dutra (RS)","Total","Total","1718","1688","7","23","-","-"
"4323200","Victor Graeff (RS)","Total","Total","1041","1024","-","17","-","-"
"4323309","Vila Flores (RS)","Total","Total","989","969","1","18","1","-"
"4323358","Vila Lângaro (RS)","Total","Total","679","654","15","10","-","-"
"4323408","Vila Maria (RS)","Total","Total","1343","1284","1","57","1","-"
"4323457","Vila Nova do Sul (RS)","Total","Total","1503","1485","15","2","1","-"
"4323507","Vista Alegre (RS)","Total","Total","883","863","-","20","-","-"
"4323606","Vista Alegre do Prata (RS)","Total","Total","472","468","-","4","-","-"
"4323705","Vista Gaúcha (RS)","Total","Total","947","935","-","12","-","-"
"4323754","Vitória das Missões (RS)","Total","Total","1189","1188","-","1","-","-"
"4323770","Westfália (RS)","Total","Total","867","841","1","24","1","-"
"4323804","Xangri-lá (RS)","Total","Total","3862","3576","16","267","3","-"
"5000203","Água Clara (MS)","Total","Total","4452","4395","3","2","52","-"
"5000252","Alcinópolis (MS)","Total","Total","1587","1579","1","3","4","-"
"5000609","Amambai (MS)","Total","Total","10682","10410","31","166","15","60"
"5000708","Anastácio (MS)","Total","Total","7352","7205","128","7","12","-"
"5000807","Anaurilândia (MS)","Total","Total","2746","2739","3","2","2","-"
"5000856","Angélica (MS)","Total","Total","2981","2976","1","1","3","-"
"5000906","Antônio João (MS)","Total","Total","2472","2156","120","4","2","190"
"5001003","Aparecida do Taboado (MS)","Total","Total","7508","7491","8","5","4","-"
"5001102","Aquidauana (MS)","Total","Total","13686","13398","116","30","105","37"
"5001243","Aral Moreira (MS)","Total","Total","2708","2563","27","2","3","113"
"5001508","Bandeirantes (MS)","Total","Total","2341","2331","3","2","5","-"
"5001904","Bataguassu (MS)","Total","Total","6268","6228","11","12","17","-"
"5002001","Batayporã (MS)","Total","Total","3470","3433","4","1","32","-"
"5002100","Bela Vista (MS)","Total","Total","6779","6690","43","6","40","-"
"5002159","Bodoquena (MS)","Total","Total","2450","2437","5","6","2","-"
"5002209","Bonito (MS)","Total","Total","6188","6099","10","44","35","-"
"5002308","Brasilândia (MS)","Total","Total","3887","3871","2","1","13","-"
"5002407","Caarapó (MS)","Total","Total","7587","7061","16","38","48","424"
"5002605","Camapuã (MS)","Total","Total","4786","4776","5","3","2","-"
"5002704","Campo Grande (MS)","Total","Total","249800","218089","12387","18635","689","-"
"5002803","Caracol (MS)","Total","Total","1569","1534","35","-","-","-"
"5002902","Cassilândia (MS)","Total","Total","7217","7197","2","4","14","-"
"5002951","Chapadão do Sul (MS)","Total","Total","6117","5800","11","254","52","-"
"5003108","Corguinho (MS)","Total","Total","1656","1646","2","1","7","-"
"5003157","Coronel Sapucaia (MS)","Total","Total","3658","3395","-","9","13","241"
"5003207","Corumbá (MS)","Total","Total","27710","24931","1763","885","131","-"
"5003256","Costa Rica (MS)","Total","Total","6473","6415","6","15","37","-"
"5003306","Coxim (MS)","Total","Total","10508","10427","9","30","42","-"
"5003454","Deodápolis (MS)","Total","Total","3938","3926","-","1","11","-"
"5003488","Dois Irmãos do Buriti (MS)","Total","Total","2893","2863","17","7","6","-"
"5003504","Douradina (MS)","Total","Total","1640","1463","-","1","-","176"
"5003702","Dourados (MS)","Total","Total","60851","56427","1073","2833","458","60"
"5003751","Eldorado (MS)","Total","Total","3711","3685","5","12","9","-"
"5003801","Fátima do Sul (MS)","Total","Total","6479","6392","41","45","1","-"
"5003900","Figueirão (MS)","Total","Total","1037","1037","-","-","-","-"
"5004007","Glória de Dourados (MS)","Total","Total","3296","3285","-","10","1","-"
"5004106","Guia Lopes da Laguna (MS)","Total","Total","3286","3279","-","-","7","-"
"5004304","Iguatemi (MS)","Total","Total","4613","4565","13","23","12","-"
"5004403","Inocência (MS)","Total","Total","2634","2625","1","4","4","-"
"5004502","Itaporã (MS)","Total","Total","6216","6190","-","2","4","20"
"5004601","Itaquiraí (MS)","Total","Total","4628","4581","21","8","18","-"
"5004700","Ivinhema (MS)","Total","Total","7201","7180","5","6","10","-"
"5004809","Japorã (MS)","Total","Total","2004","1894","-","-","-","110"
"5004908","Jaraguari (MS)","Total","Total","2132","2108","9","1","14","-"
"5005004","Jardim (MS)","Total","Total","7448","7246","77","84","41","-"
"5005103","Jateí (MS)","Total","Total","1300","1278","-","2","20","-"
"5005152","Juti (MS)","Total","Total","1824","1822","-","2","-","-"
"5005202","Ladário (MS)","Total","Total","5165","4942","118","104","1","-"
"5005251","Laguna Carapã (MS)","Total","Total","1907","1746","-","17","11","133"
"5005400","Maracaju (MS)","Total","Total","10474","10121","91","121","92","49"
"5005608","Miranda (MS)","Total","Total","7127","7070","24","15","11","7"
"5005681","Mundo Novo (MS)","Total","Total","5371","5304","5","38","24","-"
"5005707","Naviraí (MS)","Total","Total","14690","14214","14","300","162","-"
"5005806","Nioaque (MS)","Total","Total","4437","4413","4","12","8","-"
"5006002","Nova Alvorada do Sul (MS)","Total","Total","5001","4970","16","3","12","-"
"5006200","Nova Andradina (MS)","Total","Total","14470","14172","15","234","49","-"
"5006259","Novo Horizonte do Sul (MS)","Total","Total","1596","1593","-","2","1","-"
"5006309","Paranaíba (MS)","Total","Total","13700","13644","15","39","2","-"
"5006358","Paranhos (MS)","Total","Total","3125","2408","5","-","2","710"
"5006408","Pedro Gomes (MS)","Total","Total","2659","2654","1","-","4","-"
"5006606","Ponta Porã (MS)","Total","Total","22347","21730","80","375","162","-"
"5006903","Porto Murtinho (MS)","Total","Total","4097","3919","98","27","53","-"
"5007109","Ribas do Rio Pardo (MS)","Total","Total","6456","6356","58","6","36","-"
"5007208","Rio Brilhante (MS)","Total","Total","9297","8968","203","65","61","-"
"5007307","Rio Negro (MS)","Total","Total","1724","1723","1","-","-","-"
"5007406","Rio Verde de Mato Grosso (MS)","Total","Total","6207","6127","9","28","43","-"
"5007505","Rochedo (MS)","Total","Total","1709","1704","4","1","-","-"
"5007554","Santa Rita do Pardo (MS)","Total","Total","2400","2387","8","1","4","-"
"5007695","São Gabriel do Oeste (MS)","Total","Total","7078","6898","41","99","40","-"
"5007703","Sete Quedas (MS)","Total","Total","3229","3141","9","20","10","49"
"5007802","Selvíria (MS)","Total","Total","1989","1986","-","2","1","-"
"5007901","Sidrolândia (MS)","Total","Total","13170","12937","124","52","20","37"
"5007935","Sonora (MS)","Total","Total","4805","4508","4","12","281","-"
"5007950","Tacuru (MS)","Total","Total","2743","2602","1","1","1","138"
"5007976","Taquarussu (MS)","Total","Total","1174","1157","15","2","-","-"
"5008008","Terenos (MS)","Total","Total","5411","5384","4","5","18","-"
"5008305","Três Lagoas (MS)","Total","Total","31959","31315","288","293","63","-"
"5008404","Vicentina (MS)","Total","Total","2013","2013","-","-","-","-"
"5100102","Acorizal (MT)","Total","Total","1741","1606","135","-","-","-"
"5100201","Água Boa (MT)","Total","Total","6422","6186","43","137","56","-"
"5100250","Alta Floresta (MT)","Total","Total","15142","14749","58","297","38","-"
"5100300","Alto Araguaia (MT)","Total","Total","5133","5010","89","21","13","-"
"5100359","Alto Boa Vista (MT)","Total","Total","1467","1381","2","1","7","76"
"5100409","Alto Garças (MT)","Total","Total","3420","3394","2","7","17","-"
"5100508","Alto Paraguai (MT)","Total","Total","3090","3072","2","14","2","-"
"5100607","Alto Taquari (MT)","Total","Total","2393","2314","6","5","68","-"
"5100805","Apiacás (MT)","Total","Total","2464","2423","2","-","39","-"
"5101001","Araguaiana (MT)","Total","Total","1087","1082","-","1","4","-"
"5101209","Araguainha (MT)","Total","Total","387","387","-","-","-","-"
"5101258","Araputanga (MT)","Total","Total","4831","4768","55","7","1","-"
"5101308","Arenápolis (MT)","Total","Total","3273","3245","5","20","3","-"
"5101407","Aripuanã (MT)","Total","Total","5372","5254","49","19","46","4"
"5101605","Barão de Melgaço (MT)","Total","Total","2222","2221","-","1","-","-"
"5101704","Barra do Bugres (MT)","Total","Total","9407","9131","52","175","49","-"
"5101803","Barra do Garças (MT)","Total","Total","17780","16914","47","442","87","290"
"5101852","Bom Jesus do Araguaia (MT)","Total","Total","1536","1498","31","3","4","-"
"5101902","Brasnorte (MT)","Total","Total","4393","4168","91","91","43","-"
"5102504","Cáceres (MT)","Total","Total","25306","23831","1065","290","120","-"
"5102603","Campinápolis (MT)","Total","Total","2910","2185","1","1","3","720"
"5102637","Campo Novo do Parecis (MT)","Total","Total","8397","6651","22","1589","126","9"
"5102678","Campo Verde (MT)","Total","Total","9432","8555","473","338","66","-"
"5102686","Campos de Júlio (MT)","Total","Total","1504","1309","83","69","43","-"
"5102694","Canabrava do Norte (MT)","Total","Total","1407","1401","6","-","-","-"
"5102702","Canarana (MT)","Total","Total","5655","5366","46","92","53","98"
"5102793","Carlinda (MT)","Total","Total","3399","3379","10","6","4","-"
"5102850","Castanheira (MT)","Total","Total","2513","2508","-","5","-","-"
"5103007","Chapada dos Guimarães (MT)","Total","Total","5538","5458","51","9","20","-"
"5103056","Cláudia (MT)","Total","Total","3366","3320","11","14","21","-"
"5103106","Cocalinho (MT)","Total","Total","1702","1684","6","-","12","-"
"5103205","Colíder (MT)","Total","Total","9947","9856","2","43","46","-"
"5103254","Colniza (MT)","Total","Total","7640","7563","8","46","23","-"
"5103304","Comodoro (MT)","Total","Total","5466","5329","5","104","12","16"
"5103353","Confresa (MT)","Total","Total","7286","7150","10","73","4","49"
"5103361","Conquista D'Oeste (MT)","Total","Total","1015","956","22","8","3","26"
"5103379","Cotriguaçu (MT)","Total","Total","4297","4224","65","3","2","3"
"5103403","Cuiabá (MT)","Total","Total","165685","134785","7894","20427","2579","-"
"5103437","Curvelândia (MT)","Total","Total","1513","1509","2","-","2","-"
"5103452","Denise (MT)","Total","Total","2584","2565","2","3","14","-"
"5103502","Diamantino (MT)","Total","Total","5887","5711","73","59","44","-"
"5103601","Dom Aquino (MT)","Total","Total","2735","2719","4","5","7","-"
"5103700","Feliz Natal (MT)","Total","Total","2940","2844","-","14","-","82"
"5103809","Figueirópolis D'Oeste (MT)","Total","Total","1206","1201","2","3","-","-"
"5103858","Gaúcha do Norte (MT)","Total","Total","1517","1337","2","6","15","157"
"5103908","General Carneiro (MT)","Total","Total","1422","1360","5","-","-","57"
"5103957","Glória D'Oeste (MT)","Total","Total","1031","1022","1","5","3","-"
"5104104","Guarantã do Norte (MT)","Total","Total","9391","9284","20","54","33","-"
"5104203","Guiratinga (MT)","Total","Total","4618","4570","30","16","2","-"
"5104500","Indiavaí (MT)","Total","Total","752","749","1","-","2","-"
"5104526","Ipiranga do Norte (MT)","Total","Total","1559","1529","1","28","1","-"
"5104542","Itanhangá (MT)","Total","Total","1570","1561","-","7","2","-"
"5104559","Itaúba (MT)","Total","Total","1389","1384","2","2","1","-"
"5104609","Itiquira (MT)","Total","Total","3618","3461","117","14","26","-"
"5104807","Jaciara (MT)","Total","Total","8154","7912","13","145","84","-"
"5104906","Jangada (MT)","Total","Total","1978","1967","4","5","2","-"
"5105002","Jauru (MT)","Total","Total","3213","3179","20","8","6","-"
"5105101","Juara (MT)","Total","Total","10010","9839","16","29","63","63"
"5105150","Juína (MT)","Total","Total","11930","11667","13","173","59","18"
"5105176","Juruena (MT)","Total","Total","3184","3169","10","3","2","-"
"5105200","Juscimeira (MT)","Total","Total","3739","3727","5","3","4","-"
"5105234","Lambari D'Oeste (MT)","Total","Total","1689","1681","-","1","7","-"
"5105259","Lucas do Rio Verde (MT)","Total","Total","13769","12613","389","508","259","-"
"5105309","Luciara (MT)","Total","Total","656","652","4","-","-","-"
"5105507","Vila Bela da Santíssima Trindade (MT)","Total","Total","4010","3964","19","18","9","-"
"5105580","Marcelândia (MT)","Total","Total","3738","3635","47","-","17","39"
"5105606","Matupá (MT)","Total","Total","4262","4134","3","61","52","12"
"5105622","Mirassol d'Oeste (MT)","Total","Total","7916","7764","38","70","44","-"
"5105903","Nobres (MT)","Total","Total","4478","4327","96","2","19","34"
"5106000","Nortelândia (MT)","Total","Total","2004","2000","2","2","-","-"
"5106109","Nossa Senhora do Livramento (MT)","Total","Total","3568","3566","2","-","-","-"
"5106158","Nova Bandeirantes (MT)","Total","Total","3445","3400","-","25","20","-"
"5106174","Nova Nazaré (MT)","Total","Total","760","653","-","1","1","105"
"5106182","Nova Lacerda (MT)","Total","Total","1630","1612","1","3","-","14"
"5106190","Nova Santa Helena (MT)","Total","Total","1112","1110","-","1","1","-"
"5106208","Nova Brasilândia (MT)","Total","Total","1450","1449","1","-","-","-"
"5106216","Nova Canaã do Norte (MT)","Total","Total","3891","3881","4","-","6","-"
"5106224","Nova Mutum (MT)","Total","Total","9429","8570","7","536","316","-"
"5106232","Nova Olímpia (MT)","Total","Total","5102","4850","137","41","74","-"
"5106240","Nova Ubiratã (MT)","Total","Total","2748","2717","20","-","4","7"
"5106257","Nova Xavantina (MT)","Total","Total","6378","6329","4","30","1","14"
"5106265","Novo Mundo (MT)","Total","Total","2242","2239","2","-","1","-"
"5106273","Novo Horizonte do Norte (MT)","Total","Total","1193","1188","-","1","4","-"
"5106281","Novo São Joaquim (MT)","Total","Total","2063","2053","-","-","8","2"
"5106299","Paranaíta (MT)","Total","Total","3214","3200","4","7","3","-"
"5106307","Paranatinga (MT)","Total","Total","5932","5685","71","29","38","109"
"5106315","Novo Santo Antônio (MT)","Total","Total","598","598","-","-","-","-"
"5106372","Pedra Preta (MT)","Total","Total","5106","5073","14","8","11","-"
"5106422","Peixoto de Azevedo (MT)","Total","Total","8695","8521","17","35","18","104"
"5106455","Planalto da Serra (MT)","Total","Total","863","863","-","-","-","-"
"5106505","Poconé (MT)","Total","Total","8885","8806","31","1","47","-"
"5106653","Pontal do Araguaia (MT)","Total","Total","1745","1718","14","4","9","-"
"5106703","Ponte Branca (MT)","Total","Total","649","649","-","-","-","-"
"5106752","Pontes e Lacerda (MT)","Total","Total","12776","12117","338","288","33","-"
"5106778","Porto Alegre do Norte (MT)","Total","Total","3008","2973","-","1","4","30"
"5106802","Porto dos Gaúchos (MT)","Total","Total","1759","1748","-","4","7","-"
"5106828","Porto Esperidião (MT)","Total","Total","3193","3153","4","17","1","18"
"5106851","Porto Estrela (MT)","Total","Total","1119","1118","1","-","-","-"
"5107008","Poxoréu (MT)","Total","Total","5658","5604","4","8","3","39"
"5107040","Primavera do Leste (MT)","Total","Total","15771","14446","95","864","366","-"
"5107065","Querência (MT)","Total","Total","3657","3397","13","66","43","138"
"5107107","São José dos Quatro Marcos (MT)","Total","Total","6108","6106","2","-","-","-"
"5107156","Reserva do Cabaçal (MT)","Total","Total","827","827","-","-","-","-"
"5107180","Ribeirão Cascalheira (MT)","Total","Total","2701","2662","6","3","2","28"
"5107198","Ribeirãozinho (MT)","Total","Total","743","742","-","1","-","-"
"5107206","Rio Branco (MT)","Total","Total","1687","1683","2","-","2","-"
"5107248","Santa Carmem (MT)","Total","Total","1172","1169","-","2","1","-"
"5107263","Santo Afonso (MT)","Total","Total","1010","1007","-","1","2","-"
"5107297","São José do Povo (MT)","Total","Total","1154","1148","6","-","-","-"
"5107305","São José do Rio Claro (MT)","Total","Total","4926","4824","89","6","7","-"
"5107354","São José do Xingu (MT)","Total","Total","1515","1476","7","11","11","10"
"5107404","São Pedro da Cipa (MT)","Total","Total","1294","1290","-","-","4","-"
"5107578","Rondolândia (MT)","Total","Total","970","905","2","-","-","63"
"5107602","Rondonópolis (MT)","Total","Total","61398","57744","423","2391","797","43"
"5107701","Rosário Oeste (MT)","Total","Total","5172","5161","3","1","7","-"
"5107743","Santa Cruz do Xingu (MT)","Total","Total","605","603","-","1","1","-"
"5107750","Salto do Céu (MT)","Total","Total","1282","1282","-","-","-","-"
"5107768","Santa Rita do Trivelato (MT)","Total","Total","717","711","1","4","1","-"
"5107776","Santa Terezinha (MT)","Total","Total","2039","2031","-","7","1","-"
"5107792","Santo Antônio do Leste (MT)","Total","Total","1022","1007","-","3","10","2"
"5107800","Santo Antônio do Leverger (MT)","Total","Total","5573","5498","19","6","50","-"
"5107859","São Félix do Araguaia (MT)","Total","Total","3293","3153","61","15","18","46"
"5107875","Sapezal (MT)","Total","Total","5390","4578","161","474","172","5"
"5107883","Serra Nova Dourada (MT)","Total","Total","439","439","-","-","-","-"
"5107909","Sinop (MT)","Total","Total","34020","32663","156","992","209","-"
"5107925","Sorriso (MT)","Total","Total","19887","18858","283","573","173","-"
"5107941","Tabaporã (MT)","Total","Total","3083","3054","3","5","21","-"
"5107958","Tangará da Serra (MT)","Total","Total","25605","23757","745","731","270","102"
"5108006","Tapurah (MT)","Total","Total","2607","2544","3","58","2","-"
"5108055","Terra Nova do Norte (MT)","Total","Total","3572","3556","1","12","3","-"
"5108105","Tesouro (MT)","Total","Total","1123","1123","-","-","-","-"
"5108204","Torixoréu (MT)","Total","Total","1450","1441","2","6","1","-"
"5108303","União do Sul (MT)","Total","Total","1141","1135","-","2","4","-"
"5108352","Vale de São Domingos (MT)","Total","Total","961","959","-","2","-","-"
"5108402","Várzea Grande (MT)","Total","Total","74641","69889","1881","2089","782","-"
"5108501","Vera (MT)","Total","Total","2965","2958","-","7","-","-"
"5108600","Vila Rica (MT)","Total","Total","6076","5895","36","26","119","-"
"5108808","Nova Guarita (MT)","Total","Total","1505","1501","2","2","-","-"
"5108857","Nova Marilândia (MT)","Total","Total","922","912","-","-","10","-"
"5108907","Nova Maringá (MT)","Total","Total","1872","1862","1","2","7","-"
"5108956","Nova Monte Verde (MT)","Total","Total","2496","2451","6","13","26","-"
"5200050","Abadia de Goiás (GO)","Total","Total","2132","2008","113","5","6","-"
"5200100","Abadiânia (GO)","Total","Total","4637","4600","29","6","2","-"
"5200134","Acreúna (GO)","Total","Total","6427","6393","4","21","9","-"
"5200159","Adelândia (GO)","Total","Total","844","813","1","4","26","-"
"5200175","Água Fria de Goiás (GO)","Total","Total","1594","1584","3","-","7","-"
"5200209","Água Limpa (GO)","Total","Total","734","729","2","-","3","-"
"5200258","Águas Lindas de Goiás (GO)","Total","Total","44228","42713","216","228","1071","-"
"5200308","Alexânia (GO)","Total","Total","7409","7017","266","38","88","-"
"5200506","Aloândia (GO)","Total","Total","800","731","69","-","-","-"
"5200555","Alto Horizonte (GO)","Total","Total","1453","1450","-","-","3","-"
"5200605","Alto Paraíso de Goiás (GO)","Total","Total","2110","2047","20","37","6","-"
"5200803","Alvorada do Norte (GO)","Total","Total","2410","2364","-","9","37","-"
"5200829","Amaralina (GO)","Total","Total","1091","1091","-","-","-","-"
"5200852","Americano do Brasil (GO)","Total","Total","1922","1922","-","-","-","-"
"5200902","Amorinópolis (GO)","Total","Total","1286","1286","-","-","-","-"
"5201108","Anápolis (GO)","Total","Total","104258","97663","675","5424","496","-"
