"Tabela 3604 - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país, por tempo habitual de deslocamento do domicílio para o trabalho principal, segundo a situação do domicílio e os grupos de horas habitualmente trabalhadas por semana no trabalho principal"
"Variável - Pessoas de 10 anos ou mais de idade, ocupadas na semana de referência, que, no trabalho principal, trabalhavam fora do domicílio e retornavam diariamente do trabalho para o domicílio, exclusive as pessoas que, no trabalho principal, trabalhavam em mais de um município ou país (Pessoas)"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Ano x Tempo habitual de deslocamento do domicílio para o trabalho principal x Situação do domicílio"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","2010"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Até cinco minutos","De seis minutos até meia hora","Mais de meia hora até uma hora","Mais de uma hora até duas horas","Mais de duas horas"
"Cód.","Município","Grupos de horas habitualmente trabalhadas por semana no trabalho principal","Total","Total","Total","Total","Total"
"4203303","Campo Alegre (SC)","Total","887","2824","345","95","28"
"4203402","Campo Belo do Sul (SC)","Total","596","1161","204","48","8"
"4203501","Campo Erê (SC)","Total","549","1627","173","66","20"
"4203600","Campos Novos (SC)","Total","2838","6860","1255","309","11"
"4203709","Canelinha (SC)","Total","1535","1874","388","59","16"
"4203808","Canoinhas (SC)","Total","3205","12393","1783","221","49"
"4203907","Capinzal (SC)","Total","1826","6285","1011","81","22"
"4203956","Capivari de Baixo (SC)","Total","1281","6612","892","59","9"
"4204004","Catanduvas (SC)","Total","1315","1811","493","123","17"
"4204103","Caxambu do Sul (SC)","Total","269","436","189","73","-"
"4204152","Celso Ramos (SC)","Total","210","440","38","4","4"
"4204178","Cerro Negro (SC)","Total","290","367","75","21","17"
"4204194","Chapadão do Lageado (SC)","Total","506","247","20","3","-"
"4204202","Chapecó (SC)","Total","11314","52982","9425","1034","161"
"4204251","Cocal do Sul (SC)","Total","1266","4266","698","108","19"
"4204301","Concórdia (SC)","Total","5596","20508","3026","530","21"
"4204350","Cordilheira Alta (SC)","Total","345","843","81","-","-"
"4204400","Coronel Freitas (SC)","Total","716","1661","399","53","8"
"4204459","Coronel Martins (SC)","Total","136","233","33","12","8"
"4204509","Corupá (SC)","Total","875","3519","986","84","4"
"4204558","Correia Pinto (SC)","Total","797","2146","311","158","28"
"4204608","Criciúma (SC)","Total","10948","57221","12243","1547","217"
"4204707","Cunha Porã (SC)","Total","1291","2819","209","33","15"
"4204756","Cunhataí (SC)","Total","146","165","40","13","-"
"4204806","Curitibanos (SC)","Total","2339","8116","1300","223","70"
"4204905","Descanso (SC)","Total","1052","1825","214","36","-"
"4205001","Dionísio Cerqueira (SC)","Total","1085","2556","281","27","12"
"4205100","Dona Emma (SC)","Total","391","807","81","9","3"
"4205159","Doutor Pedrinho (SC)","Total","423","837","149","41","-"
"4205175","Entre Rios (SC)","Total","404","342","24","120","75"
"4205191","Ermo (SC)","Total","296","517","38","2","-"
"4205209","Erval Velho (SC)","Total","462","877","88","20","-"
"4205308","Faxinal dos Guedes (SC)","Total","1108","2486","360","104","11"
"4205357","Flor do Sertão (SC)","Total","224","312","51","5","-"
"4205407","Florianópolis (SC)","Total","17422","103807","44741","13603","1159"
"4205431","Formosa do Sul (SC)","Total","30","405","28","10","-"
"4205456","Forquilhinha (SC)","Total","1261","5721","1926","278","-"
"4205506","Fraiburgo (SC)","Total","2160","8288","2042","248","32"
"4205555","Frei Rogério (SC)","Total","473","494","96","8","3"
"4205605","Galvão (SC)","Total","207","517","29","29","9"
"4205704","Garopaba (SC)","Total","1719","4873","461","98","36"
"4205803","Garuva (SC)","Total","1390","3626","562","138","10"
"4205902","Gaspar (SC)","Total","4197","14535","3103","299","20"
"4206009","Governador Celso Ramos (SC)","Total","1094","2178","987","484","16"
"4206108","Grão-Pará (SC)","Total","696","1164","102","23","9"
"4206207","Gravatal (SC)","Total","912","2882","454","20","5"
"4206306","Guabiruba (SC)","Total","2459","5017","497","45","11"
"4206405","Guaraciaba (SC)","Total","1029","2285","128","27","19"
"4206504","Guaramirim (SC)","Total","1772","8552","1394","103","9"
"4206603","Guarujá do Sul (SC)","Total","715","1205","136","7","-"
"4206652","Guatambú (SC)","Total","216","791","111","27","-"
"4206702","Herval d'Oeste (SC)","Total","1160","6375","1034","43","42"
"4206751","Ibiam (SC)","Total","383","541","65","-","5"
"4206801","Ibicaré (SC)","Total","261","510","101","16","-"
"4206900","Ibirama (SC)","Total","1623","5545","496","79","-"
"4207007","Içara (SC)","Total","4067","13766","2972","356","66"
"4207106","Ilhota (SC)","Total","1147","3272","707","150","4"
"4207205","Imaruí (SC)","Total","612","1482","261","64","11"
"4207304","Imbituba (SC)","Total","2700","9948","935","140","59"
"4207403","Imbuia (SC)","Total","692","1030","55","10","4"
"4207502","Indaial (SC)","Total","4288","16578","3674","605","73"
"4207577","Iomerê (SC)","Total","627","703","16","-","-"
"4207601","Ipira (SC)","Total","380","852","87","45","4"
"4207650","Iporã do Oeste (SC)","Total","2067","2252","188","18","-"
"4207684","Ipuaçu (SC)","Total","472","812","311","154","17"
"4207700","Ipumirim (SC)","Total","1381","1707","91","15","-"
"4207759","Iraceminha (SC)","Total","301","705","109","8","7"
"4207809","Irani (SC)","Total","809","1489","438","250","20"
"4207858","Irati (SC)","Total","3","82","82","18","1"
"4207908","Irineópolis (SC)","Total","1274","2039","208","73","9"
"4208005","Itá (SC)","Total","595","1250","225","34","3"
"4208104","Itaiópolis (SC)","Total","1391","2923","552","106","8"
"4208203","Itajaí (SC)","Total","10826","56707","7841","800","239"
"4208302","Itapema (SC)","Total","3284","10966","1868","357","52"
"4208401","Itapiranga (SC)","Total","1693","3734","344","72","26"
"4208450","Itapoá (SC)","Total","1427","3097","545","110","35"
"4208500","Ituporanga (SC)","Total","1605","4370","512","32","-"
"4208609","Jaborá (SC)","Total","646","600","73","60","1"
"4208708","Jacinto Machado (SC)","Total","912","2668","443","97","17"
"4208807","Jaguaruna (SC)","Total","1574","4088","642","99","33"
"4208906","Jaraguá do Sul (SC)","Total","7840","47086","10008","1147","154"
"4208955","Jardinópolis (SC)","Total","212","213","58","3","4"
"4209003","Joaçaba (SC)","Total","3220","7632","1327","138","65"
"4209102","Joinville (SC)","Total","18708","117934","55600","11524","670"
"4209151","José Boiteux (SC)","Total","622","1445","117","46","-"
"4209177","Jupiá (SC)","Total","59","317","63","10","-"
"4209201","Lacerdópolis (SC)","Total","217","324","31","-","-"
"4209300","Lages (SC)","Total","7260","34239","9312","1576","341"
"4209409","Laguna (SC)","Total","2890","10065","2468","535","128"
"4209458","Lajeado Grande (SC)","Total","154","205","29","6","-"
"4209508","Laurentino (SC)","Total","711","1782","123","19","3"
"4209607","Lauro Müller (SC)","Total","836","2829","836","173","9"
"4209706","Lebon Régis (SC)","Total","743","1500","617","270","21"
"4209805","Leoberto Leal (SC)","Total","425","670","63","10","-"
"4209854","Lindóia do Sul (SC)","Total","698","718","78","12","-"
"4209904","Lontras (SC)","Total","803","2850","386","44","12"
"4210001","Luiz Alves (SC)","Total","1278","2569","342","97","8"
"4210035","Luzerna (SC)","Total","705","1644","109","24","4"
"4210050","Macieira (SC)","Total","172","65","23","4","1"
"4210100","Mafra (SC)","Total","3669","12332","2991","407","142"
"4210209","Major Gercino (SC)","Total","460","702","125","15","15"
"4210308","Major Vieira (SC)","Total","343","1072","209","23","3"
"4210407","Maracajá (SC)","Total","494","1712","254","31","8"
"4210506","Maravilha (SC)","Total","2507","6286","530","27","11"
"4210555","Marema (SC)","Total","166","230","27","12","1"
"4210605","Massaranduba (SC)","Total","1200","3515","644","189","27"
"4210704","Matos Costa (SC)","Total","188","319","155","37","5"
"4210803","Meleiro (SC)","Total","595","1534","203","12","5"
"4210852","Mirim Doce (SC)","Total","216","366","30","11","-"
"4210902","Modelo (SC)","Total","464","1104","49","9","7"
"4211009","Mondaí (SC)","Total","1188","2437","131","45","-"
"4211058","Monte Carlo (SC)","Total","358","1637","535","264","26"
"4211108","Monte Castelo (SC)","Total","544","1157","258","117","5"
"4211207","Morro da Fumaça (SC)","Total","2191","4805","294","11","4"
"4211256","Morro Grande (SC)","Total","337","538","29","-","-"
"4211306","Navegantes (SC)","Total","3151","13283","3537","471","28"
"4211405","Nova Erechim (SC)","Total","727","970","59","5","2"
"4211454","Nova Itaberaba (SC)","Total","798","570","110","13","3"
"4211504","Nova Trento (SC)","Total","1360","3183","348","35","13"
"4211603","Nova Veneza (SC)","Total","1282","3611","432","72","18"
"4211652","Novo Horizonte (SC)","Total","70","186","54","6","5"
"4211702","Orleans (SC)","Total","1625","3731","552","57","-"
"4211751","Otacílio Costa (SC)","Total","874","4158","663","131","9"
"4211801","Ouro (SC)","Total","482","1762","229","26","3"
"4211850","Ouro Verde (SC)","Total","275","283","43","9","-"
"4211876","Paial (SC)","Total","80","103","63","77","7"
"4211892","Painel (SC)","Total","157","279","55","6","-"
"4211900","Palhoça (SC)","Total","5490","28812","16592","5538","350"
"4212007","Palma Sola (SC)","Total","823","1584","152","33","-"
"4212056","Palmeira (SC)","Total","158","360","106","17","4"
"4212106","Palmitos (SC)","Total","3143","3403","356","126","-"
"4212205","Papanduva (SC)","Total","1510","3554","841","159","11"
"4212239","Paraíso (SC)","Total","208","424","62","6","4"
"4212254","Passo de Torres (SC)","Total","589","1588","129","6","3"
"4212270","Passos Maia (SC)","Total","691","698","44","55","4"
"4212304","Paulo Lopes (SC)","Total","609","1158","287","176","7"
"4212403","Pedras Grandes (SC)","Total","413","872","174","18","4"
"4212502","Penha (SC)","Total","1700","5530","1057","137","61"
"4212601","Peritiba (SC)","Total","275","375","91","19","12"
"4212700","Petrolândia (SC)","Total","565","1283","119","25","-"
"4212809","Balneário Piçarras (SC)","Total","1224","4415","740","77","29"
"4212908","Pinhalzinho (SC)","Total","1837","4117","251","20","15"
"4213005","Pinheiro Preto (SC)","Total","320","737","54","-","3"
"4213104","Piratuba (SC)","Total","510","1005","180","26","3"
"4213153","Planalto Alegre (SC)","Total","721","451","104","10","-"
"4213203","Pomerode (SC)","Total","2391","9448","1939","196","25"
"4213302","Ponte Alta (SC)","Total","265","863","166","19","3"
"4213351","Ponte Alta do Norte (SC)","Total","205","781","74","30","-"
"4213401","Ponte Serrada (SC)","Total","715","1920","587","473","69"
"4213500","Porto Belo (SC)","Total","1198","4276","391","64","5"
"4213609","Porto União (SC)","Total","2462","8220","1182","97","49"
"4213708","Pouso Redondo (SC)","Total","1635","3442","368","28","32"
"4213807","Praia Grande (SC)","Total","1017","2115","135","34","4"
"4213906","Presidente Castello Branco (SC)","Total","138","140","49","10","3"
"4214003","Presidente Getúlio (SC)","Total","2072","4596","241","54","-"
"4214102","Presidente Nereu (SC)","Total","188","269","60","8","2"
"4214151","Princesa (SC)","Total","1227","341","16","-","6"
"4214201","Quilombo (SC)","Total","710","1927","207","56","21"
"4214300","Rancho Queimado (SC)","Total","313","377","62","2","-"
"4214409","Rio das Antas (SC)","Total","1052","1709","205","15","9"
"4214508","Rio do Campo (SC)","Total","842","1210","223","38","6"
"4214607","Rio do Oeste (SC)","Total","625","1232","108","19","-"
"4214706","Rio dos Cedros (SC)","Total","1026","2889","447","57","-"
"4214805","Rio do Sul (SC)","Total","4709","21023","1897","187","69"
"4214904","Rio Fortuna (SC)","Total","1165","711","53","3","3"
"4215000","Rio Negrinho (SC)","Total","2453","8469","1650","455","199"
"4215059","Rio Rufino (SC)","Total","172","265","40","3","-"
"4215075","Riqueza (SC)","Total","685","1125","125","35","19"
"4215109","Rodeio (SC)","Total","1034","3141","456","96","5"
"4215208","Romelândia (SC)","Total","1798","952","163","15","-"
"4215307","Salete (SC)","Total","802","1822","102","7","10"
"4215356","Saltinho (SC)","Total","305","241","66","20","9"
"4215406","Salto Veloso (SC)","Total","479","1216","56","2","5"
"4215455","Sangão (SC)","Total","1708","2918","198","24","10"
"4215505","Santa Cecília (SC)","Total","898","3103","618","98","-"
"4215554","Santa Helena (SC)","Total","917","650","58","25","-"
"4215604","Santa Rosa de Lima (SC)","Total","201","359","35","3","4"
"4215653","Santa Rosa do Sul (SC)","Total","647","1623","131","29","28"
"4215679","Santa Terezinha (SC)","Total","227","586","88","4","5"
"4215687","Santa Terezinha do Progresso (SC)","Total","141","139","22","11","-"
"4215695","Santiago do Sul (SC)","Total","130","228","15","12","-"
"4215703","Santo Amaro da Imperatriz (SC)","Total","1208","3894","1686","1007","54"
"4215752","São Bernardino (SC)","Total","406","367","22","12","-"
"4215802","São Bento do Sul (SC)","Total","4515","19957","4258","517","84"
"4215901","São Bonifácio (SC)","Total","523","531","103","28","12"
"4216008","São Carlos (SC)","Total","869","2273","347","104","6"
"4216057","São Cristóvão do Sul (SC)","Total","368","773","101","32","18"
"4216107","São Domingos (SC)","Total","831","1992","242","62","8"
"4216206","São Francisco do Sul (SC)","Total","2292","8468","1520","441","108"
"4216255","São João do Oeste (SC)","Total","532","782","225","50","2"
"4216305","São João Batista (SC)","Total","3479","8641","369","33","17"
"4216354","São João do Itaperiú (SC)","Total","248","857","223","26","4"
"4216404","São João do Sul (SC)","Total","827","983","81","49","12"
"4216503","São Joaquim (SC)","Total","1610","5322","799","146","12"
"4216602","São José (SC)","Total","8094","55028","27747","5265","302"
"4216701","São José do Cedro (SC)","Total","1880","3302","383","38","5"
"4216800","São José do Cerrito (SC)","Total","350","1005","262","35","11"
"4216909","São Lourenço do Oeste (SC)","Total","1605","6020","481","42","31"
"4217006","São Ludgero (SC)","Total","1268","3553","238","48","3"
"4217105","São Martinho (SC)","Total","669","577","90","5","2"
"4217154","São Miguel da Boa Vista (SC)","Total","123","169","15","-","-"
"4217204","São Miguel do Oeste (SC)","Total","3761","9442","1031","182","13"
"4217253","São Pedro de Alcântara (SC)","Total","221","748","282","90","6"
"4217303","Saudades (SC)","Total","1246","1946","162","13","-"
"4217402","Schroeder (SC)","Total","940","4302","1162","101","-"
"4217501","Seara (SC)","Total","1725","4607","383","54","5"
"4217550","Serra Alta (SC)","Total","726","983","32","4","-"
"4217600","Siderópolis (SC)","Total","993","3401","732","73","22"
"4217709","Sombrio (SC)","Total","2307","7179","631","37","37"
"4217758","Sul Brasil (SC)","Total","137","398","53","7","-"
"4217808","Taió (SC)","Total","2069","4484","406","49","18"
"4217907","Tangará (SC)","Total","846","2147","197","32","9"
"4217956","Tigrinhos (SC)","Total","373","621","41","8","-"
"4218004","Tijucas (SC)","Total","2766","7296","774","110","84"
"4218103","Timbé do Sul (SC)","Total","590","919","170","14","-"
"4218202","Timbó (SC)","Total","2936","13234","1193","187","-"
"4218251","Timbó Grande (SC)","Total","419","1426","373","84","48"
"4218301","Três Barras (SC)","Total","759","3666","675","166","-"
"4218350","Treviso (SC)","Total","341","838","122","16","-"
"4218400","Treze de Maio (SC)","Total","1230","2109","166","9","-"
"4218509","Treze Tílias (SC)","Total","767","1425","187","7","30"
"4218608","Trombudo Central (SC)","Total","838","1999","144","11","-"
"4218707","Tubarão (SC)","Total","6842","31042","2515","300","140"
"4218756","Tunápolis (SC)","Total","1950","917","74","37","-"
"4218806","Turvo (SC)","Total","1454","2761","215","15","-"
"4218855","União do Oeste (SC)","Total","459","357","91","24","-"
"4218905","Urubici (SC)","Total","752","2095","373","36","5"
"4218954","Urupema (SC)","Total","268","633","88","9","3"
"4219002","Urussanga (SC)","Total","1414","5564","687","48","10"
"4219101","Vargeão (SC)","Total","472","840","74","27","10"
"4219150","Vargem (SC)","Total","308","325","79","18","3"
"4219176","Vargem Bonita (SC)","Total","423","720","179","91","7"
"4219200","Vidal Ramos (SC)","Total","464","762","45","5","-"
"4219309","Videira (SC)","Total","3212","14416","2909","301","35"
"4219358","Vitor Meireles (SC)","Total","470","427","72","28","14"
"4219408","Witmarsum (SC)","Total","401","619","63","13","-"
"4219507","Xanxerê (SC)","Total","3338","10461","1634","184","29"
"4219606","Xavantina (SC)","Total","313","341","47","9","-"
"4219705","Xaxim (SC)","Total","1385","5459","708","69","23"
"4219853","Zortéa (SC)","Total","213","979","66","19","-"
"4300034","Aceguá (RS)","Total","201","376","187","32","4"
"4300059","Água Santa (RS)","Total","394","364","96","9","8"
"4300109","Agudo (RS)","Total","1286","2628","292","47","25"
"4300208","Ajuricaba (RS)","Total","1965","1786","160","25","7"
"4300307","Alecrim (RS)","Total","212","699","116","6","3"
"4300406","Alegrete (RS)","Total","3492","16631","3009","242","111"
"4300455","Alegria (RS)","Total","261","388","68","15","-"
"4300471","Almirante Tamandaré do Sul (RS)","Total","205","251","21","6","-"
"4300505","Alpestre (RS)","Total","2671","2400","101","70","52"
"4300554","Alto Alegre (RS)","Total","395","266","29","-","2"
"4300570","Alto Feliz (RS)","Total","257","575","205","103","5"
"4300604","Alvorada (RS)","Total","3376","19052","35210","17734","804"
"4300638","Amaral Ferrador (RS)","Total","284","640","77","29","4"
"4300646","Ametista do Sul (RS)","Total","663","1769","270","66","173"
"4300661","André da Rocha (RS)","Total","169","188","49","24","3"
"4300703","Anta Gorda (RS)","Total","937","940","40","3","3"
"4300802","Antônio Prado (RS)","Total","1121","3541","224","44","5"
"4300851","Arambaré (RS)","Total","238","614","73","6","5"
"4300877","Araricá (RS)","Total","362","1401","193","26","5"
"4300901","Aratiba (RS)","Total","492","1050","129","18","38"
"4301008","Arroio do Meio (RS)","Total","2252","6360","496","83","34"
"4301057","Arroio do Sal (RS)","Total","892","1647","142","3","16"
"4301073","Arroio do Padre (RS)","Total","65","136","36","13","-"
"4301107","Arroio dos Ratos (RS)","Total","544","2425","979","467","41"
"4301206","Arroio do Tigre (RS)","Total","787","2080","233","31","-"
"4301305","Arroio Grande (RS)","Total","893","3015","666","170","31"
"4301404","Arvorezinha (RS)","Total","1069","1572","181","51","28"
"4301503","Augusto Pestana (RS)","Total","1206","1931","203","38","37"
"4301552","Áurea (RS)","Total","862","607","197","30","7"
"4301602","Bagé (RS)","Total","3996","22391","6442","2006","271"
"4301636","Balneário Pinhal (RS)","Total","635","1766","261","74","49"
"4301651","Barão (RS)","Total","615","1353","414","72","-"
"4301701","Barão de Cotegipe (RS)","Total","408","1165","91","10","10"
"4301750","Barão do Triunfo (RS)","Total","273","448","62","12","4"
"4301800","Barracão (RS)","Total","230","840","226","58","6"
"4301859","Barra do Guarita (RS)","Total","338","849","300","35","-"
"4301875","Barra do Quaraí (RS)","Total","247","390","30","3","4"
"4301909","Barra do Ribeiro (RS)","Total","792","2225","465","295","33"
"4301925","Barra do Rio Azul (RS)","Total","97","132","25","31","-"
"4301958","Barra Funda (RS)","Total","448","591","59","3","-"
"4302006","Barros Cassal (RS)","Total","623","1117","204","56","64"
"4302055","Benjamin Constant do Sul (RS)","Total","247","183","24","35","-"
"4302105","Bento Gonçalves (RS)","Total","6526","34333","7247","852","137"
"4302154","Boa Vista das Missões (RS)","Total","193","243","36","5","-"
"4302204","Boa Vista do Buricá (RS)","Total","1660","1677","49","7","3"
"4302220","Boa Vista do Cadeado (RS)","Total","112","200","20","10","-"
"4302238","Boa Vista do Incra (RS)","Total","325","286","36","2","-"
"4302253","Boa Vista do Sul (RS)","Total","130","315","87","103","-"
"4302303","Bom Jesus (RS)","Total","716","1482","528","150","4"
"4302352","Bom Princípio (RS)","Total","1541","3347","462","85","-"
"4302378","Bom Progresso (RS)","Total","309","339","71","1","10"
"4302402","Bom Retiro do Sul (RS)","Total","823","3232","845","68","4"
"4302451","Boqueirão do Leão (RS)","Total","368","900","49","28","-"
"4302501","Bossoroca (RS)","Total","378","907","172","22","15"
"4302584","Bozano (RS)","Total","747","517","44","3","-"
"4302600","Braga (RS)","Total","336","587","49","15","-"
"4302659","Brochier (RS)","Total","706","1300","154","43","2"
"4302709","Butiá (RS)","Total","777","3520","634","574","68"
"4302808","Caçapava do Sul (RS)","Total","1521","5832","1291","237","43"
"4302907","Cacequi (RS)","Total","800","1968","428","97","49"
"4303004","Cachoeira do Sul (RS)","Total","5748","19687","3841","526","235"
"4303103","Cachoeirinha (RS)","Total","3057","18656","18674","6730","566"
"4303202","Cacique Doble (RS)","Total","251","471","74","52","-"
"4303301","Caibaté (RS)","Total","254","929","64","16","-"
"4303400","Caiçara (RS)","Total","568","937","136","25","19"
"4303509","Camaquã (RS)","Total","3994","14862","1610","222","40"
"4303558","Camargo (RS)","Total","158","337","47","3","-"
"4303608","Cambará do Sul (RS)","Total","582","1353","342","118","44"
"4303673","Campestre da Serra (RS)","Total","207","438","86","15","-"
"4303707","Campina das Missões (RS)","Total","2282","1215","108","24","3"
"4303806","Campinas do Sul (RS)","Total","504","1157","164","22","3"
"4303905","Campo Bom (RS)","Total","4744","20456","2861","425","77"
"4304002","Campo Novo (RS)","Total","522","843","101","12","3"
"4304101","Campos Borges (RS)","Total","229","581","95","55","4"
"4304200","Candelária (RS)","Total","4393","7236","895","273","38"
"4304309","Cândido Godói (RS)","Total","2520","1219","106","9","10"
"4304358","Candiota (RS)","Total","328","1619","262","16","19"
"4304408","Canela (RS)","Total","1973","11119","2394","346","57"
"4304507","Canguçu (RS)","Total","1785","6174","1093","279","71"
"4304606","Canoas (RS)","Total","8911","59058","45574","13351","698"
"4304614","Canudos do Vale (RS)","Total","217","257","30","25","-"
"4304622","Capão Bonito do Sul (RS)","Total","55","97","36","-","-"
"4304630","Capão da Canoa (RS)","Total","2706","11181","851","113","29"
"4304655","Capão do Cipó (RS)","Total","139","282","59","17","12"
"4304663","Capão do Leão (RS)","Total","923","4042","1904","329","61"
"4304671","Capivari do Sul (RS)","Total","585","790","151","32","16"
"4304689","Capela de Santana (RS)","Total","405","2358","1260","389","29"
"4304697","Capitão (RS)","Total","657","780","94","19","-"
"4304705","Carazinho (RS)","Total","3195","15476","1968","309","129"
"4304713","Caraá (RS)","Total","286","907","204","50","6"
"4304804","Carlos Barbosa (RS)","Total","2898","8792","813","82","31"
"4304853","Carlos Gomes (RS)","Total","282","421","37","24","31"
"4304903","Casca (RS)","Total","884","1979","178","8","9"
"4304952","Caseiros (RS)","Total","173","394","42","22","9"
"4305009","Catuípe (RS)","Total","1841","1923","192","40","31"
"4305108","Caxias do Sul (RS)","Total","18961","111114","45036","5058","509"
"4305116","Centenário (RS)","Total","629","636","190","17","-"
"4305124","Cerrito (RS)","Total","233","802","157","45","12"
"4305132","Cerro Branco (RS)","Total","796","1062","128","6","3"
"4305157","Cerro Grande (RS)","Total","244","228","42","2","20"
"4305173","Cerro Grande do Sul (RS)","Total","737","1705","108","15","5"
"4305207","Cerro Largo (RS)","Total","2486","3516","331","32","5"
"4305306","Chapada (RS)","Total","1746","1918","119","22","-"
"4305355","Charqueadas (RS)","Total","1589","7036","1031","795","96"
"4305371","Charrua (RS)","Total","133","293","212","17","24"
"4305405","Chiapetta (RS)","Total","773","877","39","19","3"
"4305439","Chuí (RS)","Total","474","1416","94","10","6"
"4305447","Chuvisca (RS)","Total","308","496","63","6","-"
"4305454","Cidreira (RS)","Total","766","2382","300","61","20"
"4305504","Ciríaco (RS)","Total","462","554","81","45","15"
"4305587","Colinas (RS)","Total","182","440","87","12","-"
"4305603","Colorado (RS)","Total","393","563","31","5","3"
"4305702","Condor (RS)","Total","572","1183","107","21","-"
"4305801","Constantina (RS)","Total","711","2178","157","33","58"
"4305835","Coqueiro Baixo (RS)","Total","77","114","17","2","1"
"4305850","Coqueiros do Sul (RS)","Total","112","208","46","16","18"
"4305871","Coronel Barros (RS)","Total","874","535","76","3","3"
"4305900","Coronel Bicaco (RS)","Total","511","1163","88","17","6"
"4305934","Coronel Pilar (RS)","Total","531","658","55","12","1"
"4305959","Cotiporã (RS)","Total","417","696","40","9","29"
"4305975","Coxilha (RS)","Total","222","319","91","22","-"
"4306007","Crissiumal (RS)","Total","2604","2733","311","90","5"
"4306056","Cristal (RS)","Total","471","964","186","79","23"
"4306072","Cristal do Sul (RS)","Total","127","373","102","20","4"
"4306106","Cruz Alta (RS)","Total","3127","15204","2674","307","121"
"4306130","Cruzaltense (RS)","Total","98","121","19","20","2"
"4306205","Cruzeiro do Sul (RS)","Total","913","3268","509","65","14"
"4306304","David Canabarro (RS)","Total","403","1159","60","3","3"
"4306320","Derrubadas (RS)","Total","152","223","52","52","13"
"4306353","Dezesseis de Novembro (RS)","Total","199","391","95","10","-"
"4306379","Dilermando de Aguiar (RS)","Total","110","207","90","23","6"
"4306403","Dois Irmãos (RS)","Total","2286","10706","1542","268","36"
"4306429","Dois Irmãos das Missões (RS)","Total","97","345","18","6","4"
"4306452","Dois Lajeados (RS)","Total","491","870","48","22","-"
"4306502","Dom Feliciano (RS)","Total","593","1214","229","47","20"
"4306551","Dom Pedro de Alcântara (RS)","Total","255","706","48","15","1"
"4306601","Dom Pedrito (RS)","Total","2042","7310","1325","184","90"
"4306700","Dona Francisca (RS)","Total","302","768","95","14","-"
"4306734","Doutor Maurício Cardoso (RS)","Total","746","1608","148","15","3"
"4306759","Doutor Ricardo (RS)","Total","183","287","35","5","-"
"4306767","Eldorado do Sul (RS)","Total","1595","5201","5112","1260","93"
"4306809","Encantado (RS)","Total","2574","5904","603","49","-"
"4306908","Encruzilhada do Sul (RS)","Total","1272","3501","764","459","95"
"4306924","Engenho Velho (RS)","Total","117","141","19","5","12"
"4306932","Entre-Ijuís (RS)","Total","439","1523","240","73","10"
"4306957","Entre Rios do Sul (RS)","Total","188","428","53","26","32"
"4306973","Erebango (RS)","Total","281","432","80","21","2"
"4307005","Erechim (RS)","Total","5848","27144","3250","375","123"
"4307054","Ernestina (RS)","Total","286","440","65","23","-"
"4307104","Herval (RS)","Total","420","849","117","65","31"
"4307203","Erval Grande (RS)","Total","528","1080","123","68","-"
"4307302","Erval Seco (RS)","Total","540","1120","240","17","7"
"4307401","Esmeralda (RS)","Total","151","514","106","36","11"
"4307450","Esperança do Sul (RS)","Total","1003","426","42","3","4"
"4307500","Espumoso (RS)","Total","1580","3267","395","61","12"
"4307559","Estação (RS)","Total","446","1602","138","77","3"
"4307609","Estância Velha (RS)","Total","2418","13033","2808","615","57"
"4307708","Esteio (RS)","Total","2334","14556","10534","3897","190"
"4307807","Estrela (RS)","Total","2107","8705","850","121","23"
"4307815","Estrela Velha (RS)","Total","924","815","109","5","-"
"4307831","Eugênio de Castro (RS)","Total","164","363","64","17","4"
"4307864","Fagundes Varela (RS)","Total","275","474","9","-","-"
"4307906","Farroupilha (RS)","Total","5264","20075","3415","484","36"
"4308003","Faxinal do Soturno (RS)","Total","517","1468","180","23","3"
"4308052","Faxinalzinho (RS)","Total","155","233","43","10","4"
"4308078","Fazenda Vilanova (RS)","Total","279","864","160","31","-"
"4308102","Feliz (RS)","Total","1112","2910","655","269","17"
"4308201","Flores da Cunha (RS)","Total","3225","7006","1274","130","34"
"4308250","Floriano Peixoto (RS)","Total","64","171","38","9","2"
"4308300","Fontoura Xavier (RS)","Total","1485","2590","331","93","15"
"4308409","Formigueiro (RS)","Total","579","1313","231","17","10"
"4308433","Forquetinha (RS)","Total","1044","456","121","-","-"
"4308458","Fortaleza dos Valos (RS)","Total","584","872","74","9","8"
"4308508","Frederico Westphalen (RS)","Total","2857","7635","595","74","22"
"4308607","Garibaldi (RS)","Total","2220","9485","793","167","8"
"4308656","Garruchos (RS)","Total","305","288","54","21","13"
"4308706","Gaurama (RS)","Total","192","883","184","28","-"
"4308805","General Câmara (RS)","Total","414","1280","392","109","55"
"4308854","Gentil (RS)","Total","136","235","28","2","1"
"4308904","Getúlio Vargas (RS)","Total","1287","3739","560","153","31"
"4309001","Giruá (RS)","Total","959","3276","426","61","4"
"4309050","Glorinha (RS)","Total","294","1305","456","101","21"
"4309100","Gramado (RS)","Total","2807","8613","1342","91","10"
